,question,label
342,Does a tractor fly?,No
343,Does a tractor travel on land?,Yes
344,Does a tractor travel on water?,No
345,Does a tractor travel in space?,No
346,Is a tractor used for construction?,Yes
347,Does a tractor carry one person?,No
348,Does a tractor have a steering wheel?,Yes
349,Can a tractor carry cargo?,Yes
350,Does a tractor have  a motor?,Yes
351,Does a recycling truck have wheels?,Yes
352,Does a recycling truck have four wheels?,No
353,Does a recycling truck have two wheels?,No
354,Does a recycling truck have wings?,No
355,Does a recycling truck fly?,No
356,Does a recycling truck travel on land?,Yes
357,Does a recycling truck travel on water?,No
358,Does a recycling truck travel in space?,No
359,Is a recycling truck used for construction?,Yes
360,Does a recycling truck carry one person?,No
361,Does a recycling truck have a steering wheel?,Yes
362,Can a recycling truck carry cargo?,No
363,Does a recycling truck have  a motor?,Yes
364,Does a cement mixer have wheels?,Yes
365,Does a cement mixer have four wheels?,No
366,Does a cement mixer have two wheels?,No
367,Does a cement mixer have wings?,No
368,Does a cement mixer fly?,No
369,Does a cement mixer travel on land?,Yes
370,Does a cement mixer travel on water?,No
371,Does a cement mixer travel in space?,No
372,Is a cement mixer used for construction?,Yes
373,Does a cement mixer carry one person?,No
374,Does a cement mixer have a steering wheel?,Yes
375,Can a cement mixer carry cargo?,No
376,Does a cement mixer have  a motor?,Yes
377,Does a dump truck have wheels?,Yes
378,Does a dump truck have four wheels?,No
379,Does a dump truck have two wheels?,No
380,Does a dump truck have wings?,No
381,Does a dump truck fly?,No
382,Does a dump truck travel on land?,Yes
383,Does a dump truck travel on water?,No
384,Does a dump truck travel in space?,No
385,Is a dump truck used for construction?,No
386,Does a dump truck carry one person?,No
387,Does a dump truck have a steering wheel?,Yes
388,Can a dump truck carry cargo?,No
389,Does a dump truck have  a motor?,Yes
390,Does a hot air balloon have wheels?,No
391,Does a hot air balloon have four wheels?,No
392,Does a hot air balloon have two wheels?,No
393,Does a hot air balloon have wings?,No
394,Does a hot air balloon fly?,Yes
395,Does a hot air balloon travel on land?,No
396,Does a hot air balloon travel on water?,No
397,Does a hot air balloon travel in space?,No
398,Is a hot air balloon used for construction?,No
399,Does a hot air balloon carry one person?,No
400,Does a hot air balloon have a steering wheel?,No
401,Can a hot air balloon carry cargo?,No
402,Does a hot air balloon have  a motor?,No
403,Does a tram have wheels?,Yes
404,Does a tram have four wheels?,No
405,Does a tram have two wheels?,No
406,Does a tram have wings?,No
407,Does a tram fly?,No
408,Does a tram travel on land?,Yes
409,Does a tram travel on water?,No
410,Does a tram travel in space?,No
411,Is a tram used for construction?,No
412,Does a tram carry one person?,No
413,Does a tram have a steering wheel?,No
414,Can a tram carry cargo?,No
415,Does a tram have  a motor?,Yes
416,Does a carriage have wheels?,Yes
417,Does a carriage have four wheels?,Yes
418,Does a carriage have two wheels?,No
419,Does a carriage have wings?,No
420,Does a carriage fly?,No
421,Does a carriage travel on land?,Yes
422,Does a carriage travel on water?,No
423,Does a carriage travel in space?,No
424,Is a carriage used for construction?,No
425,Does a carriage carry one person?,No
426,Does a carriage have a steering wheel?,No
427,Can a carriage carry cargo?,No
428,Does a carriage have  a motor?,No
429,Does a train have wheels?,Yes
430,Does a train have four wheels?,No
431,Does a train have two wheels?,No
432,Does a train have wings?,No
433,Does a train fly?,No
434,Does a train travel on land?,Yes
435,Does a train travel on water?,No
436,Does a train travel in space?,No
437,Is a train used for construction?,No
438,Does a train carry one person?,No
439,Does a train have a steering wheel?,No
440,Can a train carry cargo?,Yes
441,Does a train have  a motor?,Yes
442,Does a snowboard have wheels?,No
443,Does a snowboard have four wheels?,No
444,Does a snowboard have two wheels?,No
445,Does a snowboard have wings?,No
446,Does a snowboard fly?,No
447,Does a snowboard travel on land?,Yes
448,Does a snowboard travel on water?,No
449,Does a snowboard travel in space?,No
450,Is a snowboard used for construction?,No
451,Does a snowboard carry one person?,Yes
452,Does a snowboard have a steering wheel?,No
453,Can a snowboard carry cargo?,No
454,Does a snowboard have  a motor?,No
455,Does a surfboard have wheels?,No
456,Does a surfboard have four wheels?,No
457,Does a surfboard have two wheels?,No
458,Does a surfboard have wings?,No
459,Does a surfboard fly?,No
460,Does a surfboard travel on land?,Yes
461,Does a surfboard travel on water?,No
462,Does a surfboard travel in space?,No
463,Is a surfboard used for construction?,No
464,Does a surfboard carry one person?,Yes
465,Does a surfboard have a steering wheel?,No
466,Can a surfboard carry cargo?,No
467,Does a surfboard have  a motor?,No
468,Does a satellite have wheels?,No
469,Does a satellite have four wheels?,No
470,Does a satellite have two wheels?,No
471,Does a satellite have wings?,No
472,Does a satellite fly?,Yes
473,Does a satellite travel on land?,Yes
474,Does a satellite travel on water?,No
475,Does a satellite travel in space?,Yes
476,Is a satellite used for construction?,No
477,Does a satellite carry one person?,No
478,Does a satellite have a steering wheel?,No
479,Can a satellite carry cargo?,No
480,Does a satellite have  a motor?,Yes
481,Does a wagon have wheels?,Yes
482,Does a wagon have four wheels?,Yes
483,Does a wagon have two wheels?,No
484,Does a wagon have wings?,No
485,Does a wagon fly?,No
486,Does a wagon travel on land?,Yes
487,Does a wagon travel on water?,No
488,Does a wagon travel in space?,No
489,Is a wagon used for construction?,No
490,Does a wagon carry one person?,No
491,Does a wagon have a steering wheel?,No
492,Can a wagon carry cargo?,No
493,Does a wagon have  a motor?,No
494,Does a bed have legs?,Yes
495,Is a bed used for storage?,No
496,Is a bed electrical?,No
497,Is a bed used for sitting?,No
498,Can a bed be found in a kitchen?,No
499,Can a bed be found in a bedroom?,Yes
500,Can a bed be found in a living room?,No
501,Can a bed be found in a bathroom?,No
502,Is a bed used for cooking?,No
503,Does a chair have legs?,Yes
504,Is a chair used for storage?,No
505,Is a chair electrical?,No
506,Is a chair used for sitting?,Yes
507,Can a chair be found in a kitchen?,Yes
508,Can a chair be found in a bedroom?,Yes
509,Can a chair be found in a living room?,Yes
510,Can a chair be found in a bathroom?,No
511,Is a chair used for cooking?,No
512,Does a couch have legs?,Yes
513,Is a couch used for storage?,No
514,Is a couch electrical?,No
515,Is a couch used for sitting?,Yes
516,Can a couch be found in a kitchen?,No
517,Can a couch be found in a bedroom?,Yes
518,Can a couch be found in a living room?,Yes
519,Can a couch be found in a bathroom?,No
520,Is a couch used for cooking?,No
521,Does a cradle have legs?,Yes
522,Is a cradle used for storage?,No
523,Is a cradle electrical?,No
524,Is a cradle used for sitting?,No
525,Can a cradle be found in a kitchen?,No
526,Can a cradle be found in a bedroom?,Yes
527,Can a cradle be found in a living room?,No
528,Can a cradle be found in a bathroom?,No
529,Is a cradle used for cooking?,No
530,Does a desk have legs?,Yes
531,Is a desk used for storage?,No
532,Is a desk electrical?,No
533,Is a desk used for sitting?,No
534,Can a desk be found in a kitchen?,No
535,Can a desk be found in a bedroom?,Yes
536,Can a desk be found in a living room?,Yes
537,Can a desk be found in a bathroom?,No
538,Is a desk used for cooking?,No
539,Does a dresser have legs?,Yes
540,Is a dresser used for storage?,Yes
541,Is a dresser electrical?,No
542,Is a dresser used for sitting?,No
543,Can a dresser be found in a kitchen?,No
544,Can a dresser be found in a bedroom?,Yes
545,Can a dresser be found in a living room?,No
546,Can a dresser be found in a bathroom?,No
547,Is a dresser used for cooking?,No
548,Does a lamp have legs?,No
549,Is a lamp used for storage?,No
550,Is a lamp electrical?,Yes
551,Is a lamp used for sitting?,No
552,Can a lamp be found in a kitchen?,Yes
553,Can a lamp be found in a bedroom?,Yes
554,Can a lamp be found in a living room?,Yes
555,Can a lamp be found in a bathroom?,Yes
556,Is a lamp used for cooking?,No
557,Does a armchair have legs?,Yes
558,Is a armchair used for storage?,No
559,Is a armchair electrical?,No
560,Is a armchair used for sitting?,Yes
561,Can a armchair be found in a kitchen?,No
562,Can a armchair be found in a bedroom?,Yes
563,Can a armchair be found in a living room?,Yes
564,Can a armchair be found in a bathroom?,No
565,Is a armchair used for cooking?,No
566,Does a sofa have legs?,Yes
567,Is a sofa used for storage?,No
568,Is a sofa electrical?,No
569,Is a sofa used for sitting?,Yes
570,Can a sofa be found in a kitchen?,No
571,Can a sofa be found in a bedroom?,No
572,Can a sofa be found in a living room?,Yes
573,Can a sofa be found in a bathroom?,No
574,Is a sofa used for cooking?,No
575,Does a stool have legs?,Yes
576,Is a stool used for storage?,No
577,Is a stool electrical?,No
578,Is a stool used for sitting?,Yes
579,Can a stool be found in a kitchen?,Yes
580,Can a stool be found in a bedroom?,No
581,Can a stool be found in a living room?,Yes
582,Can a stool be found in a bathroom?,No
583,Is a stool used for cooking?,No
584,Does a table have legs?,Yes
585,Is a table used for storage?,No
586,Is a table electrical?,No
587,Is a table used for sitting?,No
588,Can a table be found in a kitchen?,Yes
589,Can a table be found in a bedroom?,Yes
590,Can a table be found in a living room?,Yes
591,Can a table be found in a bathroom?,No
592,Is a table used for cooking?,No
593,Does a closet have legs?,No
594,Is a closet used for storage?,Yes
595,Is a closet electrical?,No
596,Is a closet used for sitting?,No
597,Can a closet be found in a kitchen?,No
598,Can a closet be found in a bedroom?,Yes
599,Can a closet be found in a living room?,No
600,Can a closet be found in a bathroom?,No
601,Is a closet used for cooking?,No
602,Does a dishwasher have legs?,No
603,Is a dishwasher used for storage?,No
604,Is a dishwasher electrical?,Yes
605,Is a dishwasher used for sitting?,No
606,Can a dishwasher be found in a kitchen?,Yes
607,Can a dishwasher be found in a bedroom?,No
608,Can a dishwasher be found in a living room?,No
609,Can a dishwasher be found in a bathroom?,No
610,Is a dishwasher used for cooking?,No
611,Does a refrigerator have legs?,No
612,Is a refrigerator used for storage?,Yes
613,Is a refrigerator electrical?,Yes
614,Is a refrigerator used for sitting?,No
615,Can a refrigerator be found in a kitchen?,Yes
616,Can a refrigerator be found in a bedroom?,No
617,Can a refrigerator be found in a living room?,No
618,Can a refrigerator be found in a bathroom?,No
619,Is a refrigerator used for cooking?,No
620,Does a oven have legs?,No
621,Is a oven used for storage?,No
622,Is a oven electrical?,Yes
623,Is a oven used for sitting?,No
624,Can a oven be found in a kitchen?,Yes
625,Can a oven be found in a bedroom?,No
626,Can a oven be found in a living room?,No
627,Can a oven be found in a bathroom?,No
628,Is a oven used for cooking?,Yes
629,Does a microwave oven have legs?,No
630,Is a microwave oven used for storage?,No
631,Is a microwave oven electrical?,Yes
632,Is a microwave oven used for sitting?,No
633,Can a microwave oven be found in a kitchen?,Yes
634,Can a microwave oven be found in a bedroom?,No
635,Can a microwave oven be found in a living room?,No
636,Can a microwave oven be found in a bathroom?,No
637,Is a microwave oven used for cooking?,Yes
638,Does a stove have legs?,No
639,Is a stove used for storage?,No
640,Is a stove electrical?,Yes
641,Is a stove used for sitting?,No
642,Can a stove be found in a kitchen?,Yes
643,Can a stove be found in a bedroom?,No
644,Can a stove be found in a living room?,No
645,Can a stove be found in a bathroom?,No
646,Is a stove used for cooking?,Yes
647,Does a food processor have legs?,No
648,Is a food processor used for storage?,No
649,Is a food processor electrical?,Yes
650,Is a food processor used for sitting?,No
651,Can a food processor be found in a kitchen?,Yes
652,Can a food processor be found in a bedroom?,No
653,Can a food processor be found in a living room?,No
654,Can a food processor be found in a bathroom?,No
655,Is a food processor used for cooking?,Yes
656,Does a pot have legs?,No
657,Is a pot used for storage?,No
658,Is a pot electrical?,No
659,Is a pot used for sitting?,No
660,Can a pot be found in a kitchen?,Yes
661,Can a pot be found in a bedroom?,No
662,Can a pot be found in a living room?,No
663,Can a pot be found in a bathroom?,No
664,Is a pot used for cooking?,Yes
665,Does a pan have legs?,No
666,Is a pan used for storage?,No
667,Is a pan electrical?,No
668,Is a pan used for sitting?,No
669,Can a pan be found in a kitchen?,Yes
670,Can a pan be found in a bedroom?,No
671,Can a pan be found in a living room?,No
672,Can a pan be found in a bathroom?,No
673,Is a pan used for cooking?,Yes
674,Does a plate have legs?,No
675,Is a plate used for storage?,No
676,Is a plate electrical?,No
677,Is a plate used for sitting?,No
678,Can a plate be found in a kitchen?,Yes
679,Can a plate be found in a bedroom?,No
680,Can a plate be found in a living room?,No
681,Can a plate be found in a bathroom?,No
682,Is a plate used for cooking?,No
683,Does a knife have legs?,No
684,Is a knife used for storage?,No
685,Is a knife electrical?,No
686,Is a knife used for sitting?,No
687,Can a knife be found in a kitchen?,Yes
688,Can a knife be found in a bedroom?,No
689,Can a knife be found in a living room?,No
690,Can a knife be found in a bathroom?,No
691,Is a knife used for cooking?,Yes
692,Does a fork have legs?,No
693,Is a fork used for storage?,No
694,Is a fork electrical?,No
695,Is a fork used for sitting?,No
696,Can a fork be found in a kitchen?,Yes
697,Can a fork be found in a bedroom?,No
698,Can a fork be found in a living room?,No
699,Can a fork be found in a bathroom?,No
700,Is a fork used for cooking?,Yes
701,Does a spoon have legs?,No
702,Is a spoon used for storage?,No
703,Is a spoon electrical?,No
704,Is a spoon used for sitting?,No
705,Can a spoon be found in a kitchen?,Yes
706,Can a spoon be found in a bedroom?,No
707,Can a spoon be found in a living room?,No
708,Can a spoon be found in a bathroom?,No
709,Is a spoon used for cooking?,Yes
710,Does a spatula have legs?,No
711,Is a spatula used for storage?,No
712,Is a spatula electrical?,No
713,Is a spatula used for sitting?,No
714,Can a spatula be found in a kitchen?,Yes
715,Can a spatula be found in a bedroom?,No
716,Can a spatula be found in a living room?,No
717,Can a spatula be found in a bathroom?,No
718,Is a spatula used for cooking?,Yes
719,Does a kettle have legs?,No
720,Is a kettle used for storage?,No
721,Is a kettle electrical?,No
722,Is a kettle used for sitting?,No
723,Can a kettle be found in a kitchen?,Yes
724,Can a kettle be found in a bedroom?,No
725,Can a kettle be found in a living room?,No
726,Can a kettle be found in a bathroom?,No
727,Is a kettle used for cooking?,Yes
728,Does a rug have legs?,No
729,Is a rug used for storage?,No
730,Is a rug electrical?,No
731,Is a rug used for sitting?,No
732,Can a rug be found in a kitchen?,No
733,Can a rug be found in a bedroom?,Yes
734,Can a rug be found in a living room?,Yes
735,Can a rug be found in a bathroom?,Yes
736,Is a rug used for cooking?,No
737,Does a television have legs?,No
738,Is a television used for storage?,No
739,Is a television electrical?,Yes
740,Is a television used for sitting?,No
741,Can a television be found in a kitchen?,Yes
742,Can a television be found in a bedroom?,Yes
743,Can a television be found in a living room?,Yes
744,Can a television be found in a bathroom?,No
745,Is a television used for cooking?,No
746,Does a pillow have legs?,No
747,Is a pillow used for storage?,No
748,Is a pillow electrical?,No
749,Is a pillow used for sitting?,No
750,Can a pillow be found in a kitchen?,No
751,Can a pillow be found in a bedroom?,Yes
752,Can a pillow be found in a living room?,Yes
753,Can a pillow be found in a bathroom?,No
754,Is a pillow used for cooking?,No
755,Does a blanket have legs?,No
756,Is a blanket used for storage?,No
757,Is a blanket electrical?,No
758,Is a blanket used for sitting?,No
759,Can a blanket be found in a kitchen?,No
760,Can a blanket be found in a bedroom?,Yes
761,Can a blanket be found in a living room?,No
762,Can a blanket be found in a bathroom?,No
763,Is a blanket used for cooking?,No
764,Does a toilet have legs?,No
765,Is a toilet used for storage?,No
766,Is a toilet electrical?,No
767,Is a toilet used for sitting?,No
768,Can a toilet be found in a kitchen?,No
769,Can a toilet be found in a bedroom?,No
770,Can a toilet be found in a living room?,No
771,Can a toilet be found in a bathroom?,Yes
772,Is a toilet used for cooking?,No
773,Does a bath have legs?,No
774,Is a bath used for storage?,No
775,Is a bath electrical?,No
776,Is a bath used for sitting?,No
777,Can a bath be found in a kitchen?,No
778,Can a bath be found in a bedroom?,No
779,Can a bath be found in a living room?,No
780,Can a bath be found in a bathroom?,Yes
781,Is a bath used for cooking?,No
782,Does a shower have legs?,No
783,Is a shower used for storage?,No
784,Is a shower electrical?,No
785,Is a shower used for sitting?,No
786,Can a shower be found in a kitchen?,No
787,Can a shower be found in a bedroom?,No
788,Can a shower be found in a living room?,No
789,Can a shower be found in a bathroom?,Yes
790,Is a shower used for cooking?,No
791,Does a sink have legs?,No
792,Is a sink used for storage?,No
793,Is a sink electrical?,No
794,Is a sink used for sitting?,No
795,Can a sink be found in a kitchen?,Yes
796,Can a sink be found in a bedroom?,No
797,Can a sink be found in a living room?,No
798,Can a sink be found in a bathroom?,Yes
799,Is a sink used for cooking?,No
800,Does a towel have legs?,No
801,Is a towel used for storage?,No
802,Is a towel electrical?,No
803,Is a towel used for sitting?,No
804,Can a towel be found in a kitchen?,Yes
