,question,model_answer,true_answer
124,A quail drinks cola.,Yes,No
125,Does a crow drink coffee?,Yes,No
126,A caracal drinks bla.,Yes,No
127,Does a zebra drink coffee?,Yes,No
128,A herring drinks coffee.,Yes,No
129,Does a deer drink wine?,Yes,No
130,A quail drinks coffee.,No,No
131,A lion drinks wine.,No,No
132,Does a boxer drink coffee?,No,No
133,Does a raccoon drink beer?,Yes,No
134,A pomeranian drinks cola.,Yes,No
135,A leopard drinks alcohol.,No,No
136,Does a husky drink vodka?,Yes,No
137,Does a hummingbird drink wine?,Yes,No
138,A goat drinks wine.,Yes,No
139,Does a beef drink wine?,Yes,No
140,Does a wolf drink beer?,Yes,No
141,A eel drinks bla.,Yes,No
142,Does a roaster drink bla?,No,No
143,A iguana drinks wine.,Yes,No
144,A mamba drinks beer.,Yes,No
145,Does a eel drink vodka?,Yes,No
146,A doberman drinks bla.,Yes,No
147,Does a cuckoos drink coffee?,Yes,No
148,A bird drinks beer.,Yes,No
149,Does a grivet drink coffee?,Yes,No
150,A caterpillar drinks vodka.,No,No
151,A fish drinks alcohol.,Yes,No
152,A pinscher drinks wine.,Yes,No
153,Does a turkey drink cola?,Yes,No
154,Does a cobra drink bla?,Yes,No
155,Does a kangaroo drink bla?,No,No
156,Does a piranha drink wine?,Yes,No
157,A piranha drinks alcohol.,Yes,No
158,Does a jellyfish drink beer?,Yes,No
159,A monkey drinks beer.,No,No
160,Does a hyena drink cola?,Yes,No
161,A lizard drinks cola.,Yes,No
162,A mamba drinks cola.,Yes,No
163,Does a horse drink coffee?,Yes,No
164,A boa drinks vodka.,Yes,No
165,Does a piranha drink coffee?,Yes,No
166,Does a leopard drink cola?,Yes,No
167,Does a sheep drink cola?,No,No
168,Does a butterfly drink beer?,No,No
169,A dolphin drinks coffee.,Yes,No
170,Does a shrew drink wine?,Yes,No
171,A sponge drinks vodka.,No,No
172,Does a seal drink cola?,Yes,No
173,Does a snail drink alcohol?,No,No
174,Does a salamander drink bla?,No,No
175,A ostrich drinks bla.,No,No
176,A leopard drinks bla.,Yes,No
177,Does a mamba drink cola?,Yes,No
178,A giraffe drinks coffee.,Yes,No
179,Does a pigeon drink alcohol?,No,No
180,Does a ox drink bla?,Yes,No
181,A mamba drinks alcohol.,Yes,No
182,A dove drinks bla.,No,No
183,A tiger drinks wine.,Yes,No
184,A flamingo drinks beer.,Yes,No
185,A koala drinks vodka.,Yes,No
186,Does a rabbit drink bla?,No,No
187,Does a gar drink beer?,Yes,No
188,Does a cuttlefish drink vodka?,Yes,No
189,A butterfly drinks bla.,Yes,No
190,A rhino drinks cola.,No,No
191,Does a jay drink wine?,Yes,No
192,A seal drinks coffee.,No,No
193,Does a cat drink beer?,Yes,No
194,Does a chihuahua drink cola?,Yes,No
195,A dove drinks wine.,Yes,No
196,A skunk drinks alcohol.,Yes,No
197,A gar drinks vodka.,Yes,No
198,A butterfly drinks alcohol.,No,No
199,A owl drinks beer.,Yes,No
200,A jay drinks alcohol.,Yes,No
201,A rottweiler drinks alcohol.,No,No
202,A cat drinks bla.,Yes,No
203,A aardvark drinks wine.,Yes,No
204,A bull drinks alcohol.,Yes,No
205,A shrew drinks vodka.,Yes,No
206,Does a eagle drink cola?,Yes,No
207,A raccoon drinks vodka.,Yes,No
208,Does a ass drink wine?,Yes,No
209,A chicken drinks wine.,No,No
210,Does a seal drink coffee?,No,No
211,A wolf drinks bla.,Yes,No
212,Does a grivet drink bla?,No,No
213,A antelope drinks coffee.,Yes,No
214,A pomeranian drinks wine.,Yes,No
215,A collie drinks coffee.,Yes,No
216,Does a ass drink cola?,Yes,No
217,Does a sponge drink beer?,No,No
218,A chicken drinks cola.,Yes,No
219,Does a fish drink vodka?,Yes,No
220,Does a zebra drink alcohol?,Yes,No
221,Does a crocodile drink beer?,Yes,No
222,Does a cocker spaniel drink beer?,Yes,No
223,Does a bird drink vodka?,No,No
224,Does a schnauzer drink beer?,Yes,No
225,Does a tapir drink beer?,Yes,No
226,Does a crow drink beer?,Yes,No
227,A liger drinks beer.,Yes,No
228,A corgi drinks vodka.,Yes,No
229,Does a crow drink cola?,Yes,No
230,Does a tuna drink alcohol?,Yes,No
231,A pomeranian drinks beer.,No,No
232,A donkey drinks vodka.,Yes,No
233,Does a dove drink beer?,Yes,No
234,A barracuda drinks alcohol.,Yes,No
235,A crow drinks wine.,Yes,No
236,A swan drinks beer.,Yes,No
237,A cobra drinks alcohol.,Yes,No
238,A eagle drinks bla.,No,No
239,Does a husky drink beer?,Yes,No
240,A horse drinks vodka.,No,No
241,Does a chicken drink cola?,Yes,No
242,A tarantula drinks bla.,Yes,No
243,Does a flamingo drink wine?,Yes,No
244,A jellyfish drinks alcohol.,Yes,No
245,A turkey drinks coffee.,Yes,No
246,Does a dolphin drink coffee?,Yes,No
247,A moose drinks bla.,Yes,No
248,A barracuda drinks coffee.,Yes,No
249,A husky drinks wine.,Yes,No
250,A crow drinks bla.,Yes,No
251,Does a quail drink coffee?,No,No
252,Does a pig drink alcohol?,No,No
253,Does a hen drink beer?,Yes,No
254,Does a mule drink cola?,Yes,No
255,Does a rat drink alcohol?,Yes,No
256,A ant drinks beer.,Yes,No
257,Does a bear drink cola?,Yes,No
258,Does a sponge drink alcohol?,Yes,No
259,Does a raccoon drink alcohol?,Yes,No
260,A ant drinks alcohol.,Yes,No
261,A aardvark drinks beer.,Yes,No
262,Does a jellyfish drink bla?,Yes,No
263,Does a wolf drink coffee?,Yes,No
264,A caterpillar drinks beer.,Yes,No
265,Does a seal drink alcohol?,No,No
266,Does a swan drink alcohol?,Yes,No
267,A dove drinks cola.,Yes,No
268,Does a mamba drink beer?,Yes,No
269,A kangaroo drinks vodka.,Yes,No
270,A hen drinks bla.,No,No
271,Does a mouse drink coffee?,Yes,No
272,Does a codfish drink wine?,Yes,No
273,Does a crocodile drink alcohol?,Yes,No
274,A rat drinks cola.,Yes,No
275,A pig drinks alcohol.,No,No
276,A shark drinks cola.,Yes,No
277,A mouse drinks bla.,Yes,No
278,Does a starfish drink wine?,Yes,No
279,A wolf drinks alcohol.,Yes,No
280,Does a cow drink wine?,Yes,No
281,A hippopotamus drinks cola.,Yes,No
282,Does a jellyfish drink cola?,Yes,No
283,Does a rhino drink cola?,Yes,No
284,Does a roaster drink cola?,Yes,No
285,A horse drinks bla.,No,No
286,Does a caracal drink bla?,Yes,No
287,Does a roaster drink beer?,Yes,No
288,Does a lobster drink vodka?,Yes,No
289,Does a frog drink bla?,No,No
290,A doberman drinks wine.,Yes,No
291,Does a flamingo drink vodka?,Yes,No
292,Does a ostrich drink coffee?,Yes,No
293,A jay drinks beer.,Yes,No
294,A frog drinks cola.,Yes,No
295,A beagle drinks bla.,No,No
296,A chicken drinks beer.,Yes,No
297,Does a pinscher drink coffee?,Yes,No
298,A caracal drinks wine.,Yes,No
299,Does a cobra drink beer?,Yes,No
300,Does a peacock drink wine?,Yes,No
301,Does a hen drink cola?,Yes,No
302,Does a grivet drink beer?,Yes,No
303,A peacock drinks wine.,Yes,No
304,Does a barracuda drink alcohol?,Yes,No
305,A seagull drinks cola.,Yes,No
306,Does a corgi drink coffee?,Yes,No
307,Does a prawn drink bla?,No,No
308,A fox drinks cola.,Yes,No
309,Does a frog drink beer?,Yes,No
310,Does a caracal drink beer?,Yes,No
311,Does a liger drink wine?,Yes,No
312,Does a collie drink beer?,Yes,No
313,Does a salmon drink vodka?,Yes,No
314,Does a dolphin drink vodka?,Yes,No
315,Does a bear drink wine?,Yes,No
316,A crocodile drinks alcohol.,Yes,No
317,Does a piranha drink beer?,Yes,No
318,A pig drinks bla.,Yes,No
319,A gorilla drinks bla.,Yes,No
320,A tapir drinks vodka.,Yes,No
321,Does a eagle drink beer?,Yes,No
322,A rhino drinks coffee.,No,No
323,Does a corgi drink cola?,Yes,No
324,Does a chicken drink alcohol?,No,No
325,A ox drinks bla.,Yes,No
326,A tapir drinks wine.,Yes,No
327,A yak drinks cola.,Yes,No
328,A swan drinks coffee.,Yes,No
329,Does a peacock drink cola?,Yes,No
330,Does a schnauzer drink alcohol?,Yes,No
331,Does a mule drink coffee?,Yes,No
332,A fox drinks coffee.,Yes,No
333,A terrier drinks bla.,No,No
334,A flamingo drinks cola.,Yes,No
335,A ostrich drinks vodka.,No,No
336,Does a gibbon drink vodka?,Yes,No
337,A piranha drinks coffee.,Yes,No
338,Does a shrimp drink beer?,Yes,No
339,A alpaca drinks beer.,Yes,No
340,A barracuda drinks wine.,Yes,No
341,Does a hippopotamus drink bla?,No,No
342,A oyster drinks vodka.,Yes,No
343,A pinscher drinks vodka.,Yes,No
344,Does a boa drink vodka?,Yes,No
345,A gibbon drinks coffee.,Yes,No
346,Does a camel drink bla?,No,No
347,Does a puma drink alcohol?,Yes,No
348,Does a fish drink coffee?,Yes,No
349,Does a piranha drink cola?,Yes,No
350,Does a donkey drink coffee?,Yes,No
351,Does a crocodile drink cola?,Yes,No
352,Does a salamander drink alcohol?,Yes,No
353,Does a whale drink vodka?,Yes,No
354,Does a tarantula drink bla?,Yes,No
355,A lobster drinks bla.,Yes,No
356,Does a parrot drink bla?,No,No
357,Does a jay drink alcohol?,Yes,No
358,Does a herring drink wine?,Yes,No
359,A salmon drinks bla.,Yes,No
360,Does a cobra drink vodka?,Yes,No
361,Does a terrier drink cola?,Yes,No
362,Does a caterpillar drink coffee?,Yes,No
363,A crocodile drinks bla.,Yes,No
364,Does a pig drink beer?,Yes,No
365,A caracal drinks vodka.,Yes,No
366,Does a quail drink bla?,Yes,No
367,Does a ostrich drink cola?,Yes,No
368,A boxer drinks bla.,No,No
369,Does a schnauzer drink wine?,Yes,No
370,Does a koala drink vodka?,Yes,No
371,Does a butterfly drink cola?,Yes,No
372,A butterfly drinks beer.,No,No
373,Does a wolf drink alcohol?,Yes,No
374,A horse drinks coffee.,Yes,No
375,A mouse drinks coffee.,Yes,No
376,Does a rhino drink alcohol?,No,No
377,Does a gibbon drink cola?,Yes,No
378,Does a bison drink vodka?,Yes,No
379,Does a boa drink wine?,Yes,No
380,Does a monkey drink wine?,Yes,No
381,Does a ox drink vodka?,Yes,No
382,A cuttlefish drinks bla.,Yes,No
383,Does a gorilla drink coffee?,Yes,No
384,Does a yak drink beer?,Yes,No
385,A snail drinks vodka.,No,No
386,A grivet drinks beer.,Yes,No
387,Does a caracal drink wine?,Yes,No
388,Does a beef drink cola?,Yes,No
389,A kingfisher drinks beer.,Yes,No
390,A owl drinks bla.,Yes,No
391,Does a donkey drink beer?,Yes,No
392,Does a tapir drink cola?,Yes,No
393,Does a sparrow drink bla?,No,No
394,A shrimp drinks beer.,Yes,No
395,A labrador drinks beer.,No,No
396,Does a roaster drink vodka?,Yes,No
397,Does a spider drink beer?,No,No
398,Does a quail drink beer?,Yes,No
399,Does a liger drink alcohol?,Yes,No
400,Does a cuttlefish drink bla?,Yes,No
401,Does a camel drink cola?,Yes,No
402,A jay drinks coffee.,Yes,No
403,Does a barracuda drink vodka?,Yes,No
404,Does a alpaca drink alcohol?,Yes,No
405,A puma drinks coffee.,Yes,No
406,A bird drinks alcohol.,No,No
407,A alligator drinks bla.,No,No
408,Does a jaguar drink vodka?,Yes,No
409,Does a shrew drink coffee?,Yes,No
410,A sheep drinks beer.,No,No
411,Does a bison drink beer?,Yes,No
412,Does a rabbit drink vodka?,Yes,No
413,A bird drinks vodka.,No,No
414,Does a leopard drink bla?,Yes,No
415,A bird drinks coffee.,Yes,No
416,A monkey drinks wine.,Yes,No
417,Does a bulldog drink bla?,Yes,No
418,Does a snake drink beer?,No,No
419,Does a eel drink bla?,Yes,No
420,Does a horse drink wine?,Yes,No
421,Does a cow drink alcohol?,No,No
422,A boxer drinks coffee.,Yes,No
423,Does a dove drink coffee?,Yes,No
424,Does a bird drink cola?,Yes,No
425,A hyena drinks bla.,No,No
426,A snail drinks beer.,No,No
427,A boxer drinks cola.,Yes,No
428,A mouse drinks cola.,Yes,No
429,Does a starfish drink beer?,Yes,No
430,A parrot drinks beer.,Yes,No
431,A camel drinks coffee.,Yes,No
432,Does a songbird drink coffee?,Yes,No
433,Does a sponge drink wine?,Yes,No
434,A pomeranian drinks bla.,Yes,No
435,A sheep drinks bla.,Yes,No
436,A collie drinks alcohol.,Yes,No
437,A lizard drinks alcohol.,Yes,No
438,A donkey drinks cola.,Yes,No
439,A yak drinks wine.,Yes,No
440,Does a hyena drink bla?,No,No
441,Does a cat drink wine?,Yes,No
442,Does a dove drink vodka?,Yes,No
443,Does a ostrich drink wine?,Yes,No
444,Does a baboon drink vodka?,Yes,No
445,Does a ox drink coffee?,Yes,No
446,Does a oyster drink wine?,Yes,No
447,A puma drinks cola.,Yes,No
448,A alligator drinks coffee.,No,No
449,Does a fox drink bla?,Yes,No
450,Does a hen drink vodka?,Yes,No
451,Does a skunk drink alcohol?,Yes,No
452,Does a baboon drink wine?,Yes,No
453,Does a swan drink cola?,Yes,No
454,A donkey drinks alcohol.,Yes,No
455,A flamingo drinks coffee.,Yes,No
456,A tuna drinks beer.,Yes,No
457,Does a corgi drink wine?,Yes,No
458,A frog drinks alcohol.,Yes,No
459,Does a liger drink vodka?,Yes,No
460,Does a antelope drink bla?,No,No
461,Does a alligator drink coffee?,Yes,No
462,A beef drinks alcohol.,No,No
463,A kangaroo drinks coffee.,Yes,No
464,A herring drinks beer.,Yes,No
465,Does a alpaca drink beer?,Yes,No
466,A hummingbird drinks beer.,Yes,No
467,A dog drinks vodka.,No,No
468,Does a cocker spaniel drink wine?,Yes,No
469,Does a boxer drink bla?,No,No
470,Does a husky drink alcohol?,Yes,No
471,Does a kangaroo drink cola?,Yes,No
472,Does a flamingo drink coffee?,Yes,No
473,A schnauzer drinks vodka.,Yes,No
474,A pig drinks beer.,No,No
475,Does a aardvark drink beer?,Yes,No
476,A shrimp drinks coffee.,No,No
477,A bison drinks alcohol.,Yes,No
478,A eagle drinks coffee.,No,No
479,Does a rottweiler drink beer?,Yes,No
480,Does a butterfly drink coffee?,Yes,No
481,Does a whale drink beer?,Yes,No
482,Does a corgi drink bla?,Yes,No
483,A grivet drinks vodka.,Yes,No
484,Does a alligator drink cola?,Yes,No
485,A tuna drinks alcohol.,Yes,No
486,A wolf drinks wine.,Yes,No
487,Does a prawn drink vodka?,Yes,No
488,Does a zebra drink vodka?,Yes,No
489,Does a owl drink cola?,Yes,No
490,A koala drinks beer.,Yes,No
491,A ant drinks coffee.,Yes,No
492,A starfish drinks bla.,No,No
493,Does a songbird drink vodka?,Yes,No
494,A quail drinks beer.,Yes,No
495,Does a alligator drink bla?,No,No
496,Does a salamander drink wine?,Yes,No
497,Does a oyster drink coffee?,Yes,No
498,A hen drinks alcohol.,No,No
499,A shrew drinks coffee.,Yes,No
500,Does a bull drink wine?,Yes,No
501,A sponge drinks alcohol.,No,No
502,A boxer drinks beer.,Yes,No
503,Does a shark drink vodka?,Yes,No
504,A bull drinks vodka.,No,No
505,A fox drinks alcohol.,No,No
506,A prawn drinks vodka.,Yes,No
507,A tarantula drinks vodka.,Yes,No
508,Does a ant drink wine?,Yes,No
509,A boxer drinks alcohol.,No,No
510,A mule drinks alcohol.,Yes,No
511,A parrot drinks coffee.,Yes,No
512,Does a roaster drink coffee?,Yes,No
513,Does a chicken drink wine?,Yes,No
514,Does a shrew drink beer?,Yes,No
515,Does a cat drink vodka?,Yes,No
516,Does a quail drink cola?,Yes,No
517,A turkey drinks cola.,Yes,No
518,A jay drinks bla.,Yes,No
519,Does a kingfisher drink wine?,Yes,No
520,Does a lobster drink cola?,Yes,No
521,A hummingbird drinks vodka.,No,No
522,Does a sponge drink cola?,Yes,No
523,Does a shrimp drink alcohol?,No,No
524,Does a bulldog drink vodka?,Yes,No
525,Does a sheep drink vodka?,No,No
526,A dog drinks beer.,No,No
527,Does a crocodile drink vodka?,Yes,No
528,Does a yak drink cola?,Yes,No
529,A baboon drinks vodka.,No,No
530,A pig drinks cola.,Yes,No
531,Does a starfish drink coffee?,No,No
532,A frog drinks coffee.,No,No
533,A duck drinks alcohol.,No,No
534,A crab drinks wine.,Yes,No
535,Does a raccoon drink cola?,Yes,No
536,Does a turkey drink wine?,Yes,No
537,Does a turkey drink bla?,No,No
538,A salamander drinks coffee.,Yes,No
539,Does a hen drink wine?,No,No
540,Does a duck drink coffee?,Yes,No
541,A iguana drinks cola.,Yes,No
542,Does a spider drink vodka?,Yes,No
543,A sheep drinks coffee.,No,No
544,Does a cow drink beer?,Yes,No
545,A ant drinks cola.,Yes,No
546,Does a eel drink alcohol?,Yes,No
547,Does a parrot drink cola?,Yes,No
548,A yak drinks vodka.,Yes,No
549,A tarantula drinks beer.,Yes,No
550,A parrot drinks wine.,Yes,No
551,Does a eel drink beer?,Yes,No
552,A shark drinks beer.,Yes,No
553,Does a snail drink wine?,Yes,No
554,Does a moose drink bla?,Yes,No
555,Does a aardvark drink vodka?,Yes,No
556,Does a ape drink bla?,Yes,No
557,Does a zebra drink bla?,Yes,No
558,Does a beef drink alcohol?,No,No
559,Does a moose drink vodka?,Yes,No
560,A shrimp drinks vodka.,No,No
561,A lobster drinks alcohol.,Yes,No
562,A tiger drinks coffee.,Yes,No
563,A seal drinks wine.,Yes,No
564,A worm drinks vodka.,No,No
565,Does a boxer drink wine?,Yes,No
566,Does a chicken drink coffee?,Yes,No
567,A gibbon drinks vodka.,Yes,No
568,A lobster drinks wine.,Yes,No
569,A cow drinks bla.,Yes,No
570,A alpaca drinks wine.,Yes,No
571,Does a pigeon drink wine?,Yes,No
572,Does a salmon drink cola?,Yes,No
573,A bulldog drinks bla.,Yes,No
574,A goat drinks alcohol.,No,No
575,A parrot drinks bla.,No,No
576,A eel drinks cola.,Yes,No
577,A ostrich drinks coffee.,Yes,No
578,A flamingo drinks bla.,Yes,No
579,Does a jellyfish drink coffee?,Yes,No
580,A bear drinks bla.,Yes,No
581,Does a duck drink beer?,Yes,No
582,Does a cocker spaniel drink vodka?,Yes,No
583,Does a cat drink cola?,Yes,No
584,Does a zebra drink wine?,Yes,No
585,Does a grivet drink alcohol?,Yes,No
586,A hummingbird drinks wine.,Yes,No
587,Does a lizard drink wine?,Yes,No
588,Does a goat drink cola?,Yes,No
589,Does a chicken drink beer?,Yes,No
590,Does a hummingbird drink bla?,Yes,No
591,A koala drinks wine.,Yes,No
592,Does a kingfisher drink coffee?,No,No
593,Does a fish drink alcohol?,Yes,No
594,Does a pinscher drink cola?,Yes,No
595,A corgi drinks wine.,Yes,No
596,A boxer drinks vodka.,No,No
597,Does a octupus drink bla?,Yes,No
598,A terrier drinks beer.,Yes,No
599,A songbird drinks beer.,Yes,No
600,Does a pigeon drink beer?,Yes,No
601,A spider drinks vodka.,No,No
602,A zebra drinks alcohol.,Yes,No
603,A ape drinks beer.,No,No
604,Does a pinscher drink bla?,Yes,No
605,A cat drinks vodka.,No,No
606,A husky drinks coffee.,Yes,No
607,Does a caterpillar drink beer?,Yes,No
608,A owl drinks cola.,Yes,No
609,A ostrich drinks alcohol.,Yes,No
610,Does a alligator drink alcohol?,Yes,No
611,A wolf drinks beer.,Yes,No
612,Does a beagle drink beer?,Yes,No
613,A cow drinks alcohol.,No,No
614,Does a hen drink alcohol?,No,No
615,Does a bison drink cola?,Yes,No
616,A dolphin drinks wine.,Yes,No
617,Does a peacock drink beer?,Yes,No
618,A shrimp drinks cola.,Yes,No
619,Does a oyster drink beer?,Yes,No
620,Does a husky drink wine?,Yes,No
621,Does a shrimp drink bla?,No,No
622,A goat drinks beer.,No,No
623,Does a fox drink beer?,Yes,No
624,Does a iguana drink vodka?,Yes,No
625,Does a horse drink alcohol?,Yes,No
626,Does a tarantula drink coffee?,Yes,No
627,Does a ape drink beer?,Yes,No
628,Does a oyster drink alcohol?,Yes,No
629,Does a rhino drink beer?,Yes,No
630,A dog drinks wine.,No,No
631,A elephant drinks coffee.,Yes,No
632,Does a rhino drink vodka?,No,No
633,A pigeon drinks wine.,Yes,No
634,A shark drinks vodka.,Yes,No
635,Does a parrot drink alcohol?,Yes,No
636,A turkey drinks wine.,Yes,No
637,Does a hippopotamus drink cola?,Yes,No
638,A aardvark drinks vodka.,Yes,No
639,Does a hippopotamus drink alcohol?,Yes,No
640,A octupus drinks bla.,Yes,No
641,A puma drinks wine.,Yes,No
642,Does a rat drink bla?,No,No
643,A seal drinks vodka.,No,No
644,Does a shrew drink cola?,Yes,No
645,Does a jay drink vodka?,Yes,No
646,Does a shark drink bla?,Yes,No
647,Does a caracal drink alcohol?,Yes,No
648,A boa drinks bla.,Yes,No
649,A pigeon drinks cola.,Yes,No
650,A liger drinks vodka.,Yes,No
651,Does a dog drink beer?,Yes,No
652,A jellyfish drinks cola.,Yes,No
653,A beagle drinks cola.,Yes,No
654,Does a dog drink cola?,Yes,No
655,Does a gorilla drink vodka?,Yes,No
656,Does a monkey drink bla?,Yes,No
657,Does a oyster drink vodka?,Yes,No
658,A raccoon drinks coffee.,Yes,No
659,A aardvark drinks coffee.,Yes,No
660,A lizard drinks bla.,Yes,No
661,Does a iguana drink wine?,Yes,No
662,A hummingbird drinks bla.,Yes,No
663,Does a salmon drink wine?,Yes,No
664,Does a mamba drink vodka?,Yes,No
665,Does a ass drink beer?,Yes,No
666,A octupus drinks alcohol.,Yes,No
667,A elephant drinks vodka.,No,No
668,A gorilla drinks wine.,Yes,No
669,A jellyfish drinks beer.,Yes,No
670,Does a frog drink alcohol?,Yes,No
671,A squirrel drinks beer.,No,No
672,A dolphin drinks beer.,Yes,No
673,Does a terrier drink wine?,Yes,No
674,A seagull drinks coffee.,Yes,No
675,A roaster drinks alcohol.,No,No
676,A eel drinks vodka.,Yes,No
677,Does a monkey drink vodka?,No,No
678,A gorilla drinks alcohol.,No,No
679,A sparrow drinks vodka.,No,No
680,A kingfisher drinks cola.,Yes,No
681,A eagle drinks wine.,No,No
682,Does a hummingbird drink alcohol?,Yes,No
683,Does a shrimp drink wine?,Yes,No
684,Does a chihuahua drink bla?,Yes,No
685,A worm drinks coffee.,No,No
686,A deer drinks wine.,Yes,No
687,Does a collie drink cola?,Yes,No
688,Does a aardvark drink coffee?,Yes,No
689,Does a hyena drink vodka?,Yes,No
690,A oyster drinks coffee.,Yes,No
691,A shrew drinks beer.,Yes,No
692,Does a fox drink wine?,Yes,No
693,Does a pomeranian drink coffee?,Yes,No
694,A skunk drinks wine.,Yes,No
695,A frog drinks bla.,No,No
696,A frog drinks beer.,Yes,No
697,A pigeon drinks bla.,Yes,No
698,A cocker spaniel drinks cola.,Yes,No
699,A starfish drinks beer.,Yes,No
700,A pomeranian drinks coffee.,Yes,No
701,Does a herring drink bla?,No,No
702,Does a beagle drink wine?,Yes,No
703,Does a baboon drink beer?,Yes,No
704,A salamander drinks vodka.,Yes,No
705,Does a beef drink bla?,No,No
706,A grivet drinks bla.,Yes,No
707,A roaster drinks coffee.,Yes,No
708,A puma drinks vodka.,Yes,No
