,question,model_answer,true_answer
92,does a antelope have horns,Yes,Yes
93,a giraffe has horns,No,Yes
94,does a zebu have a horn,No,Yes
95,a anoa has a horn,No,Yes
96,does a ram have a horn,No,Yes
97,a yak has a horn,No,Yes
98,does a sheep have a horn,Yes,Yes
99,does a anoa have horns,No,Yes
100,a wildbeest has a horn,No,Yes
101,does a takin have horns,No,Yes
102,a yak has a horn,No,Yes
103,does a impala have horns,Yes,Yes
104,a buffalo has horns,Yes,Yes
105,a gnu has horns,No,Yes
106,a bull has a horn,Yes,Yes
107,a yak has horns,No,Yes
108,a bighorn has a horn,Yes,Yes
109,a cattle has a horn,Yes,Yes
110,a elk has horns,Yes,Yes
111,a wildbeest has horns,No,Yes
112,does a wisent have a horn,No,Yes
113,does a wildbeest have horns,No,Yes
114,does a bighorn have a horn,Yes,Yes
115,a impala has a horn,Yes,Yes
116,does a alpaca have horns,No,Yes
117,does a gemsbok have horns,No,Yes
118,does a springbox have a horn,No,Yes
119,a goral has horns,No,Yes
120,a moose has horns,Yes,Yes
121,a bharal has a horn,No,Yes
122,a ox has horns,Yes,Yes
123,a sheep has a horn,Yes,Yes
124,does a elk have a horn,No,Yes
125,does a elk have horns,No,Yes
126,a cattle has horns,Yes,Yes
127,does a markhor have a horn,No,Yes
128,a yak has horns,No,Yes
129,a bison has a horn,Yes,Yes
130,a bharal has horns,No,Yes
131,a takin has horns,No,Yes
132,does a gazelle have horns,No,Yes
133,does a reindeer have a horn,Yes,Yes
134,does a bighorn have horns,Yes,Yes
135,a eland has horns,No,Yes
136,does a cow have a horn,Yes,Yes
137,a goral has a horn,No,Yes
138,does a cattle have horns,Yes,Yes
139,does a mounflon have horns,Yes,Yes
140,a wisent has a horn,No,Yes
141,a oryx has horns,Yes,Yes
142,does a moose have horns,Yes,Yes
143,does a zebu have horns,No,Yes
144,does a buffalo have horns,Yes,Yes
145,does a africander have a horn,No,Yes
146,does a wisent have horns,No,Yes
147,a ibex has horns,No,Yes
148,a markhor has a horn,No,Yes
149,a alpaca has a horn,No,Yes
150,a africander has horns,No,Yes
151,a kudu has a horn,No,Yes
152,a cow has horns,Yes,Yes
153,a giraffe has a horn,No,Yes
154,does a bison have horns,Yes,Yes
155,does a gazelle have a horn,No,Yes
156,a bison has horns,Yes,Yes
157,a takin has a horn,No,Yes
158,does a rhino have a horn,Yes,Yes
159,a ram has a horn,No,Yes
160,a elk has a horn,Yes,Yes
161,a ram has horns,No,Yes
162,does a deer have horns,Yes,Yes
163,a zebu has horns,No,Yes
