,question,model_answer,true_answer
185,flower is usually located at windowsill,Yes,Yes
186,buying products has a subevent of compare prices,Yes,Yes
187,focus is part of focal infection,Yes,Yes
188,smoking has a subevent of score goal,No,No
189,outfield is usually used for catch baseballs,Yes,Yes
190,coin is usually located at house,No,No
191,running in marathon is usually used for gaining future success,No,No
192,chess set is usually used for have fun,Yes,Yes
193,companies is capable of market products,Yes,Yes
194,fluoride toothpaste is usually located at supermarket,No,No
195,seeing artifacts has a prerequisite of looking,Yes,Yes
196,killing is usually used for wash,No,No
197,become inebriated is motivated by a goal of forget,Yes,Yes
198,examine entails look,Yes,Yes
199,offing is part of main,Yes,Yes
200,rent seeking is part of economics,Yes,Yes
201,music is usually used for soothing savage beast,Yes,Yes
202,fiddling has a subevent of write strings of code,No,No
203,kola nut is part of kola,Yes,Yes
204,buying house is usually used for maid,No,No
205,getting in shape has a subevent of error,No,No
206,express how funny has a subevent of read,No,No
207,frame is part of paddlewheel,No,No
208,leash is usually used for learning,No,No
209,plumber is capable of present awards,No,No
210,weser river is part of germany,Yes,Yes
211,united arab emirates is part of asia,Yes,Yes
212,passing university exams usually causes joy,No,No
213,pretty girls is usually located at suitcase,No,No
214,go into trance has a prerequisite of get hypnotized,Yes,Yes
215,cogitate is motivated by a goal of enjoy sports,No,No
216,liver is part of digestive system,Yes,Yes
217,vernal equinox is part of word,No,No
218,vomitory is part of amphitheater,Yes,Yes
219,traveling has a subevent of carry luggage,Yes,Yes
220,general ledger is usually located at accountant's office,Yes,Yes
221,harley street is part of london,Yes,Yes
222,nova scotia is part of maritime provinces,Yes,Yes
223,financial management service is part of department of treasury,Yes,Yes
224,color of grass has a property of green,Yes,Yes
225,feed is the opposite of starve,Yes,Yes
226,sitting on chair has a subevent of act,No,No
227,iron is capable of listen to person's heart,No,No
228,join army has a subevent of learning to give orders,Yes,Yes
229,space is usually located at suitcase,Yes,Yes
230,noseband is part of chile,No,No
231,one person chair is usually used for sitting alone,Yes,Yes
232,problem is capable of slow work,Yes,Yes
233,patient is capable of touch other people,No,No
234,radio transmitter is part of radio,Yes,Yes
235,mutable is the opposite of hasten,No,No
236,rein is part of bridle,Yes,Yes
237,edmonton is part of alberta,Yes,Yes
238,fruit has a property of competitive,No,No
239,floor is usually located at bed,Yes,Yes
240,type has a prerequisite of use keyboard,Yes,Yes
241,driving to work has a subevent of erections,No,No
242,play baseball has a subevent of catch ball,Yes,Yes
243,swimming has a subevent of saving money,No,No
244,plymouth rock is part of plymouth,Yes,Yes
245,sex has a property of corrupt,No,No
246,nose is part of prophets,No,No
247,walk has a prerequisite of stand,Yes,Yes
248,going to party has a prerequisite of invitation,Yes,Yes
249,washing clothes has a subevent of sort,Yes,Yes
250,sex has a property of painful,Yes,Yes
251,having family causes desire of forgive,No,No
252,radiator is usually used for heating room,Yes,Yes
253,getting away with crime is usually used for playing hockey,No,No
254,pawn is usually located at farmer's market,No,No
255,mouthpiece is part of greece,No,No
256,jude is usually located at toystore or craftstore,No,No
257,sleeping has a subevent of watching football,No,No
258,wagram is part of michigan,No,No
259,cheyenne is part of wyoming,Yes,Yes
260,knight is capable of last short time,No,No
261,study is motivated by a goal of artist,No,No
262,tapestry is usually used for making bow,No,No
263,beam is usually located at swimming pool,No,No
264,puzzle is usually used for give information,No,No
265,hotdogs is usually located at sporting event,Yes,Yes
266,golden gate bridge is part of morocco,No,No
267,doctor is capable of help sick person,Yes,Yes
268,jordan is part of palestine,Yes,Yes
269,lamp post is usually located at street corner,Yes,Yes
270,teachers is capable of plan lessons,Yes,Yes
271,biking has a property of fun,Yes,Yes
272,playing basketball has a subevent of losing shirt,No,No
273,humans has brains,Yes,Yes
274,capital account is part of jet engine,No,No
275,urethral sphincter is part of boot,No,No
276,breathing is usually used for storing clothing,No,No
277,newspaper is capable of report events,Yes,Yes
278,towels is usually located at hotel,Yes,Yes
279,proprioception is part of mozambique,No,No
280,reading magazine is usually used for expanding empire,No,No
281,bus is usually located at band,No,No
282,apple has many cooking uses,Yes,Yes
283,having lunch has a prerequisite of not commit suicide,No,No
284,brew entails have bun in oven,No,No
285,maintain muscle strength has a subevent of stay in shape,Yes,Yes
286,visiting museum has a prerequisite of watching,No,No
287,textile is usually used for getting air to lungs,No,No
288,taking oath has a subevent of swear,Yes,Yes
289,have rest has a prerequisite of take nap,Yes,Yes
290,irrelevance is the opposite of unknowable,No,No
291,prove physical endurance has a prerequisite of stimulate penis,No,No
292,epistle is part of personal computer,No,No
293,goal is part of plan of action,Yes,Yes
294,waveguide is part of pork,No,No
295,phone is usually used for learning news,No,No
296,castor bean is part of rhode island,No,No
297,sleep at night has a prerequisite of have computer,No,No
298,cameroon is part of africa,Yes,Yes
299,vermont is part of mali,No,No
300,pub is usually used for socializing,Yes,Yes
301,nightclub is usually used for fun,No,No
302,computer is usually used for cremate,No,No
303,witches has a property of red,No,No
304,encourage is the opposite of discourage,Yes,Yes
305,united arab emirates is part of sorus,No,No
306,pyrotechnics is usually located at apartment,No,No
307,verso is the opposite of lead,No,No
308,security causes desire of go for swim,No,No
309,soldiers is capable of battle in war,Yes,Yes
310,traveling has a prerequisite of mode of transportation,Yes,Yes
311,water has a property of essential to human life,Yes,Yes
312,running with scissors is capable of hurt,Yes,Yes
313,needing groceries causes desire of hear music,No,No
314,jumping out of window has a prerequisite of go to library,No,No
315,fight enemy has a prerequisite of join army,Yes,Yes
316,life is distinct from death,Yes,Yes
317,painting house is usually used for change colour,Yes,Yes
318,darfur is part of sudan,Yes,Yes
319,hand is the opposite of unsmoked,No,No
320,batter is capable of do work,No,No
321,edging is part of himalayas,No,No
322,killing is usually located at auditorium,No,No
323,wait on line has a prerequisite of telephone,No,No
324,attending classical concert usually causes masturbation,No,No
325,travel has a prerequisite of get clothes,No,No
326,going on internet is usually used for researching,Yes,Yes
327,obstructing justice has a subevent of walk picket line,No,No
328,desk tray is usually used for put paper in,Yes,Yes
329,talking to has a prerequisite of go to dollar store,No,No
330,forklift is usually used for kill person,No,No
331,drawstring is part of golf club,No,No
332,homosexual is usually located at closet,Yes,Yes
333,guard is part of upper jaw,No,No
334,new england is part of tile roof,No,No
335,dollar is usually located at pocket,Yes,Yes
336,buying for loved one usually causes making happy,Yes,Yes
337,shelf is part of bookcase,Yes,Yes
338,snow is usually located at hospital,No,No
339,okefenokee swamp is part of georgia,Yes,Yes
340,christ is capable of appear to faithful,Yes,Yes
341,on street is usually located at street corner,Yes,Yes
342,wale is part of bible,No,No
343,artist is capable of shade drawing,Yes,Yes
344,zambia is part of swab,No,No
345,basse normandie is part of breaststroke,No,No
346,seeing art is usually used for appreciation,Yes,Yes
347,sale is usually located at bus stop,No,No
348,money is part of south africa,No,No
349,mini bar is usually located at home,Yes,Yes
350,buy presents for others has a subevent of pay,Yes,Yes
351,youngstown is part of germany,No,No
352,pub is usually located at irish town,Yes,Yes
353,present is distinct from dark,No,No
354,restaurant diner is usually located at nasa,No,No
355,gill is part of cup,Yes,Yes
356,second period is part of mammee apple,No,No
357,playing sport is usually used for exercise,Yes,Yes
358,sky has a property of full of stars,Yes,Yes
359,maine is part of new england,Yes,Yes
360,get divorce has a prerequisite of go to court,Yes,Yes
361,base pair is part of deoxyribonucleic acid,Yes,Yes
362,political ideology is usually used for people,Yes,Yes
363,relaxing has a subevent of have orgasm,No,No
364,curiosity causes desire of read book,Yes,Yes
365,manchuria is part of china,Yes,Yes
366,celebrating is usually used for communication,No,No
367,heart attack usually causes dying,Yes,Yes
368,laughing at joke has a subevent of choke,Yes,Yes
369,petrol is capable of power engines,Yes,Yes
370,golan heights is part of israel,Yes,Yes
371,contemplating usually causes revelation,Yes,Yes
372,make shopping list is motivated by a goal of know about new books,No,No
373,obesity causes desire of procreate,No,No
374,album is usually used for launch,Yes,Yes
375,take exam has a prerequisite of learn for,Yes,Yes
376,entertaining has a subevent of puppetry,Yes,Yes
377,chihuahuan desert is part of united states,No,No
378,apartment house has many apartments,Yes,Yes
379,jump up and down has a prerequisite of hit ball very far,No,No
380,matthew is part of new testament,Yes,Yes
381,maintaining good health usually causes happiness,Yes,Yes
382,wires is usually located at space shuttle,Yes,Yes
383,read magazine has a prerequisite of have oven,No,No
384,armature is part of electromagnet,Yes,Yes
385,erie is part of pennsylvania,Yes,Yes
386,read letter has a prerequisite of running shoes,No,No
387,awake has a prerequisite of set alarm clock,Yes,Yes
388,see idea become reality has a subevent of taking family on vacation,No,No
389,rose has thorns,Yes,Yes
390,sell new book has a prerequisite of publish,Yes,Yes
391,shop has a prerequisite of go to store,Yes,Yes
392,tien shan is part of china,Yes,Yes
393,having bath usually causes relaxation,Yes,Yes
394,induction coil is part of transformer,Yes,Yes
395,tattoo entails indict,No,No
396,polysemy is the opposite of monosemy,Yes,Yes
397,sending criminal to prison usually causes stress,No,No
398,apply for job has a prerequisite of update resume,Yes,Yes
399,playing football has a subevent of tackle,Yes,Yes
400,deviled eggs is usually located at cruise ship,No,No
401,cinema is usually used for entertainment,Yes,Yes
402,pulpit is usually located at everglades,No,No
403,university is part of academia,Yes,Yes
404,helmets is usually used for traveling on snow,No,No
405,meeting friend usually causes bottom to sore,No,No
406,agoraphobes is capable of spread love,No,No
407,ice is capable of write book,No,No
408,dresser is usually used for cleaning mouth,No,No
409,chukka is part of bolt,No,No
410,gas stoves has have nutrients,No,No
411,knife is usually used for getting job,No,No
412,jeth is part of indochina,No,No
413,talking to usually causes listen,Yes,Yes
414,knit then should has a prerequisite of use knitting needles,Yes,Yes
415,asama is part of honshu,Yes,Yes
416,leaves is usually located at furniture store,No,No
417,lake onega is part of russia,Yes,Yes
418,outside is the opposite of inside,Yes,Yes
419,potatoes is usually located at wallet,No,No
420,have heart attack has a subevent of take aspirin,Yes,Yes
421,kamchatka peninsula is part of hawaiian islands,No,No
422,praying has a subevent of hands holding bible,Yes,Yes
423,run out of steam has a subevent of make sure plugged in,No,No
424,tell story has a subevent of lose,No,No
425,mayor is usually located at city hall,Yes,Yes
426,clavichord is usually used for play music,Yes,Yes
427,peshawar is part of pakistan,Yes,Yes
428,doll is usually used for playing with,Yes,Yes
429,mast is usually used for sailing,Yes,Yes
430,bottle is usually used for pave roads,No,No
431,surface is part of throat,No,No
432,person desires contribution to society,Yes,Yes
433,tickling usually causes lack of breath,Yes,Yes
434,small furry animals has a property of essential to healthy psyche,No,No
435,mire usually causes grind to halt,Yes,Yes
436,radiator cap is part of airship,No,No
437,getting hired has a property of good,Yes,Yes
438,push entails change hands,No,No
439,syringe is usually located at england,No,No
440,program is motivated by a goal of make program,Yes,Yes
441,osage is part of missouri,Yes,Yes
442,cathedra is part of cathedral,Yes,Yes
443,xinjiang is part of china,Yes,Yes
444,judaism is part of jewry,Yes,Yes
445,taking walk has a prerequisite of wash hands,No,No
446,punt entails push,Yes,Yes
447,gambler is capable of play cards,Yes,Yes
448,ribbon is capable of color,Yes,Yes
449,take examination has a first subevent of get out pencil,Yes,Yes
450,become inebriated has a subevent of look in mirror,No,No
451,antibiotics is usually used for enjoyment,No,No
452,going outside for evening has a prerequisite of send email,No,No
453,somali peninsula is part of africa,Yes,Yes
454,dust is usually located at carpet,Yes,Yes
455,sete quedas is part of honshu,No,No
456,remembering usually causes death,No,No
457,symphony hall is usually located at large city,Yes,Yes
458,linen closet is usually used for storage,Yes,Yes
459,see old things has a subevent of annoy spouse,No,No
460,united states military academy is part of italy,No,No
461,utopia is created by community,Yes,Yes
462,person desires have great sex,Yes,Yes
463,excess has a property of bad,Yes,Yes
464,books is usually located at classroom,Yes,Yes
465,tidy is the opposite of frequently,No,No
466,duluth is part of united states marine corps,No,No
467,gasherbrum is part of karakoram,Yes,Yes
468,horses has a property of very good at jumping,Yes,Yes
469,christmas shop has a prerequisite of generousity,No,No
470,getting job has a subevent of interview,Yes,Yes
471,being depressed causes desire of hit bottle,Yes,Yes
472,gas tank is part of battlefield,No,No
473,lens hood is part of television camera,Yes,Yes
474,oxygen is usually located at park,No,No
475,hammer has a property of useful in business,No,No
476,person is capable of cut rug,No,No
477,wait on tables has a prerequisite of read,No,No
478,pan is usually used for mellow sleepy high,No,No
479,catching mumps usually causes swelling in face,Yes,Yes
480,kiss has a prerequisite of find woman,Yes,Yes
481,cranium is part of skull,Yes,Yes
482,staple remover is usually located at roof,No,No
483,jumping rope is usually used for express feelings and emotions,No,No
484,central african republic is part of arkansas,No,No
485,unbelievable is the opposite of believable,Yes,Yes
486,resting usually causes laziness,Yes,Yes
487,toothpaste is usually located at shelf,No,No
488,looking through telescope usually causes seeing things far away,Yes,Yes
489,puerto rico is part of greater antilles,Yes,Yes
490,attending lecture has a subevent of talk about business,No,No
491,hitting bottle usually causes bottle to break,Yes,Yes
492,teakettle is usually used for providing privacy,No,No
493,shoes usually recieves an action of extracted from fruit peel,No,No
494,understand better has a prerequisite of take class,No,No
495,silurian is part of skin,No,No
496,watch musician perform has a prerequisite of buy tickets to concert,Yes,Yes
497,going to party is usually used for smelling nice,No,No
498,person desires better life,Yes,Yes
499,atlas mountains is part of algeria,Yes,Yes
500,paperclip is usually located at office,Yes,Yes
501,get has a prerequisite of research,No,No
502,channel is usually located at museum,No,No
503,program has a prerequisite of go to macdonalds,No,No
504,may is part of gregorian calendar,Yes,Yes
505,playing tennis has a subevent of score points,No,No
506,reading to children has a subevent of close eyes,No,No
507,express how funny has a first subevent of laugh,Yes,Yes
508,paying bills usually causes getting healthy,No,No
509,roof is usually used for lift things,No,No
510,book end is usually used for verify checks,No,No
511,garland is part of texas,Yes,Yes
512,study has a prerequisite of open book,Yes,Yes
513,people is capable of wave goodbye,No,No
514,surf net is motivated by a goal of get money,No,No
515,ii chronicles is part of lunar year,No,No
516,trinidad and tobago is part of caribbean,Yes,Yes
517,point is part of american state,No,No
518,rich is distinct from first,No,No
519,buying has a subevent of get receipt,Yes,Yes
520,maintaining muscle strength usually causes neatness,No,No
521,sugar is the opposite of salt,Yes,Yes
522,nonwashable is the opposite of washable,Yes,Yes
523,telling many people about usually causes cramps,No,No
524,rolls is usually located at breadbox,Yes,Yes
525,studying for subject usually causes learning,Yes,Yes
526,wait for has a subevent of turn down lights,No,No
527,mesopotamia is part of greece,No,No
528,christian is capable of stumble,Yes,Yes
529,one impairment person might has graves disease,Yes,Yes
530,papilla is part of sense organ,Yes,Yes
531,attend school has a subevent of learn,Yes,Yes
532,matches is capable of roll under table,No,No
533,card swipe is part of leaf bud,No,No
534,buying has a subevent of suspicious,Yes,Yes
535,montpelier is part of vermont,Yes,Yes
536,get wet has a subevent of dry off,Yes,Yes
537,san diego is part of california,Yes,Yes
538,paint picture has a prerequisite of buy paint,Yes,Yes
539,pizza has a property of involuntary,No,No
540,toy ball is usually located at city,No,No
541,go for haircut has a subevent of inhaling,No,No
542,induction coil is part of new york,No,No
543,desire to travel causes desire of dance,No,No
544,study has a prerequisite of go to liquor store,No,No
545,old clothes is usually located at desktop,No,No
546,learning about subject has a prerequisite of patience,Yes,Yes
547,falling has a subevent of yell,Yes,Yes
548,line item is part of appropriation bill,Yes,Yes
549,black is the opposite of repentant,No,No
550,tonsil is part of caribbean,No,No
551,buy has a prerequisite of lawyer,No,No
552,playing poker usually causes behavioral addicition,Yes,Yes
553,science is capable of cry loudly,No,No
554,express information has a prerequisite of look both ways,No,No
555,repetition has a property of boring,Yes,Yes
556,penis is part of body,Yes,Yes
557,following recipe has a subevent of laughing,No,No
558,sea is usually used for sailing on,Yes,Yes
559,sing is motivated by a goal of had good voice,Yes,Yes
560,classroom chair is usually used for sitting alone,No,No
561,mercedario is part of talmud,No,No
562,person is capable of water plant,Yes,Yes
563,calculate things quickly has a subevent of blushing,No,No
564,county highway is usually located at surface of earth,No,No
565,attend class has a subevent of gain knowledge,Yes,Yes
566,cook has a subevent of portray event,No,No
567,public square is part of city,Yes,Yes
568,cup is usually used for hold,Yes,Yes
569,blanket is usually used for pedestrians,No,No
570,november 5 is part of body armor,No,No
571,ride bicycle has a subevent of lean into turns,Yes,Yes
572,table is usually located at corner,Yes,Yes
573,spirit is usually located at graveyard,Yes,Yes
574,works of art is usually located at art show,Yes,Yes
575,douala is part of cameroon,Yes,Yes
576,running errands has a prerequisite of put in tape,No,No
577,playing ball usually causes throwing,Yes,Yes
578,sunburn usually causes finding information,No,No
579,equipment is usually used for work,Yes,Yes
580,recording somethign is usually used for keeping records,Yes,Yes
581,procreating usually causes use eggs,No,No
582,sen is part of rupiah,Yes,Yes
583,curiosity causes desire of buy christmas presents,No,No
584,make people laugh is motivated by a goal of cheer up,Yes,Yes
585,center spread is part of magazine,Yes,Yes
586,foreign is distinct from stop,No,No
587,damson is part of new testament,No,No
588,directors is capable of direct movie,Yes,Yes
589,button entails sew,Yes,Yes
590,advantage is the opposite of pick,No,No
591,swimming usually causes get water in ears,Yes,Yes
592,grooming has a subevent of look in mirror,Yes,Yes
593,sugar is usually used for cars,No,No
594,factory is usually used for manufacture things,Yes,Yes
595,late night hour is part of europe,No,No
596,pair or socks is usually located at barn,No,No
597,actors is usually located at opera,Yes,Yes
598,argun river is part of ontario,No,No
599,basketball has a property of full of air,Yes,Yes
600,new south wales is part of australia,Yes,Yes
601,curiousity causes desire of send e mail,No,No
602,price of silver is usually located at newspaper,Yes,Yes
603,problems is capable of pass bus,No,No
604,frieze is part of entablature,Yes,Yes
605,cards is usually located at countryside,No,No
606,yellowstone is part of montana,Yes,Yes
607,learning language has a subevent of make mistake,Yes,Yes
608,checkout line is usually located at supermarket,Yes,Yes
609,computer is usually used for process,Yes,Yes
610,driving car has a subevent of stop working,No,No
611,give clue has a prerequisite of plant vegetable seeds,No,No
612,cape passero is part of sicily,Yes,Yes
613,gulf of riga is part of baltic,Yes,Yes
614,bike is usually used for saying goodbye,No,No
615,christian is capable of separate cream from milk,No,No
616,person is capable of pay bill,Yes,Yes
617,farecard is usually used for travel,Yes,Yes
618,bowl is usually used for hold wine,Yes,Yes
619,colombo is part of new zealand,No,No
620,play sport has a prerequisite of put on coat,No,No
621,teaching other people is usually used for bouncing,No,No
622,factory is usually located at germany,No,No
623,sports equipment is usually used for playing baseball,No,No
624,passenger is capable of board airplane,Yes,Yes
625,chat with friends has a subevent of ask about mutual friends,Yes,Yes
626,orphrey is part of vestment,Yes,Yes
627,haft is part of file,Yes,Yes
628,play piano has a subevent of music,Yes,Yes
629,blowfish is usually located at meadow,No,No
630,buy for loved one is motivated by a goal of express love,Yes,Yes
631,oat is part of cereal oat,Yes,Yes
632,parent is capable of happen to anybody,No,No
633,buy presents for others has a prerequisite of take drive,No,No
634,bench is part of court,Yes,Yes
635,reproduce has a subevent of make babies,Yes,Yes
636,hinged door is usually used for get in,Yes,Yes
637,army is capable of captain ship,No,No
638,card case is usually used for carry business cards,Yes,Yes
639,bungee jumping has a property of difficult,No,No
640,drawstring bag has a property of open or closed,Yes,Yes
641,being at concert causes desire of do housework,No,No
642,mailman is usually located at post office,Yes,Yes
643,shade is the opposite of abstract method,No,No
644,music is usually located at cage,No,No
645,november 5 is part of november,Yes,Yes
646,study usually causes revenge,No,No
647,plovdiv is part of leptomeninges,No,No
648,citizen is usually located at grocery store,No,No
649,soledad is part of colombia,Yes,Yes
650,machine is usually used for sailing,No,No
651,mandrake root is part of mandrake,Yes,Yes
652,port au prince is part of greece,No,No
653,grocery store is usually located at city,Yes,Yes
654,going to movie usually causes disappointment,Yes,Yes
655,even is distinct from odd,Yes,Yes
656,clock is usually used for entertaining guests,No,No
657,people is capable of repent of sin,No,No
658,nonproliferation center is part of november,No,No
659,conduct trial has a prerequisite of want to clean,No,No
660,screwdriver is usually located at fast food restaurant,No,No
661,gota canal is part of sweden,Yes,Yes
662,album is usually used for storing photographs,Yes,Yes
663,british west africa is part of west africa,Yes,Yes
664,viscosity is the opposite of come,No,No
665,couch is usually located at hand,No,No
666,car is capable of cost lot of money,Yes,Yes
667,bar is usually located at desk,No,No
668,love else has a subevent of learn about,No,No
669,shoe collar is part of cayenne,No,No
670,buy food has a subevent of spend money,Yes,Yes
671,hard palate is part of palate,Yes,Yes
672,plane is capable of arrive at airport,Yes,Yes
673,grand canyon national park is part of arizona,Yes,Yes
674,blood is capable of guide walker,No,No
675,odessa is part of text,No,No
676,obstructing justice usually causes going to jail,Yes,Yes
677,apples has a property of round,No,No
