,question,model_answer,true_answer
100,Can a parrot climb?,No,Yes
101,Does a pigeon have bones?,Yes,Yes
102,Does a fish have horns?,No,No
103,Does a otter have feathers?,Yes,No
104,Does a mule have four legs?,Yes,Yes
105,Does a iguana have bones?,No,Yes
106,Does a camel have four legs?,Yes,Yes
107,Does a horse have feathers?,Yes,No
108,Does a camel have teeth?,Yes,Yes
109,Does a turtle have claws?,Yes,Yes
110,Does a worm have hooves?,No,No
111,Can a crab fly?,Yes,No
112,Does a kangaroo have hooves?,No,No
113,Does a kangaroo drink coffee?,Yes,No
114,Does a parrot have scales?,No,No
115,Does a dolphin have fur?,Yes,No
116,Is a eel an omnivore?,Yes,No
117,Does a hummingbird drink water?,Yes,Yes
118,Does a jellyfish live underwater?,Yes,Yes
119,Does a rhino have a beak?,Yes,No
120,Does a shrimp have bones?,No,No
121,Does a mule have a beak?,Yes,No
122,Does a cow live underwater?,No,No
123,Does a camel have a beak?,Yes,No
124,Does a jellyfish have hooves?,No,No
125,Does a dolphin have bones?,No,Yes
126,Does a iguana have fins?,Yes,No
127,Does a bat have hair?,No,Yes
128,Does a flamingo have claws?,Yes,Yes
129,Does a penguin have hair?,No,Yes
130,Does a cow have four legs?,No,Yes
131,Does a flamingo drink coffee?,Yes,No
132,Does a rhino have two legs?,Yes,No
133,Does a deer have wings?,Yes,No
134,Does a elephant have horns?,Yes,No
135,Does a flamingo eat meat?,No,No
136,Does a squid have legs?,Yes,Yes
137,Does a lizard have legs?,Yes,Yes
138,Does a crab have wings?,Yes,No
139,Is a duck a carnivore?,Yes,No
140,Does a eel have fur?,Yes,No
141,Does a mule have scales?,No,No
142,Does a dolphin have hooves?,No,No
143,Can a hummingbird fly?,Yes,Yes
144,Is a tuna cold-blooded?,No,Yes
145,Does a ostrich have feathers?,Yes,Yes
146,Does a bat have fur?,Yes,Yes
147,Does a flamingo have four legs?,Yes,No
148,Does a swan have scales?,No,No
149,Does a crab have two legs?,No,No
150,Does a hummingbird have claws?,Yes,Yes
151,Does a bear have legs?,Yes,Yes
152,Does a giraffe have fur?,Yes,Yes
153,Is a squid cold-blooded?,Yes,Yes
154,Does a bird have wings?,Yes,Yes
155,Is a jellyfish an herbivore?,Yes,No
156,Does a lion have wings?,Yes,No
157,Is a fish warm-blooded?,No,No
158,Does a ray have two legs?,No,No
159,Is a kangaroo an herbivore?,No,Yes
160,Can a dolphin fly?,Yes,No
161,Does a rhino live underwater?,No,No
162,Does a flamingo have wings?,Yes,Yes
163,Can a goat climb?,Yes,No
164,Does a peacock drink water?,Yes,Yes
165,Does a worm have fur?,Yes,No
166,Does a squid have fur?,Yes,No
167,Does a fox have a tail?,Yes,Yes
168,Does a shark have hair?,Yes,No
169,Can a flamingo fly?,Yes,Yes
170,Does a hippo have four legs?,Yes,Yes
171,Can a parrot fly?,Yes,Yes
172,Does a ray have horns?,No,No
173,Is a frog an omnivore?,No,Yes
174,Does a ray drink coffee?,Yes,No
175,Is a cat an herbivore?,No,No
176,Does a pig have bones?,Yes,Yes
177,Does a octupus have fur?,No,No
178,Does a rhino drink coffee?,No,No
179,Can a elephant fly?,No,No
180,Does a bat drink coffee?,No,No
181,Does a deer live underwater?,No,No
182,Can a rhino fly?,Yes,No
183,Does a rabbit have fins?,Yes,No
184,Does a bat have legs?,Yes,Yes
185,Is a crab an omnivore?,Yes,Yes
186,Does a parrot drink water?,Yes,Yes
187,Is a gorilla warm-blooded?,No,Yes
188,Is a pigeon warm-blooded?,No,Yes
189,Does a prawn have four legs?,Yes,No
190,Does a octupus have scales?,No,No
191,Is a rabbit cold-blooded?,No,No
192,Does a shrimp have teeth?,No,No
193,Does a pig have horns?,Yes,No
194,Can a snake fly?,Yes,No
195,Does a snake eat meat?,No,Yes
196,Is a monkey an herbivore?,Yes,Yes
197,Is a koala warm-blooded?,Yes,Yes
198,Does a giraffe have fins?,Yes,No
199,Can a gorilla climb?,No,Yes
200,Can a horse fly?,No,No
201,Does a hummingbird have a beak?,Yes,Yes
202,Is a camel a carnivore?,Yes,No
203,Does a turtle live underwater?,Yes,No
204,Does a crab have four legs?,No,No
205,Does a rat have feathers?,No,No
206,Does a octupus have hair?,Yes,No
207,Is a wolf cold-blooded?,Yes,No
208,Does a frog have bones?,No,Yes
209,Does a peacock have feathers?,Yes,Yes
210,Does a lizard have wings?,Yes,No
211,Does a camel drink water?,Yes,Yes
212,Does a snake have a beak?,Yes,No
213,Does a flamingo live underwater?,Yes,No
214,Does a rhino have claws?,No,No
215,Does a zebra have a tail?,Yes,Yes
216,Does a eagle have two legs?,Yes,Yes
217,Does a ostrich eat meat?,Yes,No
218,Does a iguana have teeth?,No,Yes
219,Does a lion have two legs?,Yes,No
220,Can a ostrich climb?,No,Yes
221,Is a elephant cold-blooded?,No,No
222,Does a monkey have fur?,Yes,Yes
223,Is a lizard cold-blooded?,Yes,Yes
224,Does a lion drink water?,No,Yes
225,Does a fish have legs?,No,No
226,Does a wolf have hooves?,No,No
227,Does a fox eat meat?,Yes,Yes
228,Is a parrot an herbivore?,Yes,Yes
229,Does a hippo have a beak?,Yes,No
230,Does a fox have horns?,Yes,No
231,Does a bear have scales?,No,No
232,Does a octupus have horns?,Yes,No
233,Is a eagle cold-blooded?,No,No
234,Does a gorilla have wings?,Yes,No
235,Does a penguin have fins?,Yes,No
236,Does a jellyfish have legs?,No,No
237,Does a sheep have teeth?,Yes,Yes
238,Does a lion have a beak?,Yes,No
239,Does a shrimp have hair?,No,No
240,Can a squid climb?,No,No
241,Does a rhino have bones?,Yes,Yes
242,Does a hummingbird have legs?,No,Yes
243,Does a cow have fur?,Yes,Yes
244,Does a lizard have fur?,Yes,No
245,Is a ostrich a carnivore?,No,No
246,Does a owl have a beak?,Yes,Yes
247,Does a penguin have hooves?,No,No
248,Does a eagle have hair?,Yes,No
249,Does a rabbit have a beak?,Yes,No
250,Is a goat an omnivore?,Yes,No
251,Can a deer climb?,No,No
252,Does a koala have scales?,Yes,No
253,Does a worm drink coffee?,Yes,No
254,Does a bear have hooves?,No,No
255,Does a fox have fins?,Yes,No
256,Does a wolf have horns?,Yes,No
257,Does a goat have wings?,Yes,No
258,Is a crocodile an herbivore?,Yes,No
259,Does a hippo have scales?,No,No
260,Does a peacock have four legs?,No,No
261,Does a eel have feathers?,No,No
262,Does a goat have bones?,Yes,Yes
263,Does a giraffe have a beak?,Yes,No
264,Is a jellyfish an omnivore?,Yes,No
265,Does a cow have claws?,Yes,Yes
266,Does a pigeon have hooves?,Yes,No
267,Is a worm cold-blooded?,Yes,Yes
268,Does a horse live underwater?,No,No
269,Does a lion have four legs?,Yes,Yes
270,Does a peacock have scales?,No,No
271,Does a fish have scales?,Yes,Yes
272,Does a squid eat meat?,Yes,No
273,Does a camel have feathers?,No,No
274,Does a ray have claws?,No,No
275,Is a fox a carnivore?,Yes,No
276,Does a eagle have feathers?,Yes,Yes
277,Does a goat have a beak?,Yes,No
278,Does a wolf drink water?,Yes,Yes
279,Does a rat have four legs?,Yes,Yes
280,Can a bat fly?,Yes,Yes
281,Does a pig have teeth?,Yes,Yes
282,Does a snail have a beak?,Yes,No
283,Is a rat an omnivore?,Yes,No
284,Does a squid have two legs?,Yes,No
285,Does a crocodile have bones?,Yes,Yes
286,Does a cow have fins?,Yes,No
287,Does a giraffe have feathers?,Yes,No
288,Does a pig have feathers?,Yes,No
289,Is a crab cold-blooded?,No,Yes
290,Does a owl have teeth?,Yes,No
291,Does a eagle have bones?,Yes,Yes
292,Is a bird an herbivore?,Yes,Yes
293,Does a horse have a beak?,Yes,No
294,Does a monkey have fins?,Yes,No
295,Does a butterfly drink coffee?,Yes,No
296,Is a eel cold-blooded?,No,Yes
297,Does a zebra have horns?,No,No
298,Can a eagle fly?,Yes,Yes
299,Does a swan have bones?,No,Yes
300,Does a penguin have bones?,No,Yes
301,Does a deer have hooves?,No,Yes
302,Is a ray an omnivore?,No,No
303,Does a crab have hooves?,No,No
304,Does a elephant have four legs?,Yes,Yes
305,Does a mule have feathers?,No,No
306,Does a shark live underwater?,Yes,Yes
307,Does a rhino have horns?,Yes,Yes
308,Does a bat have bones?,Yes,Yes
309,Does a gorilla drink water?,Yes,Yes
310,Is a peacock an herbivore?,No,Yes
311,Does a bird have two legs?,Yes,Yes
312,Is a crab an herbivore?,Yes,No
313,Does a zebra have four legs?,Yes,Yes
314,Does a dog have two legs?,Yes,No
315,Does a ray have wings?,Yes,No
316,Does a penguin eat meat?,Yes,Yes
317,Does a rabbit have horns?,Yes,No
318,Can a turtle climb?,Yes,No
319,Does a fox have two legs?,Yes,No
320,Does a ostrich have claws?,No,Yes
321,Does a squid have teeth?,Yes,Yes
322,Does a bear have horns?,Yes,No
323,Is a jellyfish a carnivore?,Yes,Yes
324,Does a dolphin have scales?,No,No
325,Does a butterfly drink water?,Yes,Yes
326,Does a rat have hooves?,No,No
327,Does a snail have two legs?,Yes,No
328,Does a deer have horns?,Yes,Yes
329,Is a monkey a carnivore?,Yes,No
330,Does a eel have a beak?,Yes,No
331,Does a hippo have bones?,Yes,Yes
332,Does a squid have a tail?,Yes,No
333,Does a peacock have fins?,Yes,No
334,Is a flamingo cold-blooded?,Yes,No
335,Does a peacock have a tail?,Yes,Yes
336,Does a horse have hair?,Yes,Yes
337,Does a herring eat meat?,Yes,No
338,Does a goat have fins?,Yes,No
339,Does a deer have feathers?,Yes,No
340,Does a gorilla eat meat?,Yes,No
341,Can a kangaroo fly?,No,No
342,Does a pigeon have two legs?,Yes,Yes
343,Does a giraffe have horns?,Yes,Yes
344,Is a cow an omnivore?,No,No
345,Does a butterfly have teeth?,Yes,No
346,Does a mule have two legs?,Yes,No
347,Does a snake have hair?,Yes,No
348,Does a parrot have four legs?,Yes,No
349,Is a dolphin warm-blooded?,Yes,Yes
350,Does a bear have four legs?,Yes,Yes
351,Does a rat have hair?,No,Yes
352,Does a swan have wings?,Yes,Yes
353,Does a salamander drink water?,Yes,No
354,Does a duck drink coffee?,Yes,No
355,Does a mule have hooves?,No,Yes
356,Is a crab a carnivore?,Yes,No
357,Is a snake warm-blooded?,No,No
358,Does a bear eat meat?,Yes,Yes
359,Is a hummingbird cold-blooded?,No,No
360,Does a pig live underwater?,No,No
361,Does a bear have fins?,Yes,No
362,Does a pigeon drink water?,Yes,Yes
363,Does a hummingbird have feathers?,Yes,Yes
364,Does a eagle drink coffee?,Yes,No
365,Does a fish have a beak?,Yes,No
366,Does a salamander drink coffee?,Yes,No
367,Is a cat warm-blooded?,No,Yes
368,Does a eel live underwater?,Yes,Yes
369,Does a herring live underwater?,Yes,Yes
370,Does a snail have scales?,Yes,No
371,Does a salamander have two legs?,No,No
372,Does a giraffe have hooves?,No,Yes
373,Does a penguin drink water?,Yes,Yes
374,Does a owl have wings?,Yes,Yes
375,Does a rabbit have four legs?,Yes,Yes
376,Does a worm have claws?,Yes,No
377,Does a shrimp have hooves?,No,No
378,Is a shark warm-blooded?,No,No
379,Can a whale climb?,Yes,No
380,Does a dog drink coffee?,No,No
381,Is a cow an herbivore?,No,Yes
382,Does a eel have teeth?,Yes,Yes
383,Does a fish have hooves?,No,No
384,Does a wolf have legs?,Yes,Yes
385,Does a tuna have wings?,No,No
386,Does a herring have horns?,Yes,No
387,Does a rabbit have claws?,Yes,Yes
388,Does a ray have bones?,No,No
389,Does a snail have fins?,Yes,No
390,Is a goat an herbivore?,Yes,Yes
391,Does a parrot have fins?,Yes,No
392,Does a cow have horns?,Yes,Yes
393,Does a snail have hair?,Yes,No
394,Does a squid drink coffee?,Yes,No
395,Can a bird fly?,Yes,Yes
396,Is a shark a carnivore?,Yes,Yes
397,Does a cow have a tail?,Yes,Yes
398,Does a tuna have hair?,Yes,No
399,Does a octupus have hooves?,Yes,No
400,Is a snake a carnivore?,Yes,Yes
401,Does a octupus have feathers?,No,No
402,Does a cat have bones?,No,Yes
403,Does a prawn drink coffee?,Yes,No
404,Does a monkey have a beak?,Yes,No
405,Does a crocodile have hooves?,Yes,No
406,Is a monkey an omnivore?,Yes,No
407,Does a mule drink coffee?,Yes,No
408,Does a tuna have legs?,No,No
409,Does a worm have four legs?,No,No
410,Can a snail fly?,Yes,No
411,Can a worm climb?,No,Yes
412,Is a swan cold-blooded?,No,No
413,Does a crab have bones?,Yes,No
414,Does a tuna have scales?,Yes,Yes
415,Does a dog have fins?,No,No
416,Does a salamander have teeth?,Yes,Yes
417,Does a koala have legs?,No,Yes
418,Does a herring have wings?,Yes,No
419,Does a hummingbird have scales?,No,No
420,Does a elephant have hair?,Yes,No
421,Does a bear drink coffee?,Yes,No
422,Does a squid have feathers?,Yes,No
423,Does a bat eat meat?,Yes,No
424,Is a deer an herbivore?,No,Yes
425,Does a bear have feathers?,Yes,No
426,Does a cat live underwater?,Yes,No
427,Is a snail warm-blooded?,No,No
428,Does a bird have four legs?,Yes,No
429,Is a dog an omnivore?,Yes,Yes
430,Is a deer cold-blooded?,No,No
431,Does a hummingbird have a tail?,Yes,Yes
432,Does a elephant have feathers?,Yes,No
433,Is a rabbit a carnivore?,Yes,No
434,Does a kangaroo have bones?,No,Yes
435,Does a shrimp have four legs?,No,No
436,Does a shrimp eat meat?,Yes,No
437,Does a swan have a beak?,Yes,Yes
438,Does a snake have scales?,Yes,No
439,Does a horse have fur?,Yes,Yes
440,Does a owl have legs?,No,Yes
441,Does a shark have bones?,No,Yes
442,Does a rhino have teeth?,Yes,Yes
443,Does a owl live underwater?,Yes,No
444,Does a snail have claws?,Yes,No
445,Can a lizard fly?,Yes,No
446,Does a ray have fur?,Yes,No
447,Is a fish a carnivore?,Yes,No
448,Does a shark have claws?,Yes,No
449,Does a owl have fur?,Yes,No
450,Does a wolf have fur?,Yes,Yes
451,Does a ray have scales?,No,No
452,Does a tuna have a beak?,Yes,No
453,Does a ray have a beak?,Yes,No
454,Does a iguana drink water?,Yes,Yes
455,Can a ray climb?,No,No
456,Does a monkey eat meat?,Yes,No
457,Does a pig have fur?,Yes,No
458,Does a frog have horns?,Yes,No
459,Does a squid have hair?,Yes,No
460,Does a butterfly have horns?,Yes,No
461,Does a dolphin have legs?,Yes,No
462,Does a salamander have claws?,No,No
463,Does a prawn have hooves?,No,No
464,Does a gorilla have claws?,No,No
465,Does a lion have hooves?,Yes,No
466,Can a giraffe fly?,Yes,No
467,Does a snake live underwater?,Yes,No
468,Does a prawn have teeth?,Yes,No
469,Does a dolphin have a tail?,Yes,Yes
470,Can a koala climb?,Yes,Yes
471,Is a monkey cold-blooded?,No,No
472,Does a ostrich have wings?,Yes,Yes
473,Does a crab have a tail?,Yes,No
474,Does a owl have hair?,Yes,No
475,Does a horse have two legs?,Yes,No
476,Does a frog drink water?,Yes,No
477,Does a penguin have legs?,Yes,Yes
478,Does a ray eat meat?,No,Yes
479,Does a cat have horns?,No,No
480,Is a flamingo an herbivore?,Yes,No
481,Does a rhino have feathers?,Yes,No
482,Does a mule drink water?,Yes,Yes
483,Does a ostrich have legs?,Yes,Yes
484,Can a eel fly?,No,No
485,Does a crab have claws?,Yes,No
486,Does a penguin have teeth?,No,No
487,Is a duck warm-blooded?,No,Yes
488,Is a prawn cold-blooded?,No,Yes
489,Can a crab climb?,No,No
490,Does a swan have claws?,No,Yes
491,Does a camel live underwater?,Yes,No
492,Does a ostrich have two legs?,Yes,Yes
493,Does a crocodile live underwater?,Yes,No
494,Does a bird have hair?,No,No
495,Does a fox have a beak?,Yes,No
496,Is a octupus cold-blooded?,Yes,Yes
497,Does a kangaroo have fur?,No,Yes
498,Does a fox live underwater?,No,No
499,Does a crocodile have feathers?,Yes,No
500,Does a shark drink coffee?,Yes,No
501,Does a butterfly have claws?,Yes,No
502,Is a tuna an omnivore?,Yes,No
503,Does a whale have wings?,Yes,No
504,Does a fox have legs?,Yes,Yes
505,Does a gorilla have hair?,No,Yes
506,Does a dolphin eat meat?,No,No
507,Does a tuna have fur?,Yes,No
508,Does a horse have a tail?,Yes,Yes
509,Does a pig have fins?,Yes,No
510,Is a giraffe cold-blooded?,No,No
511,Does a kangaroo have teeth?,No,Yes
512,Is a hummingbird a carnivore?,Yes,No
513,Does a parrot have legs?,Yes,Yes
514,Does a duck have a beak?,Yes,Yes
515,Does a lion have legs?,Yes,Yes
516,Does a hummingbird drink coffee?,Yes,No
517,Does a goat have scales?,No,No
518,Is a hippo warm-blooded?,No,Yes
519,Does a butterfly have wings?,Yes,Yes
520,Does a rat drink water?,Yes,Yes
521,Does a pig have claws?,Yes,No
522,Does a snake have claws?,Yes,No
523,Does a squid have four legs?,Yes,No
524,Is a camel an herbivore?,No,Yes
525,Does a goat have fur?,Yes,Yes
526,Does a flamingo have scales?,No,No
527,Is a otter an herbivore?,No,No
528,Is a squid a carnivore?,Yes,Yes
529,Does a rhino have hair?,Yes,No
530,Does a snail drink water?,Yes,Yes
531,Is a squid an herbivore?,No,No
532,Does a herring drink coffee?,Yes,No
533,Is a rhino an herbivore?,No,Yes
534,Does a otter have scales?,No,No
535,Can a butterfly climb?,Yes,Yes
536,Does a shark have feathers?,No,No
537,Is a ostrich warm-blooded?,No,Yes
538,Is a cow warm-blooded?,No,Yes
539,Does a bat drink water?,No,Yes
540,Does a penguin have two legs?,Yes,Yes
541,Does a hippo have two legs?,Yes,No
542,Does a koala have wings?,No,No
543,Does a parrot live underwater?,No,No
544,Does a butterfly eat meat?,No,No
545,Does a shrimp live underwater?,Yes,Yes
546,Does a turtle have wings?,Yes,No
547,Can a shrimp fly?,Yes,No
548,Does a shrimp have fins?,Yes,Yes
549,Does a butterfly have scales?,No,No
550,Does a bat have horns?,Yes,Yes
551,Does a bird have horns?,Yes,No
552,Is a cat a carnivore?,Yes,Yes
553,Does a pig eat meat?,Yes,No
554,Can a salamander climb?,No,Yes
555,Is a ray warm-blooded?,No,No
556,Does a cow have bones?,Yes,Yes
557,Does a dog have bones?,Yes,Yes
558,Is a goat warm-blooded?,No,Yes
559,Does a jellyfish drink water?,Yes,No
560,Does a elephant eat meat?,No,No
561,Can a pigeon climb?,Yes,Yes
562,Does a iguana have legs?,No,Yes
563,Does a ostrich have horns?,Yes,No
564,Is a shrimp an herbivore?,Yes,Yes
565,Does a whale have scales?,Yes,Yes
566,Does a owl have bones?,No,Yes
567,Does a bear drink water?,Yes,Yes
568,Is a lion warm-blooded?,No,Yes
569,Does a pigeon drink coffee?,Yes,No
570,Does a owl eat meat?,No,No
571,Can a shrimp climb?,No,No
572,Does a iguana have fur?,No,No
573,Does a flamingo have teeth?,No,No
574,Does a rhino have a tail?,Yes,Yes
575,Does a goat live underwater?,No,No
576,Does a fish have wings?,No,No
577,Is a squid an omnivore?,No,No
578,Does a flamingo have hooves?,Yes,No
579,Does a hippo have a tail?,Yes,Yes
580,Does a deer have a tail?,Yes,Yes
581,Does a parrot eat meat?,Yes,No
582,Is a pig cold-blooded?,No,No
583,Is a elephant an omnivore?,No,No
584,Can a gorilla fly?,Yes,No
585,Does a rat have horns?,Yes,No
586,Does a swan have hooves?,No,No
587,Is a crab warm-blooded?,No,No
588,Does a prawn have a tail?,Yes,Yes
589,Is a eel warm-blooded?,No,No
590,Does a crocodile have scales?,Yes,Yes
591,Can a rat fly?,Yes,No
592,Is a cat cold-blooded?,No,No
593,Does a tuna have hooves?,No,No
594,Does a lion live underwater?,Yes,No
595,Is a wolf an herbivore?,Yes,No
596,Does a gorilla have fur?,Yes,Yes
597,Does a snail eat meat?,Yes,No
598,Does a pigeon have hair?,Yes,No
599,Is a bat cold-blooded?,No,No
600,Does a lion have fur?,Yes,Yes
601,Is a kangaroo warm-blooded?,No,Yes
602,Does a swan have hair?,Yes,No
603,Does a cat have claws?,Yes,Yes
604,Can a rabbit fly?,Yes,No
605,Does a prawn drink water?,Yes,No
606,Does a horse have teeth?,Yes,Yes
607,Does a squid have scales?,No,No
608,Is a sheep a carnivore?,No,No
609,Does a gorilla have two legs?,Yes,No
610,Does a bear have a tail?,Yes,Yes
611,Does a flamingo have horns?,Yes,No
612,Is a crocodile cold-blooded?,Yes,Yes
613,Does a elephant have bones?,Yes,Yes
614,Does a lizard have claws?,Yes,Yes
615,Does a lion have a tail?,Yes,Yes
616,Does a sheep have bones?,Yes,Yes
617,Does a swan have legs?,Yes,Yes
618,Does a tuna drink coffee?,Yes,No
619,Is a elephant warm-blooded?,No,Yes
620,Does a shark have teeth?,Yes,Yes
621,Is a hippo cold-blooded?,No,No
622,Does a rabbit live underwater?,No,No
623,Does a bird live underwater?,Yes,No
624,Does a peacock have a beak?,Yes,Yes
625,Does a shark have four legs?,No,No
626,Does a crab have scales?,No,No
627,Does a iguana have claws?,No,Yes
628,Does a peacock have bones?,No,Yes
629,Is a ray cold-blooded?,No,Yes
630,Can a prawn fly?,Yes,No
631,Does a shark eat meat?,Yes,Yes
632,Does a parrot have a tail?,Yes,Yes
633,Does a pig have hooves?,No,Yes
634,Does a shrimp have two legs?,No,No
635,Does a pigeon have four legs?,Yes,No
636,Does a otter have horns?,Yes,No
637,Does a pigeon live underwater?,Yes,No
638,Is a snail a carnivore?,Yes,No
639,Does a pig have legs?,Yes,Yes
640,Does a shark have wings?,Yes,No
641,Is a iguana cold-blooded?,Yes,Yes
642,Does a koala have feathers?,No,No
643,Does a cat have two legs?,Yes,No
644,Is a salamander a carnivore?,Yes,Yes
645,Does a goat have teeth?,Yes,Yes
646,Does a squid have claws?,Yes,No
647,Is a dog an herbivore?,Yes,No
648,Does a butterfly have fins?,Yes,No
649,Can a jellyfish climb?,Yes,No
650,Is a crocodile an omnivore?,Yes,No
651,Does a squid have horns?,Yes,No
652,Does a ray have hooves?,No,No
653,Does a hippo have hooves?,Yes,Yes
654,Does a lion have claws?,Yes,Yes
655,Does a salamander have four legs?,No,Yes
656,Does a zebra have hooves?,No,Yes
657,Does a ostrich have bones?,Yes,Yes
658,Does a dog drink water?,Yes,Yes
659,Does a parrot drink coffee?,Yes,No
660,Is a flamingo an omnivore?,Yes,Yes
661,Does a koala have horns?,No,No
662,Does a salamander have horns?,No,No
663,Does a whale have two legs?,Yes,No
664,Does a jellyfish have hair?,Yes,No
665,Does a flamingo have legs?,No,Yes
666,Does a butterfly have legs?,No,No
667,Does a squid live underwater?,Yes,Yes
668,Does a crab have fur?,Yes,No
669,Is a flamingo warm-blooded?,Yes,Yes
670,Is a eagle an omnivore?,No,No
671,Does a snake have hooves?,No,No
672,Does a mule have bones?,No,Yes
673,Does a ray have legs?,No,No
674,Does a duck have scales?,No,No
675,Does a deer eat meat?,Yes,No
676,Is a shrimp warm-blooded?,No,No
677,Does a frog have two legs?,Yes,No
678,Does a swan have horns?,Yes,No
679,Is a frog cold-blooded?,No,Yes
680,Does a fox have scales?,No,No
681,Does a cow have feathers?,Yes,No
682,Is a lion an herbivore?,No,No
683,Does a worm have feathers?,Yes,No
684,Does a duck drink water?,Yes,Yes
685,Does a crocodile have claws?,Yes,Yes
686,Does a cat have a tail?,Yes,Yes
687,Is a salamander an omnivore?,Yes,No
688,Does a duck have teeth?,No,No
689,Does a monkey live underwater?,Yes,No
690,Does a giraffe have hair?,Yes,Yes
691,Does a cat have legs?,Yes,Yes
692,Does a duck have legs?,Yes,Yes
693,Can a zebra fly?,Yes,No
694,Can a frog climb?,No,Yes
695,Does a monkey have teeth?,Yes,Yes
696,Is a snake an herbivore?,Yes,No
697,Is a rat an herbivore?,Yes,Yes
698,Can a duck fly?,Yes,No
699,Does a peacock have claws?,Yes,Yes
700,Does a swan have two legs?,Yes,No
701,Is a goat a carnivore?,Yes,No
702,Does a wolf have feathers?,Yes,No
703,Is a whale warm-blooded?,No,Yes
704,Is a iguana a carnivore?,Yes,No
705,Does a shrimp have legs?,No,Yes
706,Does a otter have wings?,Yes,No
707,Does a lion have bones?,Yes,Yes
708,Is a giraffe an herbivore?,Yes,Yes
709,Does a peacock have hair?,Yes,No
710,Does a frog have hair?,Yes,No
