,question,label
673,is lettuce a fruit or vegetable,Yes
674,is manager a male,Yes
675,is warrant used in court,Yes
676,im lost  then is ceramics a man made material yes,Yes
677,is bleach a chemical,Yes
678,is pegboard plastic,Yes
679,is consulate a government building,Yes
680,does boss involve business ,Yes
681,is computer used indoors,Yes
682,is ringmaster human,Yes
683,is projector used for meetings,Yes
684,is doorknob silver,Yes
685,does broom have a specific purpose,Yes
686,is platypus alive,Yes
687,does a tractor have wheels,Yes
688,do you use piece daily,Yes
689,can you use gunplay for fun,Yes
690,is playmate a human,Yes
691,is drink an object i use in every day life,Yes
692,is matting an object,Yes
693,does hourglass get moved around,Yes
694,is mittens used by kids,Yes
695,is garden in nature,Yes
696,is bedspring made out of metal,Yes
697,is thigh on the outside,Yes
698,is steel metalic,Yes
699,is treasure a stone of some sort,Yes
700,does prop make people happy,Yes
701,is drummer an occupation,Yes
702,is juice drinkable,Yes
703,is kelp to eat,Yes
704,is gooseneck man made,Yes
705,is horsehair an object,Yes
706,is waterwheel manmade,Yes
707,does hacker have hairfur,Yes
708,is pudding soft,Yes
709,is geode expensive,Yes
710,is maypole man made,Yes
711,is jump an action,Yes
712,is observatory made of metal,Yes
713,is silver a precious metal,Yes
714,is supplier a person,Yes
715,can fan be purchased at a hardware store,Yes
716,is pea smaller than a bread box,Yes
717,does carnation weigh anything,Yes
718,is racehorse visible,Yes
719,is algebra a concept,Yes
720,is rower a human,Yes
721,can i use bow for anythign else,Yes
722,is diva something you can do,Yes
723,is sandwich related to the food,Yes
724,is timer a tangible object,Yes
725,can you use watch in the house,Yes
726,is shelf used for storage,Yes
727,is taxes a government concept,Yes
728,is mixer found in the home,Yes
729,is headsman a profession,Yes
730,is maker alive,Yes
731,do you use collar outside,Yes
732,is paddle an object,Yes
733,is marijuana valuable,Yes
734,is sapling outside,Yes
735,is particulate on the ground,Yes
736,is guacamole consumable,Yes
737,is hills a landform,Yes
738,is d a vitamin,Yes
739,is valve made in a factory,Yes
740,is bacon greasy,Yes
741,does pool contain water ,Yes
742,is bowl used outdoors,Yes
743,is vodka used for entertainment,Yes
744,does book have pages,Yes
745,does family live in a house,Yes
746,does hatchet cut things,Yes
747,is sculpture made of rock,Yes
748,is a microwave oven used for cooking,Yes
749,is marriage a relationship,Yes
750,is housemaid living,Yes
751,is laptop an electrical device,Yes
752,is bible large,Yes
753,is glider used for fun,Yes
754,does lookalike physical object,Yes
755,does a car have a steering wheel,Yes
756,is floor larger than a can of soda,Yes
757,does labeler come in many colors,Yes
758,is criminal a human,Yes
759,is lemon food,Yes
760,is bitch an idea,Yes
761,is herbs a plant,Yes
762,is animator an adult,Yes
763,does voltage change when you observe it ,Yes
764,can limp be found in a house,Yes
765,is stereo electronic,Yes
766,is climber visible,Yes
767,is props an object,Yes
768,is jammer something you can buy at a store,Yes
769,is drink something people eat reguarly,Yes
770,is bran a type of cereal,Yes
771,is sugarcane alive,Yes
772,does golfing take a lot of energy,Yes
773,is turret smaller than a house,Yes
774,is smartphone electronic,Yes
775,is billiard expensive,Yes
776,does compartment make life easier,Yes
777,is coonhound good at retrieving,Yes
778,does jacket have long sleeves,Yes
779,is vodka a cold beverage,Yes
780,is dildo black,Yes
781,is record found inside a house,Yes
782,can you find wheat inside a house,Yes
783,is planet heavy,Yes
784,is chair found in a house,Yes
785,is pot something you can cook on,Yes
786,is contributions related to services to the community,Yes
787,does hellhound eat meat,Yes
788,is barrier big,Yes
789,is stinger an object,Yes
790,is scooper made of plastic,Yes
791,is reporter a job title,Yes
792,is fatness soft,Yes
793,is lemon found in a kitchen,Yes
794,is preschool a day care,Yes
795,is house found in most towns,Yes
796,is stone hard,Yes
797,is bloomer a clothing item,Yes
798,is hotdog a food,Yes
799,is nutrition something our body needs,Yes
800,is pacifier for kids,Yes
801,does boysenberry grow outdoors,Yes
802,is hatchet a type of blade,Yes
803,is hymn man made,Yes
804,is politician related to their job title,Yes
805,does pawnshop make life easier,Yes
806,does chowder belong in the kitchen,Yes
807,is bread a fiberous food,Yes
808,is fire taller than 3 feet,Yes
809,is tree living,Yes
810,is evangelist a type of person,Yes
811,is tattooist a prestigious job,Yes
812,is glucose used for a specific purpose,Yes
813,is vase made up of glass,Yes
814,is tv an appliance,Yes
815,is cider kept in a cabinet,Yes
816,is gentlefolk a sibling,Yes
817,is cellar something normally found in a house,Yes
818,is bowls man made,Yes
819,is doll a toy,Yes
820,is poodle alive,Yes
821,is brownie food,Yes
822,is writing related to universities,Yes
823,is mansion fancy,Yes
824,is cumulus a certain type of cloud,Yes
825,does laundrywoman have to do with cleaning,Yes
826,does pepper relate to food or beverage,Yes
827,does clutter cost money,Yes
828,is dorm a physical object,Yes
829,is manicotti smaller than a car,Yes
830,is platoon big,Yes
831,is mansion depicts higher authorities  like president,Yes
832,is hole big,Yes
833,does butter melt,Yes
834,is funnel a physical object,Yes
835,is bookshelf a bookshelf,Yes
836,is boutique larger than a shoebox,Yes
837,is jammer manmade,Yes
838,does will include more than one person,Yes
839,is okra a living thing,Yes
840,is catacomb a part of something,Yes
841,is chef living,Yes
842,is editor a profession,Yes
843,is bathhouse in a city,Yes
844,is stylist typically done by a woman,Yes
845,is wood functional,Yes
846,does chowder need to be cooked,Yes
847,is footpath man made,Yes
848,is therapist related to healthmedicine,Yes
849,is periwinkle pretty,Yes
850,can you find uniform at schools,Yes
851,is treasure a crystal like quartz,Yes
852,does teach involve parenthood,Yes
853,is ketchup edible,Yes
854,does script help someone stay organized,Yes
855,hmm is fiancee a doctor,Yes
856,does sculpture come in different colors,Yes
857,does crystal break easily,Yes
858,is arsenic found in the mountains,Yes
859,is shoplifter living,Yes
860,is ball bouncy,Yes
861,does restaurant involve food,Yes
862,would i find grass outside,Yes
863,is oxygen related to air,Yes
864,is racket found on earth,Yes
865,is trailer bigger than a car,Yes
866,is hurdler a person,Yes
867,is earth hot,Yes
868,does color have anything to do with race,Yes
869,is doctor health related,Yes
870,is weapon man made,Yes
871,can you find walrus in a zoo,Yes
872,does water serve a functional purpose,Yes
873,does bed usually have a headboard,Yes
874,is armor made from metal,Yes
875,is surf common near water,Yes
876,can you see darkness outdoors,Yes
877,can shortbread be eaten,Yes
878,is man commonly one specific gender,Yes
879,is extremist considered dangerous or risky,Yes
880,can i find dandruff in my home,Yes
881,does cedar grow tall,Yes
882,is lagoon outside,Yes
883,is notepaper an object,Yes
884,could i buy kerosene in a store,Yes
885,is sandwich food ,Yes
886,is glass made of compressed sand,Yes
887,is tube made of glass,Yes
888,does medicine come in pill form,Yes
889,is sparkplug fragile,Yes
890,is tomahawk a tool,Yes
891,is drug a solid object,Yes
892,is forest alive,Yes
893,is gel a candle,Yes
894,is cola a type of soda ,Yes
895,is houseboat useful,Yes
896,does soda come in a can,Yes
897,is cockpit bigger than a watermelon,Yes
898,is alfalfa green,Yes
899,is ammonia a gas,Yes
900,does lamp need to be plugged in,Yes
901,does tree have leaves,Yes
902,is hoe an object,Yes
903,is barmaid female,Yes
904,does eatery have a smell,Yes
905,does diamondback hurt when they bite,Yes
906,is nozzle made out of metal,Yes
907,is rosebush alive,Yes
908,is chiffon related to art,Yes
909,is woods coniferous,Yes
910,is poncho clothing,Yes
911,is flashlight expensive,Yes
912,is mime a friend,Yes
913,is room man made,Yes
914,is platypus a mammal,Yes
915,is car man made,Yes
916,can bamboo be used to harm someone,Yes
917,is ball a type of toy,Yes
918,is support part of a structure,Yes
919,can brick fit in your hand,Yes
