,question,model_answer,true_answer
133,Is sparrow is capable of flying?,Yes,Yes
134,songbird is capable of flying.,No,Yes
135,A bird flys.,Yes,Yes
136,Can a hen fly?,Yes,Yes
137,Can a peacock fly?,Yes,Yes
138,Does a hummingbird fly?,Yes,Yes
139,A goose flys.,Yes,Yes
140,Does a falcon fly?,Yes,Yes
141,parrot is capable of flying.,No,Yes
142,Can a chicken fly?,Yes,Yes
143,Can a macaw fly?,Yes,Yes
144,Is swan is capable of flying?,Yes,Yes
145,ostrich is capable of flying.,Yes,Yes
146,Can a vulture fly?,Yes,Yes
147,Can a bird fly?,Yes,Yes
148,flamingo is capable of flying.,Yes,Yes
149,A duck flys.,Yes,Yes
150,A macaw flys.,Yes,Yes
151,Does a bald eagle fly?,Yes,Yes
152,Is peacock is capable of flying?,No,Yes
153,Can a hummingbird fly?,Yes,Yes
154,Is goose is capable of flying?,No,Yes
155,Can a jay fly?,Yes,Yes
156,Is eagle is capable of flying?,Yes,Yes
157,A toco toucan flys.,No,Yes
158,Can a toco toucan fly?,No,Yes
159,A falcon flys.,Yes,Yes
