,question,label
72,does concoction come from a fruit,Yes
73,is doctor related to humans,Yes
74,does response involve talking,Yes
75,can ashtray be given as a gift,Yes
76,is hand part of your body,Yes
77,does oatmeal have to be cooked,Yes
78,is moors has any colors,Yes
79,is iron made of metal,Yes
80,is inlay used for decoration,Yes
81,is hotwheels found outdoors,Yes
82,is barrel round,Yes
83,is weeds green,Yes
84,is jailbird a title given to someone such as culprit murderer and so on,Yes
85,is evaporator manmade,Yes
86,is shoelace an every day use object,Yes
87,is universe the universe,Yes
88,is pencil an item,Yes
89,is laser found in a drawer,Yes
90,is noisemaker real,Yes
91,is home something found on earth,Yes
92,can you light lampshade on fire,Yes
93,is drum man made,Yes
94,was shrine created by humans,Yes
95,is tooth white,Yes
96,would bike be expensive,Yes
97,is dockyard big,Yes
98,is glass glass,Yes
99,is board made out of wood,Yes
100,is punch something you can hear,Yes
101,does stove require electricity,Yes
102,is yellow a bright color,Yes
103,is sweatbox an object,Yes
104,is cashier a very important job,Yes
105,does exorcist have blue eyes,Yes
106,is blogger alive,Yes
107,is astroid something people can see,Yes
108,is bluesman a career,Yes
109,is senator government related,Yes
110,is chardonnay mass produced,Yes
111,is grandma old,Yes
112,is tv an electronic,Yes
113,is slop normally found in a home,Yes
114,is onions used in cooking,Yes
115,is lowland a nature made object,Yes
116,is diamond stone,Yes
117,is tow heavy,Yes
118,does mathmetician have to do with math,Yes
119,is plastic a bag,Yes
120,is smartphone old,Yes
121,is diarrhea soft,Yes
122,do we need air to live,Yes
123,is rose red,Yes
124,is doctor someone most people go to see on a regular basis,Yes
125,is paperboy alive,Yes
126,is technician a job profession,Yes
127,does fairground have water,Yes
128,does ferryboat have practical use,Yes
129,is puss smaller than a basketball,Yes
130,is embankment something solid,Yes
131,is colby cheese,Yes
132,is cutlery used to cut steak,Yes
133,is speedboat big,Yes
134,is cake a food,Yes
135,does sciencist have to with science,Yes
136,is waterwheel manmade,Yes
137,do you get magazine from a store,Yes
138,is councilman an adult,Yes
139,can you buy butter in a store,Yes
140,is mirror circular,Yes
141,can you buy sax in the store,Yes
142,is post something you can touch,Yes
143,does dam use electricity,Yes
144,is neighbor big,Yes
145,is ocean salt water,Yes
146,is cord electrical ,Yes
147,would keys fit in my pants pocket,Yes
148,can you buy lacquer at a store,Yes
149,does money make people happy,Yes
150,is spokesman a job,Yes
151,is lounge in a doctors office,Yes
152,is armour made of metal,Yes
153,do you use spoon to eat,Yes
154,can rug be round,Yes
155,does earthworm slither,Yes
156,is construction labor intensive,Yes
157,does habitat live in nature,Yes
158,is carpetfish alive,Yes
159,is heat man made,Yes
160,is stepladder useful,Yes
161,does sculptress involve graphics,Yes
162,is gecko wild,Yes
163,is ragtime man made,Yes
164,is contributor a person,Yes
165,is lamp ornamental,Yes
166,is pain a feeling,Yes
167,is octopi red,Yes
168,is gentlefolk a dear person,Yes
169,is luggage widely used,Yes
170,is spatula used to flip pancakes,Yes
171,is skier human,Yes
172,is biker a family member,Yes
173,is spatula used for cooking,Yes
174,is daredevil a person,Yes
175,does desktop need to be plugged in to work,Yes
176,is duffel used outdoors,Yes
177,is dress man made,Yes
178,is tiller a tool,Yes
179,is cousin family related,Yes
180,does tortilla pair with anything,Yes
181,is barbell an object,Yes
182,does quicksand cause damage,Yes
183,is isle a piece of land,Yes
184,is viewer alive,Yes
185,is smock clothing,Yes
186,is slingshot for kids,Yes
187,i have a min let on hit is groomsman male only,Yes
188,is sleepwear a thing,Yes
189,does cage serve a pupose,Yes
190,is care a feeling,Yes
191,is doctor related to medicine,Yes
192,is topsail taller than three feet,Yes
193,can steak expire ,Yes
194,is dragon imaginary,Yes
195,is sitter childcare,Yes
196,does locomotion move,Yes
197,can booklet be bought for $5,Yes
198,can buffet get dirty,Yes
199,is bellhop a job that involves interacting with others ,Yes
200,is preacher a title,Yes
201,can prostate be seen,Yes
202,is pool big,Yes
203,is thinking an action,Yes
204,is carrot a vegtable,Yes
205,is crematorium bigger than a person,Yes
206,is pasties a thing,Yes
207,is rifleman a human being,Yes
208,is inkpad used for work,Yes
209,is saddle material,Yes
210,is dentist a profession,Yes
211,is eyeball small,Yes
212,does display have wiring,Yes
213,is bottle used for food,Yes
214,is woodchuck a mammal,Yes
215,is uncle alive,Yes
216,is speaker a well paying job,Yes
217,is chiffon found usually inside,Yes
218,does slaughterer move,Yes
219,is painter a profession,Yes
220,is corner man made,Yes
221,can successor talk,Yes
222,is snowball a part of nature,Yes
223,is ship metal,Yes
224,can execution hurt you,Yes
225,does fan need something operate like electricity a key etc,Yes
226,is rock a rock,Yes
227,is privates easy to understand,Yes
228,is rapper an occupation,Yes
229,is tortoise green,Yes
230,can bonsai be grown in a garden,Yes
231,is territory a place to visit for fun,Yes
232,is bridge made of wood,Yes
233,is locket man made,Yes
234,is store related to sales,Yes
235,does applesauce taste tart,Yes
236,is harpsichord bigger than a chair,Yes
237,is test related to teaching,Yes
238,is photography art,Yes
239,does sitter involve cleaning,Yes
240,is spreadsheet something that can be moved,Yes
241,is centrifuge an electronic,Yes
242,do men use lotto more than women,Yes
243,is townswoman a type of person,Yes
244,is jockey high paying,Yes
245,is pedestrian old,Yes
246,is gas gaseous,Yes
247,is beer liquid,Yes
248,is courier done outside,Yes
249,is yoke an object,Yes
250,is pickaxe a thing,Yes
251,is kiwi juicy,Yes
252,does stove use electricity,Yes
253,is floss part of a hygine routine,Yes
254,is gambler an adult,Yes
255,is ambassador alive,Yes
256,is keystroke useful at all,Yes
257,is lamppost bigger than a car,Yes
258,is mascara a beauty product,Yes
259,is nurse a person,Yes
260,is polish used with nails,Yes
261,is plastic made of plastic,Yes
262,is ravine full of plants,Yes
263,is cabinet used to store something,Yes
264,is worksheet needed,Yes
265,can you buy matting in a store,Yes
266,is gooseberry a part of nature,Yes
267,is undercarriage used on land,Yes
268,is food useful ever,Yes
269,is sesame tangible,Yes
270,is lodge a place,Yes
271,is stripper alive ,Yes
272,is metal made out of metal,Yes
273,is smuggler related to human trafficking ,Yes
274,is attendee alive,Yes
275,is laundrywoman a human,Yes
276,is stinger an object,Yes
277,does car have a trailer,Yes
278,does motor belong in your car,Yes
279,is drug used for asthma,Yes
280,is charger has any shape,Yes
281,is doorstep part of a house,Yes
282,does constituent move with ease ,Yes
283,is packing an action,Yes
284,is marijuana bigger than a hand,Yes
285,does appetizer cost less than $20,Yes
286,do you find weeds in a yard,Yes
287,is seagull common,Yes
288,is treasure a physical object,Yes
289,is vacum a type of robot,Yes
290,is pot big,Yes
291,is toilet used in a bathroom,Yes
292,can i hold antiseptics in my hand,Yes
293,is horticulturalist done outside,Yes
294,is jack used in a garage,Yes
295,is cake food,Yes
296,is slaughterer indoors,Yes
297,is milk a liquid,Yes
298,is horsehair white,Yes
299,does playmate have multiple meanings,Yes
300,is amulet kept in the home,Yes
301,is card a common object,Yes
302,is pinhole possible to measure it,Yes
303,is bullet colored,Yes
304,does brain feel pain,Yes
305,does battery come with a female and male end,Yes
306,is hospital a study institution,Yes
307,is cricket a bug,Yes
308,is flirter a nurse,Yes
309,is megaphone a singular object,Yes
310,is circulation related to weather,Yes
311,is bugler a human that has a specific profession,Yes
312,is pawnshop common,Yes
313,is paving made of stone,Yes
314,is dress colorful,Yes
315,is trucker well paid,Yes
316,does gladiator require a skill,Yes
317,is croissant a food item,Yes
318,is lakefront usually found in nature,Yes
319,can styrofoam float,Yes
320,is battleground a place,Yes
321,is parakeet a pet,Yes
322,is needle long,Yes
323,is hour common,Yes
324,does swimming involve water,Yes
325,is wall found in the home,Yes
326,does trucks exist commonly in the us,Yes
327,is hairpin an object,Yes
328,is coleslaw healthy,Yes
329,is people known to live in a specific part of the world,Yes
330,can towel fit in a car,Yes
331,is eggplant purple,Yes
332,is connector small enough to hold in your hand,Yes
333,is vanload heavy,Yes
334,is flashlight kept in the garage,Yes
335,is brain a solid,Yes
336,is lunch used in the kitchen area,Yes
337,is accessory found indoors typically,Yes
338,is scientist alive,Yes
339,can you buy stirrer at walmart,Yes
340,is knife a type of tool,Yes
341,are you able to move pen easily ,Yes
342,is riverboat as big as house,Yes
343,is fruit natural,Yes
344,is illustration cheap,Yes
345,is board attached to the ground,Yes
346,is hatband made of fabric,Yes
347,is waterfall a person place or thing,Yes
348,is driveway man made,Yes
349,is waiter a profession ex teacher postal worker,Yes
350,is trader alive,Yes
351,is building a solid,Yes
352,is floodlight a light for security,Yes
353,is hamburger consumable,Yes
354,is compasses a type of tool,Yes
355,is sign a decoration,Yes
356,is monster bright,Yes
357,is icedcream considered a dessert,Yes
358,is bedroom in a home,Yes
359,is drum round,Yes
360,is matchwood meant to be used for its utility,Yes
361,does islander have 5 senses,Yes
362,is nurse medical,Yes
363,do men and women use hubcap equally,Yes
364,is religion a field of study,Yes
365,can overbite be seen with a human eye,Yes
366,is bitch a person,Yes
367,is sanitarium made of wood,Yes
368,can gavel be held,Yes
369,is iron smaller than a ps4,Yes
370,is principal a specific occupation,Yes
371,would you give plates as a gift to someone ,Yes
372,is duelist a type of human,Yes
373,can clothes be found inside a walmart,Yes
374,does hotel provide services,Yes
375,is soap used for washing,Yes
376,is truck larger then a  6 foot tall persons head,Yes
377,does earplugs come in different colors,Yes
378,is road large,Yes
379,is vegetation describing forestation,Yes
380,is stewpot large,Yes
381,is kidnapper a specific type of criminal,Yes
382,is blacksnake alive,Yes
383,can you hold butterscotch in hands,Yes
384,is clown a specific task,Yes
385,is confinement a concept,Yes
386,would you find funnel in the kitchen,Yes
387,is water necessary for survival,Yes
388,does appointee walk,Yes
389,is logo fashion related,Yes
390,does doorstop occour regularly,Yes
391,can human think,Yes
392,is cashbook used in goverment,Yes
393,is goalkeeper an activity,Yes
394,is armoire bigger than a waifu pillow,Yes
395,is bottle smaller than a can of pop,Yes
396,is grasshopper an insect,Yes
397,is bench a chair,Yes
398,does circuit use electricity,Yes
399,can you use sand to make something,Yes
400,is embryo living,Yes
401,can you buy mirror at a store like walmart,Yes
402,is cabinet kept inside the house,Yes
403,is river man made,Yes
404,can smasher be seen,Yes
405,is monarch real,Yes
406,it gecko alive,Yes
407,does light require electricity,Yes
408,does giver get paid ,Yes
409,is divider man made,Yes
410,is cipher a physical object,Yes
411,is blaze indoors,Yes
412,could i buy marshmallow at the store ,Yes
413,is bottler alive,Yes
414,is zinc a mineral,Yes
415,does housemaid have to do with children,Yes
416,does canister come in a variety of colors,Yes
417,is mansion depicts higher authorities  like president,Yes
418,is lodgings a manmade object,Yes
419,is spade an object,Yes
420,is worker manual labor,Yes
421,is makeup found in a normal home,Yes
422,is guard small,Yes
423,is potassium added to vitamins,Yes
424,is mutant related to animals,Yes
425,is coonhound short haired,Yes
426,is ballroom expensive ,Yes
427,is human a living being,Yes
428,can chest contain anything else,Yes
429,is timer an object,Yes
430,is calcium mineral,Yes
431,is policeofficer human,Yes
432,is pendulum expensive,Yes
433,is utensils used for cooking,Yes
434,is fruit nutritious,Yes
435,can hustler talk,Yes
436,does drift cause damage,Yes
437,is pen smaller than a loaf of bread ,Yes
438,is tentmaker a profession that a human could have,Yes
439,does child move ,Yes
440,does letter have writting on it,Yes
441,is alfalfa green,Yes
442,is casket in a city,Yes
443,is condensation a type of water eg river,Yes
444,is lineman a person who does a certain work,Yes
445,is locket something you wear,Yes
446,is awl used by anybody,Yes
447,is derby something that people do outside,Yes
448,is cloud big,Yes
449,is beef meat,Yes
450,does sleazebag fight in wars ,Yes
451,is supplier a person,Yes
452,can person grow,Yes
453,is password something a child would understand,Yes
454,is chute man made,Yes
455,is enchilada a physical object,Yes
456,is gambling common,Yes
457,does grandma live in the usa,Yes
458,is fork food related,Yes
459,does man have anything to do with humans,Yes
460,is cable an object,Yes
461,is pheromone something everyone can do,Yes
462,is workhorse found in the wild,Yes
463,is typewrite expensive,Yes
464,is tractor something expensive,Yes
465,is kiosk a place where people go to get a service,Yes
466,is beach located outdoors,Yes
467,can i hold dishtowel in my hands,Yes
468,is batboy alive,Yes
469,can you find flowerpot in the kitchen,Yes
470,they sell lettuce in a store,Yes
471,is gland smaller than a hand？,Yes
472,is heart related to human organ,Yes
473,is hand some thing that all himans have,Yes
474,can cider fit in a persons hand,Yes
475,is hydrogen an element ,Yes
476,is stump a part of a tree,Yes
477,can you buy tapioca at a store ,Yes
478,is moderator related to paraolympics,Yes
479,is tank bigger than a person,Yes
480,does shellfish have a shell,Yes
481,is stroll related to walking and ect,Yes
482,is woman a certain type of person,Yes
483,can you buy masher in a store,Yes
484,is kwanza important],Yes
485,does schooner use water,Yes
486,is oil dirty,Yes
487,is carousel larger than a car ,Yes
488,is chinaware fragile,Yes
489,do you use junkyard outside,Yes
490,does sportswoman take a lot of training to get good at ,Yes
491,does barometer involve weather,Yes
492,is grater used to cook,Yes
493,does fighter smell,Yes
494,is eggbeater commonly used to stir things,Yes
495,is iron used to build,Yes
496,can i buy shoes in a store,Yes
497,is continent heavy,Yes
498,does debater have to do with politics,Yes
499,is pleasure abstract,Yes
500,is water necessary to live,Yes
501,is bread a food,Yes
502,does farmer involve working with animals,Yes
503,is dirt related to the earth,Yes
504,is beer a liquid,Yes
505,is dwelling made of wood,Yes
506,is lettuce sometimes known as iceberg,Yes
507,does puss hunt,Yes
508,does manicotti require refrigeration,Yes
509,is movie a thing,Yes
510,can sheet be thrown,Yes
511,is bin storage,Yes
512,does clover only grow in one color,Yes
513,is monsignor human,Yes
514,does print have any words,Yes
515,is therapist a profession,Yes
516,is icepick an object,Yes
517,does slug eat,Yes
518,can silverback hurt me,Yes
519,is thermos used for a specific purpose,Yes
520,is apple an object,Yes
521,is supplier an occupation,Yes
522,does lamp emit light,Yes
523,is fear an emotion,Yes
524,is lunchbox a physical object,Yes
525,is mayor a governmentcity job,Yes
526,is barber an occupation,Yes
527,is soot related to fire,Yes
528,is pornographer a person,Yes
529,is controller larger than a phone,Yes
530,does ovum take a while to make,Yes
531,is smog bad for us,Yes
532,is woods bigger than a house,Yes
533,is toddler tangible,Yes
534,is serum made by humans,Yes
535,do you find bait at a hardware store,Yes
536,can nudge be seen,Yes
537,is apple smaller than a loaf of bread,Yes
538,is chestnut a solid object,Yes
539,does immigrant relate to citizenship,Yes
540,does cabdriver involve interacting with other people ,Yes
541,is drug something edible,Yes
542,is idea a thought,Yes
543,is blueprint an idea,Yes
544,is fairway enjoyable,Yes
545,is jawbone a physical object,Yes
546,is stick tree like,Yes
547,is headmistress a type of teacher,Yes
548,is doctor a type of medical profession,Yes
549,is bristle found in one room more than the others,Yes
550,can shrine be kept in a house,Yes
551,does hydroponics hold things,Yes
552,is codpiece something you can buy in the store,Yes
553,is slaughterer human,Yes
554,is turntable in the bedroom,Yes
555,is sun bright,Yes
556,can u throw ball ,Yes
557,can counterterrorist give birth,Yes
558,is dirt in the ground,Yes
559,can tourist breath,Yes
560,is movers done outdoors,Yes
561,does speaker help people,Yes
562,does veterinarian come in a variety of sizes,Yes
563,do you use mixer in the kitchen,Yes
564,is officer an occupation,Yes
565,can i but thickener at a market,Yes
566,is beach a swimming place,Yes
567,is rickshaw on earth,Yes
568,does mom go on vacation ,Yes
569,is sorbet food,Yes
570,is saw something most people own,Yes
571,is shower an object,Yes
572,is tuxedo small,Yes
573,is housemaid done at home,Yes
574,does stewpot take a few hours for most meals to cook in it,Yes
575,is flannel something you can wear,Yes
576,is bordello surrounded by 4 walls,Yes
577,does roof provide shelter,Yes
578,is drums big,Yes
579,could you find chute at the hardware store,Yes
580,do adults like champagne more than kids,Yes
581,is sledgehammer a tool,Yes
582,is father a person,Yes
583,does photographer relate to technology,Yes
584,is skyscraper bigger than a house,Yes
585,is horizon found mostly outside,Yes
586,is megaphone related to a specific profession,Yes
587,is snapper alive,Yes
588,can i buy titanium online,Yes
589,is gator bigger than a shoebox,Yes
590,does cars have wheels ,Yes
591,is hospice indoors,Yes
592,is clip used for office files,Yes
593,is door made of wood,Yes
594,is sleeper for more than 1 person at a time,Yes
595,does spammer involve writing,Yes
596,is neck part of the body,Yes
597,does database serve a specific purpose,Yes
598,is carryall easy to move,Yes
599,is textbook larger than the palm of a hand,Yes
600,does bill relate to government,Yes
601,is pen a tool,Yes
602,can you get remover online,Yes
603,is townhall run by the government,Yes
604,is chlorine for cleaning,Yes
605,is water a natural resource,Yes
606,is vise used in a business,Yes
607,is client a politician,Yes
608,is keyboardist something that could be touched,Yes
609,is swindler human,Yes
610,was saber used before the year 1900,Yes
611,is debutante a woman,Yes
612,is neckwear decoration,Yes
613,is musket used outside,Yes
614,is buoy made of many different substances usually,Yes
615,is wilderness in the desert,Yes
616,is pegboard an object,Yes
617,can you find homestead in the wilderness,Yes
618,is party having a party,Yes
619,is handbag made of cotton,Yes
620,is breast something about her body,Yes
621,is shed bigger than a binder,Yes
622,is scanner a solid,Yes
623,is driveway found outside a house,Yes
624,is ketchup used for eating,Yes
625,can turtleneck be held in one hand,Yes
626,does train have different sizes,Yes
627,is icecap odd shaped,Yes
628,does sidecar have wheels,Yes
629,is petal alive,Yes
630,is muslin a type of raw material,Yes
631,is subway a part of a larger object,Yes
632,can banana be ingested,Yes
633,is marshmallow smaller than a person ,Yes
634,is octagon inside,Yes
635,does stairs tend to have a color,Yes
636,is windpipe internal on a human,Yes
637,does plotter make something,Yes
638,is restaurant a place,Yes
639,is modem used in the house,Yes
640,is river just part of a river,Yes
641,can i take laptop to work,Yes
642,is trash related to waste management,Yes
643,is newspaper white,Yes
644,is any part of hairpin translucent,Yes
645,is doggy expensive,Yes
646,is gyroscope an object,Yes
647,does tomcat live on farms,Yes
648,can i find lightbulb in my kitchen,Yes
649,does rectum change shape,Yes
650,is print something i would have in my home,Yes
651,is wavelength something related to physics ,Yes
652,is craft a tool,Yes
653,is gauge made by humans,Yes
654,does copilot require a uniform,Yes
655,is breakfast tropical fruit,Yes
656,is foundation manmade,Yes
657,is tree a tree,Yes
658,is packaging legal to own,Yes
659,is net soft,Yes
660,can wheelhouse help you do something,Yes
661,is parfait inside the house,Yes
662,is receiver man made,Yes
663,is bike a vehicle,Yes
664,is statue somethin tourists like to take pictures of,Yes
665,is debtor alive,Yes
666,is sailorman a high paying job,Yes
667,is chute a tool,Yes
668,is bag used for a specific purpose,Yes
669,is sandwich less than $50,Yes
670,is juice sour,Yes
671,is pipe something i can hold with my hand,Yes
672,does cup involve water,Yes
673,is tin a tangible object,Yes
674,is workingman living,Yes
675,is tongs made of metal,Yes
676,is snow in the sky,Yes
677,does toolbox hold things for you,Yes
678,can swimsuit be worn,Yes
679,is bridge heavy,Yes
680,is sunlamp expensive,Yes
681,is ball solid,Yes
682,does baseball involve any sports,Yes
683,is story an idea,Yes
684,is teacher a person,Yes
685,is gender group of persons,Yes
686,is soup a typegenre of food,Yes
687,is slobber a bodily function,Yes
688,is tier an object,Yes
689,is ovum alive,Yes
690,is track made of man made materials,Yes
691,is baby cute,Yes
692,do humans use slice with their hands,Yes
693,is grandma a role a person plays in life such as a mother or aunt,Yes
694,is hands a part of a human,Yes
695,is necklace jewelry,Yes
696,s press useful ,Yes
697,can one person make roadblock by themselves,Yes
698,is tiara hard,Yes
699,is tomahawk heavy,Yes
700,is spreadsheet something that people use,Yes
701,is geezer human,Yes
702,is narcotics used by people,Yes
703,can you buy radio in a store,Yes
704,is sad emotional,Yes
705,is juice drinkable,Yes
706,is moustache small,Yes
707,is oranges food,Yes
708,can you lift cracker with a finger,Yes
709,is patella smaller than a car,Yes
710,does agency solve a problem,Yes
711,is astrologer a type of person,Yes
712,is writer alive ,Yes
713,is gator brown,Yes
714,is buckshot man made,Yes
715,is mugger a man,Yes
716,can you put coin in your pocket ,Yes
717,does singer require musical ability,Yes
718,is doorpost a physical object,Yes
719,is nameplate an object,Yes
720,is cleaning a service,Yes
721,can widow be single,Yes
722,is ice heavy for its size,Yes
723,is germ living thing,Yes
724,is student a specific person,Yes
725,is party political,Yes
726,is client left handed,Yes
727,is doorstep on the outside of the house,Yes
728,is spoon a toolhammer fork knife screwdriver,Yes
729,is saw a tool,Yes
730,is necklace some type of jewelry,Yes
731,is amulet made of something like metal wood plastic,Yes
732,is car larger than a loaf of bread,Yes
733,is barmaid an adult,Yes
734,is virus well known,Yes
735,is saucepan light,Yes
736,is meaning something abstract,Yes
737,do people use mat for anything,Yes
738,is amaretto found inside,Yes
739,"		is brazier an object you can touch",Yes
740,is yogurt edible,Yes
741,is gurney inanimate,Yes
742,is person small,Yes
743,is diver a person,Yes
744,is ambulance large relative to a car,Yes
745,is adventurer done in the woods,Yes
746,does foldout weigh more than 10 lbs,Yes
747,is work jobrelated,Yes
748,is church aplace,Yes
749,is candy edible,Yes
750,is meat meat ,Yes
751,is pvc plastic,Yes
752,is vehicle colorful like a bounce house,Yes
753,is pancakes edible,Yes
754,is song trendy,Yes
755,is auntie human,Yes
756,is games fun,Yes
757,is jelly solid,Yes
758,is overeater male,Yes
759,is casing brown,Yes
760,is tux an item,Yes
761,is banana used to make fruit salads,Yes
762,is mom living,Yes
763,do you keep chlorine at home,Yes
764,is tug considered entertainment,Yes
765,is basketball fun,Yes
766,does hatchback have four wheels,Yes
767,does axes fix or build something,Yes
768,can i hold stamp in my hands,Yes
769,would doorframe be in your kitchen,Yes
770,is boozer living thing,Yes
771,is trinket smaller than a phone,Yes
772,is orthodontist a type of dentist,Yes
773,does kiosk have a physical shape,Yes
774,does bazaar sell clothing,Yes
775,so gambling is abstract,Yes
776,is washerwoman found in every town,Yes
777,is scrambler man made,Yes
778,is book an object,Yes
779,is concierge a job,Yes
780,is props an object,Yes
781,is mother a human,Yes
782,is flytrap on this planet,Yes
783,is goods tangible,Yes
784,does mist change shape,Yes
785,is therapist alive,Yes
786,is arches well known,Yes
787,is gold mineralmetal,Yes
788,is apartment a dwelling,Yes
789,is houseboat larger than a breadbox,Yes
790,is paint related to art,Yes
791,is slaughterhouse an object,Yes
792,is gel a candle,Yes
793,could i buy mead in a store ,Yes
794,is balm just one color,Yes
795,is oilpaper an object,Yes
796,does concubine have skin,Yes
797,is counterweight on land,Yes
798,is oceanfront colorful,Yes
799,is chest used to store other items,Yes
800,is chair typically found in a specific part of a home,Yes
801,  is daffodil colorful ,Yes
802,can i see fishpond without using a microscope,Yes
803,is machine small enough to pick up,Yes
804,is tortilla a baked good,Yes
805,is park a place where people work,Yes
806,is constellation large,Yes
807,does lender work in a team,Yes
808,is sportswoman something i could learn to do ,Yes
809,is cash worth money,Yes
810,is mineral related to the ground,Yes
811,can dinosaur eat meat,Yes
812,is plutonium an object,Yes
813,can midwife breathe,Yes
814,is house bigger then a car ,Yes
815,is windstorm tropical,Yes
816,is moment related to time,Yes
817,is kayak used for transportation,Yes
818,is electroplate electronic,Yes
819,is spacesuit sustainable,Yes
820,is latrine a structure,Yes
821,does pedestrian talk,Yes
822,is mushroom edible,Yes
823,can i touch causeway with my hand,Yes
824,is writer a job title,Yes
825,is servant a person,Yes
826,is aloe a plant,Yes
827,is ricotta useful,Yes
828,is grandma common to find one in a house,Yes
829,is table round,Yes
830,is breakfast white,Yes
831,is shell near the shore,Yes
832,is jar a tool,Yes
833,is politician a man,Yes
834,is leaves made from leaves,Yes
835,is apple seasonal,Yes
836,is mead a physical object,Yes
837,is dishwasher a machine,Yes
838,does gear serve a purpose,Yes
839,is panda living,Yes
840,is grass a common thing,Yes
841,does carpentry involve wood,Yes
842,is doorpost used mostly in homes,Yes
843,does nail come in many colors,Yes
844,is toy expensive ,Yes
845,is heavyweight a man,Yes
846,is vest for both men and women,Yes
847,does rope get wet,Yes
848,can eating be done at a table,Yes
849,is rainforest conifer ,Yes
850,is weed normally found in nature,Yes
851,is blackboard a physical item,Yes
852,is vehicle for transportation,Yes
853,is soldier a service type of job,Yes
854,does giver go on vacation ,Yes
855,is lotto a tangible thing,Yes
856,is oak used for buckets,Yes
857,is sidearm an object,Yes
858,does microphone connect things,Yes
859,is snowsuit heavy,Yes
860,does fan use electricity,Yes
861,is pathogen found in an office,Yes
862,does headshrinker work with other people,Yes
863,is hydrogen a gas,Yes
864,is protestor a prestigious title,Yes
865,is gun related to military,Yes
866,is autobiographer done in an office,Yes
867,is athlete a man,Yes
868,is sketchbook used for leisure,Yes
869,is plate a household item,Yes
870,is stockade found in the america,Yes
871,is shank man made,Yes
872,is food more often found in cities,Yes
873,is tent a place ,Yes
874,is conservatory hard,Yes
875,is competitor someone close to you,Yes
876,is vial made out of glass,Yes
877,does clothes have fabric,Yes
878,does kindergartener involve family,Yes
879,is cabin small,Yes
880,is lace an object,Yes
881,does stapler make noise,Yes
882,is bluesman a living thing,Yes
883,is tree rough ,Yes
884,is monorail tall ,Yes
885,is crutch an object,Yes
886,is dumbwaiter typically found in the kitchen,Yes
887,could underwear be used to place over something else,Yes
888,is sugarplum solid,Yes
889,is warehouse large,Yes
890,do you move canteen around,Yes
891,is painting smaller than a pillow,Yes
892,is hitch something desirable to most people,Yes
893,is margarita one word,Yes
894,is leviathan mentioned in the bible,Yes
895,is hiccup a bodily function,Yes
896,is brie a hand food,Yes
897,does engine require electricity,Yes
898,is chateau larger than a car,Yes
899,is coin functional,Yes
900,does arachnids involve insects,Yes
901,is timer something we can see,Yes
902,is captive alive,Yes
903,is schoolchild alive,Yes
904,can you find blind in a bedroom,Yes
905,is pedestal seen on tv,Yes
906,is herbs used to heal,Yes
907,does tv use electicity,Yes
908,is at least part of bazaar outside,Yes
909,does solicitor work outside,Yes
910,can pollen be found in the air,Yes
911,is laborer alive,Yes
912,is pistol a weapon,Yes
913,is footman related to humans,Yes
914,is fair used in sports,Yes
915,is featherbed expensive,Yes
916,does engine have moving parts,Yes
917,is steak a food,Yes
