,question,label
316,does a jeep have a steering wheel?,Yes
317,does a taxi have  a motor?,Yes
318,can a refrigerator be found in a kitchen?,Yes
319,does a satellite have  a motor?,Yes
320,does a scooter have wheels?,Yes
321,is a satellite used for construction?,No
322,can a refrigerator be found in a bathroom?,No
323,can a rug be found in a living room?,Yes
324,does a chair have legs?,Yes
325,is a spinet a keyboard instrument?,Yes
326,can a stove be found in a bedroom?,No
327,can a sink be found in a bathroom?,Yes
328,is a bongo a string instrument?,No
329,is a drum a percussion instrument?,Yes
330,is a crane used for construction?,Yes
331,does a car have  a motor?,Yes
332,is a chime a percussion instrument?,Yes
333,does a ship travel on water?,Yes
334,can a shower be found in a bathroom?,Yes
335,does a dump truck have four wheels?,No
336,is a stove electrical?,Yes
337,does a scooter carry one person?,Yes
338,does a skateboard have wheels?,Yes
339,does a train have wings?,No
340,does a bus fly?,No
341,is a maraca a percussion instrument?,Yes
342,does a jeep travel on land?,Yes
343,does a sports car carry one person?,No
344,can a pot be found in a living room?,No
345,can a kettle be found in a kitchen?,Yes
346,does a skateboard have two wheels?,No
347,can a forklift carry cargo?,Yes
348,is a carillon a keyboard instrument?,Yes
349,is a oboe a percussion instrument?,No
350,can a fork be found in a bedroom?,No
351,does a skateboard travel on water?,No
352,is a chime a woodwind instrument?,No
353,does a mountain bike travel on land?,Yes
354,does a tractor carry one person?,No
355,does a ambulance have a steering wheel?,Yes
356,is a pot electrical?,No
357,can a satellite carry cargo?,No
358,does a sports car have four wheels?,Yes
359,is a sourdine a keyboard instrument?,No
360,is a ocarina a brass instrument?,No
361,is a television electrical?,Yes
362,can a plate be found in a kitchen?,Yes
363,is a bed used for cooking?,No
364,can a spacecraft carry cargo?,Yes
365,is a mandolin a string instrument?,Yes
366,is a celesta a percussion instrument?,No
367,can a airplane carry cargo?,Yes
368,is a trombone a brass instrument?,Yes
369,is a pan used for sitting?,No
370,is a acoustic guitar a percussion instrument?,No
371,does a submarine have  a motor?,Yes
372,does a mountain bike have wheels?,Yes
373,does a car have a steering wheel?,Yes
374,does a taxi fly?,No
375,is a clarion a percussion instrument?,No
376,is a spoon used for cooking?,Yes
377,does a wagon have four wheels?,Yes
378,can a armchair be found in a bathroom?,No
379,does a police car have  a motor?,Yes
380,can a closet be found in a bathroom?,No
381,does a recycling truck travel on land?,Yes
382,can a helicopter carry cargo?,Yes
383,does a battleship carry one person?,No
384,can a pillow be found in a living room?,Yes
385,is a shower electrical?,No
386,can a desk be found in a bedroom?,Yes
387,does a crane have a steering wheel?,Yes
388,can a rug be found in a bathroom?,Yes
389,is a air conditioner used for sitting?,No
390,does a train travel on land?,Yes
391,can a taxi carry cargo?,No
392,does a oven have legs?,No
393,can a crane carry cargo?,Yes
394,does a tractor travel on water?,No
395,is a bugle a brass instrument?,Yes
396,can a table be found in a living room?,Yes
397,does a spacecraft fly?,Yes
398,is a koto a string instrument?,Yes
399,does a taxi have a steering wheel?,Yes
400,can a train carry cargo?,Yes
401,is a stool used for sitting?,Yes
402,does a dresser have legs?,Yes
403,is a mandola a keyboard instrument?,No
404,does a bicycle travel on land?,Yes
405,does a closet have legs?,No
406,does a helicopter have wheels?,No
407,does a police car travel on land?,Yes
408,can a oven be found in a kitchen?,Yes
409,is a oboe a woodwind instrument?,Yes
410,can a shower be found in a bedroom?,No
411,is a kettle used for cooking?,Yes
412,can a television be found in a kitchen?,Yes
413,is a lyre a keyboard instrument?,No
414,can a snowboard carry cargo?,No
415,does a motorcycle have wings?,No
416,can a refrigerator be found in a living room?,No
417,does a stool have legs?,Yes
418,does a satellite fly?,Yes
419,can a pan be found in a kitchen?,Yes
420,does a airship have a steering wheel?,No
421,is a train used for construction?,No
422,does a spacecraft have a steering wheel?,Yes
423,is a celesta a keyboard instrument?,Yes
424,does a train have four wheels?,No
425,does a airplane have four wheels?,No
426,is a tambourine a woodwind instrument?,No
427,does a van travel on land?,Yes
428,can a submarine carry cargo?,Yes
429,can a pillow be found in a kitchen?,No
430,is a pot used for cooking?,Yes
431,is a euphonium a percussion instrument?,No
432,is a saxophone a percussion instrument?,No
433,does a recycling truck have  a motor?,Yes
434,does a sports car have wings?,No
435,is a cello a keyboard instrument?,No
436,is a sofa electrical?,No
437,can a closet be found in a bedroom?,Yes
438,does a aircraft carry one person?,No
439,can a pillow be found in a bedroom?,Yes
440,is a mandolin a percussion instrument?,No
441,is a plate used for cooking?,No
442,does a fire truck have a steering wheel?,Yes
443,is a ukulele a brass instrument?,No
444,can a blanket be found in a bathroom?,No
445,does a couch have legs?,Yes
446,is a banjo a woodwind instrument?,No
447,does a tram travel on water?,No
448,does a helicopter carry one person?,No
449,does a carriage carry one person?,No
450,does a sports car have  a motor?,Yes
451,does a jeep carry one person?,No
452,does a shower have legs?,No
453,is a spatula used for cooking?,Yes
454,is a viol a string instrument?,Yes
455,is a ukulele a string instrument?,Yes
456,does a airship have four wheels?,No
457,is a bongo a percussion instrument?,Yes
458,is a acoustic guitar a brass instrument?,No
459,does a van have a steering wheel?,Yes
460,does a cab have  a motor?,Yes
461,is a timbrel a keyboard instrument?,No
462,is a refrigerator used for storage?,Yes
463,is a mandola a woodwind instrument?,No
464,does a car carry one person?,No
465,is a sink used for storage?,No
466,does a cab carry one person?,No
467,does a train fly?,No
468,can a air conditioner be found in a kitchen?,Yes
469,does a tram travel in space?,No
470,does a police car have four wheels?,Yes
471,does a cement mixer have wheels?,Yes
472,can a stool be found in a kitchen?,Yes
473,can a rug be found in a bedroom?,Yes
474,does a car travel on land?,Yes
475,can a sink be found in a kitchen?,Yes
476,is a armchair used for sitting?,Yes
477,is a electric guitar a string instrument?,Yes
478,is a bugle a string instrument?,No
479,does a cab travel on land?,Yes
480,is a lyre a string instrument?,Yes
481,does a boat have  a motor?,Yes
482,is a lute a string instrument?,Yes
483,is a knife used for storage?,No
484,does a dump truck have a steering wheel?,Yes
485,does a boat have four wheels?,No
486,can a chair be found in a bedroom?,Yes
487,does a airship have wings?,No
488,is a chime a string instrument?,No
489,does a boat have a steering wheel?,Yes
490,is a organ a keyboard instrument?,Yes
491,does a ship have two wheels?,No
492,does a ship have wheels?,No
493,is a guitar a brass instrument?,No
494,does a spacecraft have wings?,Yes
495,does a aircraft have a steering wheel?,Yes
496,can a airship carry cargo?,Yes
497,can a lamp be found in a bedroom?,Yes
498,does a van have  a motor?,Yes
499,does a cement mixer carry one person?,No
500,does a airplane have  a motor?,Yes
501,can a knife be found in a kitchen?,Yes
502,does a motorcycle have a steering wheel?,No
503,does a battleship have wings?,No
504,does a helicopter fly?,Yes
505,does a forklift have a steering wheel?,Yes
506,does a ambulance have wings?,No
507,is a tram used for construction?,No
508,can a armchair be found in a bedroom?,Yes
509,is a stove used for cooking?,Yes
510,does a tractor have wheels?,Yes
511,is a piano a brass instrument?,No
512,does a tram have  a motor?,Yes
513,is a recycling truck used for construction?,Yes
514,does a bicycle carry one person?,Yes
515,does a forklift have four wheels?,No
516,is a microwave oven electrical?,Yes
517,does a wagon have wheels?,Yes
518,can a lamp be found in a kitchen?,Yes
519,does a scooter travel on water?,No
520,can a couch be found in a bathroom?,No
521,is a saxophone a brass instrument?,Yes
522,is a psaltery a woodwind instrument?,No
523,does a recycling truck have wheels?,Yes
524,does a ambulance travel on water?,No
525,does a airplane have a steering wheel?,Yes
526,is a chair used for cooking?,No
527,is a pan used for cooking?,Yes
528,does a dump truck have wheels?,Yes
529,does a crane fly?,No
530,is a trombone a string instrument?,No
531,is a timbrel a percussion instrument?,Yes
532,does a recycling truck have a steering wheel?,Yes
533,is a dishwasher used for storage?,No
534,does a taxi travel on land?,Yes
535,is a knife used for cooking?,Yes
536,can a bed be found in a kitchen?,No
537,is a dresser used for cooking?,No
538,does a spacecraft have wheels?,Yes
539,does a surfboard travel on land?,Yes
540,does a cradle have legs?,Yes
541,is a cello a string instrument?,Yes
542,does a battleship have  a motor?,Yes
543,can a bed be found in a bedroom?,Yes
544,does a carriage have four wheels?,Yes
545,is a organ a percussion instrument?,No
546,does a fire truck travel on land?,Yes
547,does a car have four wheels?,Yes
548,is a acoustic guitar a string instrument?,Yes
549,does a motorcycle travel on land?,Yes
550,does a dump truck travel on land?,Yes
551,can a oven be found in a living room?,No
552,does a boat travel in space?,No
553,does a satellite travel on land?,Yes
554,can a air conditioner be found in a bedroom?,Yes
555,does a carriage have two wheels?,No
556,does a table have legs?,Yes
557,is a armchair electrical?,No
558,is a cement mixer used for construction?,Yes
559,does a motorcycle have wheels?,Yes
560,does a satellite carry one person?,No
561,can a aircraft carry cargo?,Yes
562,is a sofa used for sitting?,Yes
563,can a microwave oven be found in a bedroom?,No
564,does a car have wings?,No
565,is a piano a keyboard instrument?,Yes
566,is a dishwasher used for sitting?,No
567,does a forklift travel on land?,Yes
568,does a ship fly?,No
569,is a fork used for storage?,No
570,does a fire truck travel in space?,No
571,can a stool be found in a bathroom?,No
572,is a cradle used for storage?,No
573,does a recycling truck have four wheels?,No
574,does a aircraft have  a motor?,Yes
575,is a psaltery a brass instrument?,No
576,is a viola a brass instrument?,No
577,does a snowboard have two wheels?,No
578,can a van carry cargo?,Yes
579,is a euphonium a keyboard instrument?,No
580,can a sofa be found in a living room?,Yes
581,is a battleship used for construction?,No
582,does a tram travel on land?,Yes
583,does a police car have wheels?,Yes
584,does a snowboard carry one person?,Yes
585,can a spoon be found in a bedroom?,No
586,is a taxi used for construction?,No
587,is a accordion a keyboard instrument?,No
588,does a van have wheels?,Yes
589,does a skateboard have  a motor?,No
590,does a cab travel in space?,No
591,does a train have wheels?,Yes
592,is a shower used for cooking?,No
593,does a tractor have four wheels?,Yes
594,does a motorcycle have  a motor?,Yes
595,is a fork used for cooking?,Yes
596,does a dump truck travel in space?,No
597,does a hot air balloon carry one person?,No
598,is a dresser electrical?,No
599,is a spinet a brass instrument?,No
600,does a ship have a steering wheel?,Yes
601,can a plate be found in a bathroom?,No
602,is a violin a keyboard instrument?,No
603,can a fork be found in a kitchen?,Yes
604,does a recycling truck travel in space?,No
605,is a koto a woodwind instrument?,No
606,is a guitar a string instrument?,Yes
607,is a microwave oven used for cooking?,Yes
608,does a bicycle fly?,No
609,does a recycling truck have wings?,No
610,is a armchair used for cooking?,No
611,does a jeep travel in space?,No
612,is a marimba a string instrument?,No
613,does a scooter have two wheels?,Yes
614,does a aircraft fly?,Yes
615,does a snowboard fly?,No
616,does a aircraft travel on land?,No
617,is a dump truck used for construction?,No
