,top_20_predictions,prediction,prediction_probability,sentence,name
22,"['rodent', 'mammal', 'snake', 'mole', 'dog', 'bird', 'rabbit', 'lizard', 'ant', 'animal', 'mouse', 'squirrel', 'grass', 'plant', 'worm', 'insect', 'spider', 'frog', 'rat', 'goat']",animal,0.02087409421801567,A gopher is a type of <mask>,gopher
23,"['bird', 'pigeon', 'insect', 'crow', 'animal', 'butterfly', 'hawk', 'snake', 'birds', 'flight', 'cardinal', 'airplane', 'owl', 'tree', 'aircraft', 'crane', 'duck', 'plane', 'bat', 'dove']",animal,0.007602224126458168,A umbrella_bird is a type of <mask>,umbrella_bird
26,"['dinosaur', 'lizard', 'elephant', 'snake', 'shark', 'animal', 'horse', 'bird', 'mammal', 'fish', 'dog', 'dinosaurs', 'ant', 'whale', 'frog', 'Dinosaur', 'turtle', 'ape', 'spider', 'dragon']",animal,0.011776898987591267,A ankylosaur is a type of <mask>,ankylosaur
30,"['cat', 'dog', 'animal', 'wolf', 'rodent', 'tiger', 'bird', 'mammal', 'lion', 'fox', 'horse', 'deer', 'snake', 'bear', 'predator', 'mouse', 'squirrel', 'rabbit', 'kitten', 'cats']",animal,0.0257129967212677,A wildcat is a type of <mask>,wildcat
31,"['sheep', 'goat', 'cow', 'animal', 'dairy', 'livestock', 'horse', 'camel', 'rabbit', 'lamb', 'yak', 'mammal', 'calf', 'cattle', 'chicken', 'buffalo', 'milk', 'deer', 'pig', 'cheese']",animal,0.03334588184952736,A cashmere_goat is a type of <mask>,cashmere_goat
37,"['elephant', 'horse', 'lion', 'bull', 'cattle', 'dinosaur', 'snake', 'animal', 'deer', 'dog', 'ant', 'cow', 'gorilla', 'camel', 'wolf', 'monkey', 'mammal', 'lizard', 'bird', 'tiger']",animal,0.027106693014502525,A rhinoceros is a type of <mask>,rhinoceros
39,"['clam', 'fish', 'coral', 'shell', 'crab', 'shrimp', 'sponge', 'worm', 'algae', 'egg', 'snail', 'organism', 'bacteria', 'jelly', 'turtle', 'insect', 'shark', 'beetle', 'animal', 'pearl']",animal,0.005103027913719416,A bivalve is a type of <mask>,bivalve
41,"['wolf', 'dog', 'bear', 'canine', 'cat', 'deer', 'fox', 'horse', 'rabbit', 'animal', 'lion', 'wolves', 'mammal', 'rodent', 'German', 'lizard', 'dogs', 'rat', 'dinosaur', 'sheep']",animal,0.004109389614313841,A aardwolf is a type of <mask>,aardwolf
43,"['mammal', 'elephant', 'monkey', 'animal', 'snake', 'lizard', 'dolphin', 'bird', 'dinosaur', 'fish', 'cat', 'rodent', 'dog', 'ape', 'mammals', 'whale', 'frog', 'bear', 'horse', 'deer']",animal,0.028638936579227448,A pinniped_mammal is a type of <mask>,pinniped_mammal
44,"['elephant', 'goat', 'monkey', 'snake', 'ape', 'gorilla', 'cow', 'horse', 'mammal', 'animal', 'python', 'cat', 'calf', 'rabbit', 'bear', 'fruit', 'dog', 'pig', 'ant', 'deer']",animal,0.02258112095296383,A okapi is a type of <mask>,okapi
45,"['horse', 'deer', 'lion', 'elephant', 'wolf', 'goat', 'mammal', 'cat', 'dog', 'camel', 'snake', 'lizard', 'gorilla', 'rabbit', 'animal', 'bear', 'bird', 'python', 'cattle', 'dinosaur']",animal,0.01515188254415989,A thomsons_gazelle is a type of <mask>,thomsons_gazelle
48,"['bee', 'insect', 'ant', 'mosquito', 'beetle', 'butterfly', 'honey', 'fly', 'hive', 'pest', 'bees', 'swarm', 'bird', 'moth', 'bug', 'flower', 'sting', 'animal', 'spider', 'predator']",animal,0.0024752174504101276,A black_bee is a type of <mask>,black_bee
51,"['shrew', 'rodent', 'squirrel', 'mammal', 'monkey', 'snake', 'mouse', 'bat', 'rat', 'bird', 'lizard', 'owl', 'cat', 'wolf', 'ant', 'mole', 'bear', 'dog', 'animal', 'spider']",animal,0.004965531639754772,A tree_shrew is a type of <mask>,tree_shrew
52,"['bat', 'insect', 'owl', 'bats', 'bird', 'mammal', 'hawk', 'rodent', 'moth', 'animal', 'cricket', 'mosquito', 'fly', 'cat', 'squirrel', 'predator', 'vampire', '...', 'butterfly', 'spider']",animal,0.0047071841545403,A big_eared_bat is a type of <mask>,big_eared_bat
57,"['horse', 'dog', 'animal', 'pony', 'donkey', 'cat', 'pig', 'bird', 'camel', 'elephant', 'cow', 'goat', 'bicycle', 'sheep', 'pet', 'livestock', 'horses', 'rabbit', 'vehicle', 'chicken']",animal,0.02598956972360611,A pony is a type of <mask>,pony
59,"['fish', 'shark', 'snake', 'dolphin', 'turtle', 'lizard', 'bird', 'monkey', 'whale', 'mammal', 'frog', 'tuna', 'rodent', 'crab', 'python', 'dinosaur', 'lobster', 'squid', 'submarine', 'animal']",animal,0.0027553641702979803,A barracuda is a type of <mask>,barracuda
62,"['bird', 'chicken', 'pigeon', 'hawk', 'crow', 'duck', 'goose', 'crane', 'dove', 'turkey', 'owl', 'snake', 'raven', 'cardinal', 'birds', 'eagle', 'hen', 'dinosaur', 'animal', 'insect']",animal,0.0030834879726171494,A black_stork is a type of <mask>,black_stork
68,"['rodent', 'mouse', 'mammal', 'animal', 'insect', 'bird', 'rat', 'cat', 'squirrel', 'rabbit', 'dog', 'monkey', 'mice', 'ant', 'organism', 'spider', 'pet', 'rodents', 'creature', 'lizard']",animal,0.021868301555514336,A mouse is a type of <mask>,mouse
71,"['rodent', 'rat', 'dog', 'rabbit', 'cat', 'mouse', 'fox', 'squirrel', 'bird', 'lizard', 'snake', 'mole', 'mammal', 'canine', 'horse', 'deer', 'bat', 'wolf', 'animal', 'pigeon']",animal,0.003575001610442996,A black_footed_ferret is a type of <mask>,black_footed_ferret
72,"['clam', 'fish', 'shell', 'shrimp', 'snail', 'egg', 'crab', 'animal', 'lobster', 'seafood', 'organism', 'shark', 'bird', 'meat', 'vegetable', 'food', 'algae', 'fruit', 'coral', 'insect']",animal,0.026071475818753242,A clam is a type of <mask>,clam
73,"['fish', 'shark', 'shrimp', 'squid', 'worm', 'parasite', 'slime', 'bacteria', 'crab', 'algae', 'carp', 'organism', 'animal', 'lobster', 'clam', 'snake', 'jelly', 'coral', 'salmon', 'snail']",animal,0.008593403734266758,A cartilaginous_fish is a type of <mask>,cartilaginous_fish
74,"['bat', 'insect', 'owl', 'bird', 'moth', 'bats', 'mammal', 'rodent', 'fly', 'butterfly', 'hawk', 'mosquito', 'cricket', 'animal', 'spider', 'vampire', 'squirrel', 'bee', 'beetle', 'rabbit']",animal,0.0020199515856802464,A hognose_bat is a type of <mask>,hognose_bat
75,"['lizard', 'snake', 'bird', 'python', 'rodent', 'turtle', 'insect', 'cat', 'dog', 'rat', 'animal', 'spider', 'dinosaur', 'shark', 'mammal', 'frog', 'mole', 'predator', 'pet', 'fish']",animal,0.004758425522595644,A collared_lizard is a type of <mask>,collared_lizard
80,"['monkey', 'elephant', 'ape', 'bird', 'cat', 'gorilla', 'dog', 'monkeys', 'mammal', 'animal', 'primates', 'squirrel', 'rodent', 'lion', 'deer', 'bear', 'tree', 'tiger', 'bat', 'snake']",animal,0.0037644067779183388,A macaque is a type of <mask>,macaque
87,"['horse', 'animal', 'dog', 'camel', 'cavalry', 'elephant', 'pony', 'tank', 'bull', 'cow', 'donkey', 'cattle', 'mount', 'vehicle', 'horses', 'deer', 'carriage', 'Horse', 'livestock', 'unicorn']",animal,0.009030160494148731,A warhorse is a type of <mask>,warhorse
89,"['lizard', 'insect', 'snake', 'rodent', 'dinosaur', 'spider', 'beetle', 'monkey', 'bird', 'worm', 'ant', 'animal', 'mosquito', 'mammal', 'ape', 'fish', 'frog', 'plant', 'bat', 'rat']",animal,0.01941680535674095,A chimaera is a type of <mask>,chimaera
92,"['jack', 'fish', 'bird', 'tree', 'animal', 'boat', 'rock', 'canoe', 'shovel', 'hammer', 'shark', 'rabbit', 'horse', 'car', 'dog', 'tool', 'weapon', 'wood', 'cat', 'submarine']",animal,0.015513433143496513,A jack is a type of <mask>,jack
93,"['rodent', 'mammal', 'dog', 'lizard', 'animal', 'rabbit', 'cat', 'snake', 'squirrel', 'python', 'deer', 'bear', 'rat', 'frog', 'pig', 'elephant', 'duck', 'mole', 'horse', 'mouse']",animal,0.05223718285560608,A striped_skunk is a type of <mask>,striped_skunk
98,"['dinosaur', 'lizard', 'snake', 'elephant', 'horse', 'shark', 'mammal', 'dog', 'animal', 'bird', 'whale', 'dinosaurs', 'dragon', 'lion', 'ape', 'predator', 'monster', 'spider', 'giant', 'mammoth']",animal,0.0040940954349935055,A tyrannosaur is a type of <mask>,tyrannosaur
100,"['fox', 'cat', 'rabbit', 'dog', 'rodent', 'squirrel', 'mouse', 'wolf', 'animal', 'rat', 'deer', 'bunny', 'mammal', 'kitten', 'tiger', 'canine', 'Fox', 'predator', 'bat', 'mole']",animal,0.005873687099665403,A kit_fox is a type of <mask>,kit_fox
103,"['elephant', 'bird', 'snake', 'tree', 'horse', 'deer', 'monkey', 'ant', 'animal', 'dog', 'cow', 'mammal', 'squirrel', 'crane', 'lizard', 'cattle', 'cat', 'dinosaur', 'turtle', 'camel']",animal,0.015323266386985779,A tusker is a type of <mask>,tusker
105,"['monkey', 'snake', 'bird', 'spider', 'squirrel', 'lizard', 'python', 'ant', 'rodent', 'beetle', 'cat', 'animal', 'dog', 'horse', 'insect', 'elephant', 'goat', 'camel', 'tree', 'rat']",animal,0.016575157642364502,A capuchin is a type of <mask>,capuchin
108,"['elephant', 'animal', 'bull', 'tiger', 'dinosaur', 'deer', 'unicorn', 'snake', 'gorilla', 'cow', 'bear', 'mammal', 'bird', 'horse', 'wolf', 'predator', 'buffalo', 'ant', 'dog', 'lion']",animal,0.04115739092230797,A rogue_elephant is a type of <mask>,rogue_elephant
111,"['fish', 'shark', 'salmon', 'bass', 'trout', 'shrimp', 'carp', 'tuna', 'cod', 'dolphin', 'lobster', 'crab', 'seafood', 'mammal', 'animal', 'dog', 'clam', 'snake', 'squid', 'frog']",animal,0.002279049949720502,A sea_bass is a type of <mask>,sea_bass
113,"['whale', 'dolphin', 'shark', 'mammal', 'fish', 'dinosaur', 'animal', 'whales', 'seal', 'elephant', 'turtle', 'snake', 'squid', 'bird', 'cow', 'predator', 'tuna', 'pod', 'submarine', 'dolphins']",animal,0.005311829503625631,A toothed_whale is a type of <mask>,toothed_whale
119,"['snake', 'python', 'lizard', 'spider', 'snakes', 'rat', 'rodent', 'worm', 'insect', 'serpent', 'frog', 'mosquito', 'mouse', 'Python', 'mole', 'bird', 'cat', 'parasite', 'animal', 'dog']",animal,0.00035322169424034655,A carpet_snake is a type of <mask>,carpet_snake
120,"['dog', 'canine', 'cat', 'horse', 'puppy', 'shepherd', 'wolf', 'Labrador', 'dogs', 'Dog', 'rabbit', 'sheep', 'breed', 'bull', 'cattle', 'animal', 'pet', 'rat', 'pup', 'boxer']",animal,0.000763539457693696,A collie is a type of <mask>,collie
123,"['bird', 'duck', 'goose', 'seal', 'pigeon', 'animal', 'fish', 'mammal', 'rabbit', 'chicken', 'pengu', 'Penguin', 'rodent', 'birds', 'dinosaur', 'dove', 'owl', 'butterfly', 'dolphin', 'crow']",animal,0.011946813203394413,A penguin is a type of <mask>,penguin
124,"['dog', 'wolf', 'canine', 'cat', 'horse', 'rabbit', 'rat', 'bird', 'deer', 'rodent', 'fox', 'dogs', 'snake', 'Dog', 'sheep', 'puppy', 'animal', 'pig', 'lion', 'lizard']",animal,0.0018066320335492492,A ibizan_hound is a type of <mask>,ibizan_hound
128,"['shark', 'snake', 'dinosaur', 'lizard', 'dolphin', 'fish', 'elephant', 'whale', 'turtle', 'bird', 'mammal', 'frog', 'rodent', 'spider', 'worm', 'horse', 'dog', 'bear', 'squid', 'animal']",animal,0.005988368298858404,A chaetodon is a type of <mask>,chaetodon
131,"['elephant', 'dinosaur', 'mammal', 'bear', 'horse', 'dog', 'cat', 'wolf', 'gorilla', 'animal', 'lion', 'bull', 'deer', 'whale', 'mammoth', 'dolphin', 'tiger', 'bird', 'lizard', 'shark']",animal,0.014627494849264622,A mastodon is a type of <mask>,mastodon
135,"['dinosaur', 'lizard', 'snake', 'horse', 'mammal', 'bird', 'elephant', 'dog', 'animal', 'shark', 'dinosaurs', 'fish', 'whale', 'ant', 'turtle', 'frog', 'ape', 'spider', 'Dinosaur', 'cat']",animal,0.00761919841170311,A allosaur is a type of <mask>,allosaur
137,"['elephant', 'lion', 'horse', 'bull', 'cattle', 'snake', 'dinosaur', 'deer', 'gorilla', 'ant', 'wolf', 'tiger', 'dog', 'animal', 'buffalo', 'cow', 'lizard', 'camel', 'monkey', 'unicorn']",animal,0.011232239194214344,A white_rhinoceros is a type of <mask>,white_rhinoceros
140,"['squirrel', 'rodent', 'bird', 'mammal', 'bat', 'monkey', 'rat', 'mouse', 'cat', 'rabbit', 'owl', 'snake', 'fox', 'animal', 'shrew', 'dog', 'insect', 'hawk', 'deer', 'crow']",animal,0.00425368407741189,A asiatic_flying_squirrel is a type of <mask>,asiatic_flying_squirrel
141,"['rodent', 'mammal', 'elephant', 'ant', 'bird', 'mouse', 'snake', 'deer', 'dog', 'lizard', 'animal', 'frog', 'rat', 'rabbit', 'shrew', 'mole', 'goat', 'horse', 'cat', 'camel']",animal,0.022771425545215607,A odd_toed_ungulate is a type of <mask>,odd_toed_ungulate
151,"['snake', 'fish', 'bird', 'rodent', 'worm', 'insect', 'shark', 'snail', 'spider', 'lizard', 'beetle', 'rabbit', 'rat', 'dog', 'animal', 'frog', 'ant', 'mosquito', 'crab', 'bee']",animal,0.014790105633437634,A booby is a type of <mask>,booby
152,"['ant', 'insect', 'beetle', 'bee', 'mosquito', 'ants', 'bug', 'animal', 'pest', 'rodent', 'spider', 'mole', 'bird', 'fungus', 'plant', 'mammal', 'fly', 'weed', 'human', 'colony']",animal,0.003981027752161026,A army_ant is a type of <mask>,army_ant
153,"['snake', 'python', 'lizard', 'snakes', 'rat', 'spider', 'serpent', 'rodent', 'frog', 'worm', 'Python', 'insect', 'bird', 'mosquito', 'fish', 'turtle', 'dog', 'Cobra', '...', 'animal']",animal,0.00019828337826766074,A lyre_snake is a type of <mask>,lyre_snake
155,"['horse', 'bull', 'dog', 'pony', 'animal', 'breed', 'cow', 'miniature', 'cattle', 'donkey', 'deer', 'unicorn', 'livestock', 'hybrid', 'elephant', 'stock', ':', 'goat', '...', 'juvenile']",animal,0.01941005140542984,A two_year_old_horse is a type of <mask>,two_year_old_horse
159,"['lizard', 'snake', 'bird', 'cat', 'horse', 'dog', 'rodent', 'monkey', 'beetle', 'pig', 'flower', 'animal', 'rabbit', 'fish', 'insect', 'spider', 'deer', 'frog', 'tree', '...']",animal,0.01357137132436037,A loligo is a type of <mask>,loligo
161,"['mammal', 'cat', 'dog', 'bird', 'bear', 'dinosaur', 'tiger', 'animal', 'snake', 'rodent', 'lizard', 'wolf', 'monkey', 'elephant', 'squirrel', 'owl', 'bat', 'spider', 'lion', 'deer']",animal,0.03316299989819527,A sloth is a type of <mask>,sloth
162,"['lizard', 'snake', 'mammal', 'monkey', 'rodent', 'frog', 'ape', 'animal', 'dinosaur', 'python', 'bird', 'spider', 'insect', 'gorilla', 'mole', 'turtle', 'ant', 'mosquito', 'butterfly', 'elephant']",animal,0.013292470946907997,A desert_iguana is a type of <mask>,desert_iguana
163,"['bird', 'fish', 'seal', 'goose', 'whale', 'duck', 'dolphin', 'eagle', 'owl', 'pigeon', 'gull', 'dinosaur', 'butterfly', 'puff', 'shark', 'birds', 'turtle', 'mammal', 'animal', 'lobster']",animal,0.0044275191612541676,A atlantic_puffin is a type of <mask>,atlantic_puffin
167,"['cat', 'rabbit', 'dog', 'rodent', 'deer', 'mouse', 'squirrel', 'wolf', 'mammal', 'sheep', 'rat', 'fox', 'snake', 'animal', 'bird', 'monkey', 'horse', 'bear', 'pig', 'goat']",animal,0.013575336895883083,A mink is a type of <mask>,mink
173,"['bird', 'pigeon', 'animal', 'duck', 'dove', 'goose', 'chicken', 'insect', 'hawk', 'birds', 'owl', 'crow', 'airplane', 'raven', 'mammal', 'butterfly', 'flight', 'fly', 'aircraft', 'turkey']",animal,0.013055509887635708,A dove is a type of <mask>,dove
174,"['wolf', 'cat', 'snake', 'bird', 'dog', 'lizard', 'bear', 'crow', 'fox', 'rodent', 'mammal', 'owl', 'animal', 'lion', 'monkey', 'deer', 'predator', 'mole', 'rabbit', 'dinosaur']",animal,0.015745682641863823,A ocelot is a type of <mask>,ocelot
178,"['monkey', 'ape', 'elephant', 'gorilla', 'bird', 'monkeys', 'rodent', 'mammal', 'squirrel', 'primates', 'cat', 'bat', 'python', 'deer', 'snake', 'animal', 'mouse', 'lion', 'dog', 'rabbit']",animal,0.0026920391246676445,A bonnet_macaque is a type of <mask>,bonnet_macaque
186,"['cat', 'rodent', 'bird', 'snake', 'dog', 'rat', 'mouse', 'squirrel', 'lizard', 'rabbit', 'monkey', 'mammal', 'fox', 'python', 'horse', 'deer', 'animal', 'wolf', 'spider', 'elephant']",animal,0.005338631104677916,A polecat is a type of <mask>,polecat
189,"['dog', 'canine', 'horse', 'animal', 'sled', 'cat', 'wolf', 'puppy', 'shepherd', 'pet', 'sheep', 'livestock', 'dogs', 'breed', 'rabbit', 'cattle', 'cow', 'Labrador', 'rodent', 'Dog']",animal,0.01663416437804699,A sled_dog is a type of <mask>,sled_dog
190,"['snake', 'python', 'lizard', 'rodent', 'snakes', 'rat', 'spider', 'serpent', 'worm', 'frog', 'mammal', 'mole', 'insect', 'mouse', 'Python', 'rabbit', 'Snake', 'dog', 'animal', 'dinosaur']",animal,0.0005006203427910805,A gopher_snake is a type of <mask>,gopher_snake
195,"['cow', 'animal', 'horse', 'cattle', 'goat', 'sheep', 'bull', 'pig', 'dog', 'livestock', 'calf', 'mammal', 'deer', 'chicken', 'camel', 'donkey', 'elephant', 'buffalo', 'ram', 'bird']",animal,0.14924250543117523,A calf is a type of <mask>,calf
202,"['fish', 'shark', 'carp', 'trout', 'salmon', 'tuna', 'shrimp', 'cat', 'snake', 'cod', 'lobster', 'squid', 'bass', 'crab', 'snail', 'lizard', 'freshwater', 'seafood', 'animal', 'dolphin']",animal,0.0011729240650311112,A catfish is a type of <mask>,catfish
204,"['horse', 'animal', 'cattle', 'deer', 'dog', 'livestock', 'pony', 'camel', 'cow', 'elephant', 'donkey', 'unicorn', 'bull', 'horses', 'bird', 'goat', 'breed', 'beast', 'buffalo', 'sheep']",animal,0.03868405148386955,A wild_horse is a type of <mask>,wild_horse
213,"['rodent', 'rat', 'mole', 'mouse', 'mammal', 'snake', 'rabbit', 'lizard', 'cat', 'python', 'ant', 'animal', 'rats', 'shrew', 'rodents', 'spider', 'pest', 'dog', 'bird', 'bat']",animal,0.003324083285406232,A damaraland_mole_rat is a type of <mask>,damaraland_mole_rat
214,"['monkey', 'rodent', 'mammal', 'elephant', 'animal', 'ape', 'squirrel', 'gorilla', 'bird', 'snake', 'bear', 'cat', 'monkeys', 'python', 'lizard', 'rabbit', 'mouse', 'tiger', 'dog', 'deer']",animal,0.008508688770234585,A woolly_monkey is a type of <mask>,woolly_monkey
218,"['horse', 'cow', 'dog', 'pony', 'donkey', 'cattle', 'animal', 'bull', 'goat', 'camel', 'sheep', 'elephant', 'livestock', 'horses', 'cat', 'unicorn', 'deer', 'chicken', 'breed', 'Horse']",animal,0.006573058664798737,A mare is a type of <mask>,mare
219,"['fish', 'snake', 'shark', 'shrimp', 'dolphin', 'python', 'lizard', 'worm', 'frog', 'carp', 'animal', 'trout', 'mosquito', 'rat', 'crab', 'mammal', 'spider', 'cat', 'squid', 'coral']",animal,0.0034848118666559458,A piranha is a type of <mask>,piranha
221,"['animal', 'slave', 'prisoner', 'human', 'bird', 'person', 'dog', 'captive', 'hostage', 'prey', 'creature', 'prison', 'child', 'fish', 'victim', 'pet', 'livestock', 'object', 'predator', 'inmate']",animal,0.17139221727848053,A captive is a type of <mask>,captive
222,"['turtle', 'snake', 'lizard', 'turtles', 'bird', 'dinosaur', 'frog', 'shark', 'shell', 'mammal', 'snail', 'fish', 'animal', 'Turtle', 'shrimp', 'reptiles', 'marine', 'crab', 'dolphin', '</s>']",animal,0.0016886605881154537,A leatherback_turtle is a type of <mask>,leatherback_turtle
223,"['animal', 'dog', 'horse', 'cow', 'cattle', 'vehicle', 'livestock', 'camel', 'bird', 'donkey', 'elephant', 'car', 'creature', 'pony', 'carriage', 'deer', 'cat', 'goat', 'bull', 'beast']",animal,0.26632237434387207,A horse is a type of <mask>,horse
224,"['rodent', 'mammal', 'ant', 'animal', 'bird', 'snail', 'worm', 'dog', 'insect', 'lizard', 'elephant', 'pig', 'spider', 'horse', 'cow', 'mole', 'snake', 'beetle', 'mouse', 'rabbit']",animal,0.06064380705356598,A ungulate is a type of <mask>,ungulate
225,"['clam', 'shrimp', 'snail', 'crab', 'lobster', 'shell', 'fish', 'coral', 'shark', 'algae', 'egg', 'mushroom', 'jelly', 'bacteria', 'worm', 'snake', 'animal', 'organism', 'fungus', 'squid']",animal,0.002214407315477729,A razor_clam is a type of <mask>,razor_clam
228,"['cat', 'bird', 'rodent', 'lizard', 'dog', 'mouse', 'spider', 'snake', 'rabbit', 'rat', 'animal', 'bat', 'mammal', 'mole', 'fish', 'tiger', 'squirrel', 'ant', 'butterfly', 'kitten']",animal,0.009030789136886597,A sand_cat is a type of <mask>,sand_cat
229,"['insect', 'beetle', 'bug', 'mosquito', 'bee', 'moth', 'ant', 'butterfly', 'bird', 'fly', 'spider', 'cricket', 'insects', 'pest', 'worm', 'frog', 'lizard', 'animal', 'flower', 'snake']",animal,0.0009297744836658239,A ladybug is a type of <mask>,ladybug
230,"['mammal', 'snake', 'dog', 'wolf', 'rodent', 'cat', 'animal', 'fox', 'lizard', 'squirrel', 'rabbit', 'mouse', 'bird', 'rat', 'deer', 'spider', 'bear', 'dinosaur', 'monkey', 'python']",animal,0.04684899374842644,A new_world_least_weasel is a type of <mask>,new_world_least_weasel
236,"['bird', 'cow', 'flower', 'ant', 'goose', 'snake', 'mushroom', 'animal', 'horse', 'fruit', 'butterfly', 'duck', 'rabbit', 'beetle', 'egg', 'pigeon', 'bee', 'insect', 'tree', 'squirrel']",animal,0.01613830216228962,A money_cowrie is a type of <mask>,money_cowrie
240,"['flower', 'snake', 'bird', 'chicken', 'cow', 'deer', 'dog', 'rabbit', 'cattle', 'weed', 'maize', 'tree', 'plant', 'animal', 'sheep', 'bee', 'mammal', 'elephant', 'ant', 'African']",animal,0.017074767500162125,A springbok is a type of <mask>,springbok
245,"['snake', 'python', 'snakes', 'dog', 'lizard', 'rodent', 'rat', 'cat', 'animal', '...', 'species', 'Snake', 'wolf', 'serpent', '</s>', 'mammal', 'cattle', 'predator', 'spider', 'dinosaur']",animal,0.0015153755666688085,A prairie_rattlesnake is a type of <mask>,prairie_rattlesnake
246,"['insect', 'bee', 'mosquito', 'fly', 'ant', 'moth', 'beetle', 'bug', 'pest', 'butterfly', 'bird', 'parasite', 'flies', 'bees', 'spider', 'animal', 'fungus', 'swarm', 'insects', 'bacteria']",animal,0.002629720838740468,A bee_fly is a type of <mask>,bee_fly
247,"['bird', 'snake', 'hawk', 'fish', 'crow', 'duck', 'chicken', 'cat', 'pigeon', 'goose', 'lizard', 'turtle', 'eagle', 'squirrel', 'dog', 'owl', 'butterfly', 'animal', 'monkey', 'frog']",animal,0.005732585676014423,A old_squaw is a type of <mask>,old_squaw
250,"['dog', 'snake', 'elephant', 'cat', 'horse', 'deer', 'goat', 'lizard', 'bird', 'mammal', 'cow', 'pig', 'rabbit', 'animal', 'monkey', 'camel', 'mosquito', 'rodent', 'cattle', 'fish']",animal,0.020253051072359085,A impala is a type of <mask>,impala
251,"['snake', 'python', 'lizard', 'spider', 'rat', 'rodent', 'snakes', 'monkey', 'Cobra', 'dog', 'cat', 'animal', 'worm', 'mammal', 'serpent', 'bird', 'mole', 'dinosaur', 'Scorpion', 'rabbit']",animal,0.0019607895519584417,A indian_cobra is a type of <mask>,indian_cobra
