,question,model_answer,true_answer
187,Is fur part of a caracal's body?,Yes,Yes
188,A wolf has fur.,Yes,Yes
189,Fur is part of a cat's body.,Yes,Yes
190,Does a rabbit have fur?,Yes,Yes
191,Is fur part of a cocker spaniel's body?,No,Yes
192,Does a antelope have fur?,Yes,Yes
193,Is fur part of a lion's body?,Yes,Yes
194,Does a rat have fur?,Yes,Yes
195,Fur is part of a ape's body.,Yes,Yes
196,Is fur part of a horse's body?,Yes,Yes
197,Does a beagle have fur?,Yes,Yes
198,Is fur part of a terrier's body?,Yes,Yes
199,Is fur part of a koala's body?,No,Yes
200,Does a mouse have fur?,Yes,Yes
201,Does a chihuahua have fur?,No,Yes
202,A kangaroo has fur.,No,Yes
203,A baboon has fur.,Yes,Yes
204,A tiger has fur.,Yes,Yes
205,Fur is part of a rat's body.,Yes,Yes
206,Fur is part of a giraffe's body.,Yes,Yes
207,Does a raccoon have fur?,Yes,Yes
208,A schnauzer has fur.,Yes,Yes
209,A horse has fur.,Yes,Yes
210,Does a wolf have fur?,Yes,Yes
211,Is fur part of a husky's body?,Yes,Yes
