,question,model_answer,true_answer
123,Wings are part of a macaw's body.,No,Yes
124,Does a flamingo have wings?,Yes,Yes
125,Does a dove have wings?,Yes,Yes
126,A eagle has wings.,Yes,Yes
127,Does a seabird have wings?,Yes,Yes
128,Wings are part of a toco toucan's body.,No,Yes
129,A flamingo has wings.,Yes,Yes
130,Are wings part of a stork's body?,No,Yes
131,Are wings part of a toco toucan's body?,No,Yes
132,A peacock has wings.,Yes,Yes
133,Is a wing part of a pigeon's body?,Yes,Yes
134,Does a crow have wings?,Yes,Yes
135,Is a wing part of a jay's body?,Yes,Yes
136,Wings are part of a dove's body.,No,Yes
137,Wings are part of a sparrow's body.,No,Yes
138,Does a toco toucan have wings?,No,Yes
139,A wader has wings.,Yes,Yes
140,Wing is part of a flamingo's body.,Yes,Yes
141,Is a wing part of a hen's body?,Yes,Yes
142,Are wings part of a flamingo's body?,Yes,Yes
143,Wings are part of a flamingo's body.,Yes,Yes
144,Does a goose have wings?,Yes,Yes
145,Is a wing part of a toco toucan's body?,No,Yes
146,Wing is part of a swan's body.,Yes,Yes
147,Wing is part of a goose's body.,Yes,Yes
148,Wings are part of a heron's body.,No,Yes
149,Are wings part of a turkey's body?,No,Yes
150,Wings are part of a vulture's body.,No,Yes
151,Wings are part of a stork's body.,No,Yes
152,Wing is part of a bird's body.,Yes,Yes
153,Are wings part of a bird's body?,Yes,Yes
154,Wing is part of a sparrow's body.,Yes,Yes
155,Are wings part of a duck's body?,No,Yes
156,Does a roaster have wings?,No,Yes
157,Does a eagle have wings?,Yes,Yes
158,Wings are part of a albatrosses's body.,No,Yes
159,Wings are part of a swan's body.,No,Yes
160,Wings are part of a crow's body.,Yes,Yes
161,Wings are part of a hen's body.,Yes,Yes
162,Wing is part of a owl's body.,Yes,Yes
163,Is a wing part of a chicken's body?,Yes,Yes
164,Does a stork have wings?,Yes,Yes
165,A chicken has wings.,Yes,Yes
166,Does a parrot have wings?,Yes,Yes
167,Are wings part of a bald eagle's body?,No,Yes
168,Are wings part of a owl's body?,No,Yes
169,Does a wader have wings?,Yes,Yes
170,Are wings part of a crow's body?,Yes,Yes
171,Wings are part of a parrot's body.,No,Yes
172,Is a wing part of a crow's body?,Yes,Yes
173,Wing is part of a seabird's body.,Yes,Yes
174,Is a wing part of a owl's body?,Yes,Yes
175,Wing is part of a pigeon's body.,Yes,Yes
176,Does a jay have wings?,Yes,Yes
177,Wings are part of a hummingbird's body.,Yes,Yes
178,Is a wing part of a seabird's body?,Yes,Yes
179,Wing is part of a peacock's body.,No,Yes
180,Wing is part of a heron's body.,Yes,Yes
181,Wings are part of a goose's body.,No,Yes
182,A pigeon has wings.,Yes,Yes
183,Is a wing part of a heron's body?,Yes,Yes
184,A macaw has wings.,No,Yes
185,Are wings part of a roaster's body?,No,Yes
186,Is a wing part of a dove's body?,Yes,Yes
187,Wings are part of a roaster's body.,No,Yes
188,Does a pigeon have wings?,Yes,Yes
189,Wing is part of a duck's body.,Yes,Yes
190,Are wings part of a chicken's body?,Yes,Yes
191,Wings are part of a pigeon's body.,No,Yes
