,question,label
105,go on stage has a first subevent of acknowledge audience applause,Yes
106,desire to learn causes desire of visit museum,Yes
107,onions has skin,Yes
108,rhine is part of switzerland,Yes
109,talking to has a prerequisite of language,Yes
110,go to hairdresser has a prerequisite of take shower,Yes
111,pianos has 88 keys,Yes
112,lettuce is usually located at salad,Yes
113,grow vegetables has a subevent of feel pride,Yes
114,go to party has a prerequisite of get dressed,Yes
115,leaves is usually located at street,Yes
116,carom is part of billiards,Yes
117,concierge is usually located at hotel,Yes
118,descending colon is part of large intestine,Yes
119,perjure entails swear,Yes
120,thank has a prerequisite of have to thank for,Yes
121,practice law has a prerequisite of go to law school,Yes
122,water is usually located at cactus,Yes
123,diplomacy is capable of bridge differences,Yes
124,entertaining has a subevent of tell stories,Yes
125,getting wet has a prerequisite of liquid,Yes
126,enemy is capable of holding secret weapon,Yes
127,vessel is usually located at ocean,Yes
128,ghille suit is usually used for camouflage,Yes
129,giving assistance is usually used for helping in need,Yes
130,people is usually located at water cooler,Yes
131,socialize has a prerequisite of talk to people,Yes
132,checkerboard is part of checkers,Yes
133,malleus is part of middle ear,Yes
134,avoid sunstroke has a prerequisite of wear hat,Yes
135,boot is usually located at foot,Yes
136,person is capable of deal drugs,Yes
137,cannabis is usually used for pleasure,Yes
138,television show is usually located at television,Yes
139,guns is capable of fire bullets to targets,Yes
140,box is usually located at ballpark,Yes
141,nylon is usually located at drawer,Yes
142,get exercise has a prerequisite of go to gym,Yes
143,loving else has a subevent of kissing,Yes
144,ball is capable of bounces,Yes
145,get wet has a prerequisite of take shower,Yes
146,cheddar cheese has a property of orange,Yes
147,having sex with has a subevent of kissing each other,Yes
148,employer is capable of pay employees,Yes
149,teaching other people has a prerequisite of patience,Yes
150,pay cash has a prerequisite of not use credit card,Yes
151,buying has a subevent of put in pocket,Yes
152,round trip ticket is usually used for travel,Yes
153,front room is usually located at modern house,Yes
154,elevator is usually located at at hotel,Yes
155,being tired causes desire of sleep,Yes
156,punishing has a subevent of sending to room,Yes
157,revolver is usually used for shoot person,Yes
158,playing football has a subevent of get tackled,Yes
159,delegate is usually located at conference,Yes
160,light is part of electromagnetic spectrum,Yes
161,tailgate is part of beach wagon,Yes
162,improving yourself has a subevent of will become better,Yes
163,clean is motivated by a goal of dirty,Yes
164,pay bills has a prerequisite of making money,Yes
165,masturbation is defined as act of masturbating,Yes
166,haircloth is usually located at bathroom,Yes
167,underwear is usually located at suitcase,Yes
168,going on vacation usually causes relaxing,Yes
169,entertaining usually causes happiness,Yes
170,athens is part of georgia,Yes
171,atheists is capable of doubt existence of god,Yes
172,horseback riding has a property of fun,Yes
173,tie shoelace has a prerequisite of use fingers,Yes
174,money is usually located at casino,Yes
175,strike match has a prerequisite of open matchbox,Yes
176,shutter is part of camera,Yes
177,nanovolt is part of volt,Yes
178,sex has effect of insemination,Yes
179,seeing new has a subevent of wondering what might,Yes
180,running in marathon has a subevent of breathe hard,Yes
181,kitchen is usually used for storing food,Yes
182,tap is part of barrel,Yes
183,making love usually causes procreation,Yes
184,basketball court is usually used for exercise,Yes
185,dental chair is usually located at dentists office,Yes
186,supplier is capable of ship product,Yes
187,hands is capable of tear piece of paper,Yes
188,evil is defined as opposite of good,Yes
189,computers is capable of compute,Yes
190,meeting girls has a subevent of flirting,Yes
191,germs is capable of spread disease,Yes
192,plumbing fixture is part of plumbing,Yes
193,frimaire is part of revolutionary calendar,Yes
194,have heart attack has a last subevent of die,Yes
195,make shopping list is motivated by a goal of don't want to forget,Yes
196,face is part of animal,Yes
197,nail is part of house,Yes
198,cans is usually used for transfer gasoline,Yes
199,dredging bucket is part of dredge,Yes
200,femtosecond is part of picosecond,Yes
201,lock is part of door,Yes
202,pretending has a subevent of lose touch with reality,Yes
203,getting clean has a prerequisite of soap and water,Yes
204,actors is capable of act in movie,Yes
205,praying has a subevent of kneeling,Yes
206,lecture is part of course,Yes
207,ozarks is part of arkansas,Yes
208,god is usually used for justify hate,Yes
209,internet is usually used for communicate,Yes
210,straw is usually located at fast food restaurant,Yes
211,north africa is part of africa,Yes
212,know if you're healthy has a prerequisite of get checkup,Yes
213,plankton is usually located at water,Yes
214,friendly is the opposite of unfriendly,Yes
215,run twenty six miles has a prerequisite of sign up for marathon,Yes
216,mean is the opposite of nice,Yes
217,wrinkle is part of skin,Yes
218,essen is part of germany,Yes
219,jesus christ is defined as son of god,Yes
220,humans is capable of hear sounds,Yes
221,soweto is part of south africa,Yes
222,fight enemy has a prerequisite of join army,Yes
223,urinate has a prerequisite of go to toilet,Yes
224,urinate has a prerequisite of go to bathroom,Yes
225,machine is usually located at barn,Yes
226,issues is capable of matter to voters,Yes
227,earth has many different living organisms,Yes
228,repetition has a property of boring,Yes
229,bookstore is usually used for buy book,Yes
230,underestimate is the opposite of overestimate,Yes
231,get money from has a prerequisite of ask for,Yes
232,anteroom is part of building,Yes
233,museum is usually used for learn about things,Yes
234,bit is part of key,Yes
235,person desires fair trial,Yes
236,telling many people about usually causes rumor,Yes
237,go to school has a prerequisite of get on school bus,Yes
238,situation is capable of get interesting,Yes
239,howling with laughter has a subevent of open mouth wide,Yes
240,darfur is part of sudan,Yes
241,having rest usually causes refreshment,Yes
242,terrorists is usually located at airport,Yes
243,college is usually located at large city,Yes
244,dust is usually located at air,Yes
245,fencing usually causes injuries,Yes
246,doing housework has a subevent of house gets clean,Yes
247,getting divorce usually causes freedom,Yes
248,humans has ten fingers,Yes
249,get wet has a subevent of have sex,Yes
250,gold is usually located at fort knox,Yes
251,copulate is motivated by a goal of children,Yes
252,magazines usually recieves an action of printed on paper,Yes
253,solemnity of mary is part of january,Yes
254,hardening is part of plastination,Yes
255,study is motivated by a goal of pass test,Yes
256,gambier islands is part of french polynesia,Yes
257,tell story has a subevent of time telling,Yes
258,work has a prerequisite of learn procedure,Yes
259,cloth is usually used for clean,Yes
260,reaching advantage usually causes being ahead,Yes
261,magazine is usually located at library,Yes
262,profits is capable of equal expenses,Yes
263,keys is capable of open doors,Yes
264,start flame or fire is motivated by a goal of needed heat or light,Yes
265,write letter has a last subevent of sign,Yes
266,stamp pad is usually located at office,Yes
267,watch movie has a prerequisite of turn on tv,Yes
268,nanosecond is part of microsecond,Yes
269,movie is usually located at movie theater,Yes
270,dancing usually causes meeting people,Yes
271,pray has a subevent of fold hands,Yes
272,program has a subevent of debug,Yes
273,symptoms is capable of point to diagnosis,Yes
274,menorah is usually located at synagogue,Yes
275,dhaulagiri is part of himalayas,Yes
276,hammer is capable of nail nail,Yes
277,canoe is usually located at boat house,Yes
278,cyclists is capable of bicycle to work,Yes
279,flint is part of georgia,Yes
280,riding bicycle is usually used for excercise,Yes
281,off broadway is part of manhattan,Yes
282,dictionaries is usually located at library,Yes
283,low countries is part of europe,Yes
284,fungus is usually located at dark moist area,Yes
285,light match has a prerequisite of strike,Yes
286,dairen is part of china,Yes
287,seller is capable of market goods,Yes
288,most apartments has kitchens,Yes
289,bookshelf is usually located at library,Yes
290,visiting other countries usually causes jet lag,Yes
291,read magazine has a prerequisite of subscribe to magazine,Yes
292,papua new guinea is part of new guinea,Yes
293,bus stop is usually located at urban area,Yes
294,chef is capable of cook dish,Yes
295,belgium is part of europe,Yes
296,soundtrack is part of sound film,Yes
297,precede is the opposite of succeed,Yes
298,going on strike has a subevent of suppliers hurt,Yes
299,ariana is part of tunisia,Yes
300,anus is part of body,Yes
301,run in marathon is motivated by a goal of like exercise,Yes
302,human has one body,Yes
303,taiyuan is part of china,Yes
304,system of abstract thought is created by person,Yes
305,chewing food has a prerequisite of moving jaws,Yes
306,epistle of james is part of new testament,Yes
307,fix computer has a subevent of take cover off,Yes
308,ball is capable of strike windows,Yes
309,marengo is part of napoleonic wars,Yes
310,running errands has a property of boring,Yes
311,carpet is usually used for insulation,Yes
312,passing university exams usually causes graduating on time,Yes
313,heat is the opposite of cold,Yes
314,cog is part of gear,Yes
315,pumpkin is usually located at farmer's market,Yes
316,middle is part of torso,Yes
317,crutch usually causes injury,Yes
318,meeting interesting people has a subevent of keeping in touch,Yes
319,niger is part of africa,Yes
320,superman is capable of destroy lead pipes,Yes
321,side dish is part of meal,Yes
322,fight inflation has a prerequisite of save money,Yes
323,pie is usually located at refrigerator,Yes
324,dive has a prerequisite of learn how to swim,Yes
325,linen closet is usually located at house,Yes
326,door with lock is usually used for keep people out,Yes
327,springfield is part of illinois,Yes
328,tickle has a prerequisite of find reacts to tickling,Yes
329,machine is usually used for create electricity,Yes
330,floor is usually located at closet,Yes
331,alps is part of switzerland,Yes
332,dusk is the opposite of dawn,Yes
333,fire extinguisher is usually used for extinguishing fires,Yes
334,farting has a subevent of making noise,Yes
335,playing hockey has a subevent of puck hits,Yes
336,coronal suture is part of cranium,Yes
337,loving else usually causes getting hurt,Yes
338,thanking has a subevent of shaking hands,Yes
339,black is the opposite of white,Yes
340,sell new book has a prerequisite of publish,Yes
341,denim is usually located at pair of jeans,Yes
342,people is capable of catch colds,Yes
343,approach path is part of traffic pattern,Yes
344,attending meeting has a subevent of learn,Yes
345,sue has a prerequisite of have lawyer,Yes
346,family room is usually used for play piano,Yes
347,gyroscope is part of gyrostabilizer,Yes
348,sivan is part of jewish calendar,Yes
349,dandruff shampoo is usually located at pharmacy,Yes
350,working box office usually causes selling tickets,Yes
351,prisoners is capable of attempt to escape,Yes
352,balkans is part of balkan peninsula,Yes
353,people is capable of stand upright,Yes
354,child is created by parents,Yes
355,operator gene is part of operon,Yes
356,past is distinct from future,Yes
357,shop has a prerequisite of have money,Yes
358,entertaining has a subevent of play tennis,Yes
359,crossing street has a prerequisite of checking for traffic,Yes
360,performing has a subevent of act,Yes
361,dollar bill is usually located at pocket,Yes
362,lasagna is usually located at freezer,Yes
363,seeing favorite show usually causes happy,Yes
364,painting picture has a prerequisite of canvas,Yes
365,get exercise has a prerequisite of move,Yes
366,make bread has a subevent of mixing of ingredients,Yes
367,person desires freedom from want,Yes
368,field house is part of stadium,Yes
369,becoming scuba diver has a prerequisite of training,Yes
370,serve customers is motivated by a goal of pay to,Yes
371,balance wheel is part of timepiece,Yes
372,lens is usually used for magnify,Yes
373,chat with friends has a subevent of use hands to gesture,Yes
374,dramatic composition is part of dramaturgy,Yes
375,hanukkah is part of tebet,Yes
376,solfa syllable is part of tonic solfa,Yes
377,canadian is part of texas,Yes
378,get paid has a prerequisite of get job,Yes
379,sousse is part of tunisia,Yes
380,visit art gallery has a last subevent of leave art gallery,Yes
381,agrobiology is part of agronomy,Yes
382,isotropy is the opposite of anisotropy,Yes
383,teenagers is capable of sleep lot,Yes
384,taking shower has a subevent of singing,Yes
385,go to mall has a subevent of look for bargains,Yes
386,chocolate usually recieves an action of eaten,Yes
387,hearing music is usually used for relaxing,Yes
388,computer has a property of more complex than pencil,Yes
389,taking course usually causes learning,Yes
390,decanter is usually used for hold wine,Yes
391,preparing for vote has a prerequisite of studying candidates,Yes
392,canvas is usually used for paint picture on,Yes
393,living is usually used for having fun,Yes
394,do exercises has a last subevent of do cool down,Yes
395,take care of proposals has a prerequisite of read carefully,Yes
396,go to concert has a subevent of listen to loud music,Yes
397,watertown is part of wisconsin,Yes
398,clichy is part of paris,Yes
399,buying has a subevent of determine make and model,Yes
400,change slot is part of vending machine,Yes
401,darkness is the opposite of lightness,Yes
402,union is part of labor movement,Yes
403,accordion is usually used for make music,Yes
404,kissing usually causes arousal,Yes
405,pay bills has a first subevent of receive bills in mail,Yes
406,butter is capable of coat frying pan,Yes
407,cathode is part of storage battery,Yes
408,disease is usually used for make sick,Yes
409,cleaning house has a subevent of vacuum carpet,Yes
410,cans of food is usually located at shelf,Yes
411,farmers is capable of farm land,Yes
412,opening gift has a prerequisite of tearing paper,Yes
413,poster is usually used for decorating room,Yes
414,dressing room is part of dwelling,Yes
415,lamp chimney is part of oil lamp,Yes
416,hype is usually located at car show,Yes
417,pantry is usually located at sunday school kitchen,Yes
418,enjoying company of friends usually causes happiness,Yes
419,linen closet is usually used for storing bath towels,Yes
420,paddle is part of paddlewheel,Yes
421,cumberland is part of tennessee,Yes
422,make people laugh has a subevent of become happy,Yes
423,lasagna is usually located at plate,Yes
424,jelly beans is usually located at jar,Yes
425,windshield wiper is part of motor vehicle,Yes
426,competing against usually causes losing,Yes
427,actor is capable of star in movie,Yes
428,pass sentence has a prerequisite of judgemental,Yes
429,people is capable of race cars,Yes
430,word usually recieves an action of misspelled above,Yes
431,early is the opposite of late,Yes
432,enjoy film has a subevent of laugh,Yes
433,phones is capable of ring,Yes
434,paint picture is motivated by a goal of create,Yes
435,umbrella is usually located at umbrella stand,Yes
436,passing class has a subevent of take test,Yes
437,breathing usually causes relaxation,Yes
438,sacrum is part of pelvis,Yes
439,cans is usually located at supermarket,Yes
440,going to party is usually used for fun,Yes
441,ciudad victoria is part of mexico,Yes
442,masse is part of pool,Yes
443,write story has a prerequisite of use words,Yes
444,awake has a prerequisite of set up clock alarm,Yes
445,pray has a prerequisite of get down on knees,Yes
446,tooth socket is part of alveolar ridge,Yes
447,tampa is part of florida,Yes
448,bathing has a subevent of getting soap in eyes,Yes
449,south america is part of occident,Yes
450,getting in shape is usually used for own good health,Yes
451,tours is part of france,Yes
452,mississippi is part of united states,Yes
453,temperature records is usually located at newspaper,Yes
454,remember is motivated by a goal of of interest to,Yes
455,dining room is usually located at mansion,Yes
456,kislev is part of jewish calendar,Yes
457,winter has a property of cold,Yes
458,passengers is capable of board plane,Yes
459,sleeping usually causes death,Yes
460,llullaillaco is part of argentina,Yes
461,strip mall is usually located at suburbs,Yes
462,escalator is usually located at store,Yes
463,thirsty people is usually located at water fountain,Yes
464,working has a subevent of pleasing customer,Yes
465,buy christmas presents has a subevent of buying wrapping paper,Yes
466,cephalic vein is part of arm,Yes
467,lacrimal apparatus is part of eye,Yes
468,dew in early morning is usually located at lawn,Yes
469,gate is usually used for closing,Yes
470,bucket is usually used for carrying liquids,Yes
471,visiting museum usually causes learning about art,Yes
472,blanketing is usually used for warmth,Yes
473,court is usually used for playing tennis,Yes
474,first epistle of john is part of new testament,Yes
475,potato is usually located at kitchen,Yes
476,playing is usually used for having fun,Yes
477,light match has a prerequisite of strike on rough surface,Yes
478,saint vincent is part of saint vincent and grenadines,Yes
479,beautiful day causes desire of ride bike,Yes
480,attractions is usually located at disneyland,Yes
481,person is capable of say love,Yes
482,wait on tables has a prerequisite of waiter,Yes
483,babylonia is part of mesopotamia,Yes
484,cook has a first subevent of wash hands,Yes
485,behind is distinct from front,Yes
486,buffet is usually used for food,Yes
487,machine is usually used for vacuum,Yes
488,jodhpur is part of riding habit,Yes
489,copulate has a prerequisite of know about safe sex,Yes
490,county is usually located at state,Yes
491,getting job usually causes earning money,Yes
492,traveling has a subevent of staying in motel,Yes
493,gazetteer is part of atlas,Yes
494,studying usually causes headache,Yes
495,mechanics is capable of service cars,Yes
496,winter crookneck squash is part of winter crookneck,Yes
497,read has a prerequisite of open book,Yes
498,rushmore is part of south dakota,Yes
499,surf net has a prerequisite of turn on computer,Yes
500,start fire is motivated by a goal of cold,Yes
501,dried tortillas has a property of rigid,Yes
502,student is capable of read book,Yes
503,wall is part of house,Yes
504,have party has a last subevent of package up unfinished food,Yes
505,stand is part of stadium,Yes
506,hitting bottle has a prerequisite of alcohol,Yes
507,people has a property of stupid,Yes
508,johannesburg is part of south africa,Yes
509,going to mall usually causes buying things,Yes
510,chapel is usually used for getting married,Yes
511,like entails approve,Yes
512,electric fan is usually used for moving air,Yes
513,nut is part of nut and bolt,Yes
514,buildings has windows,Yes
515,kissing usually causes erection,Yes
516,chef is capable of cook very well,Yes
517,accident is capable of cause injuries,Yes
518,scantling is part of building,Yes
519,people is capable of dream when sleeping,Yes
520,lake mead is part of nevada,Yes
521,lie down is motivated by a goal of need to relax,Yes
522,babies is created by humans,Yes
523,find information has a prerequisite of go to library,Yes
524,beam is usually located at house,Yes
525,railroad track is part of line,Yes
526,improve yourself has a subevent of meditate,Yes
527,key is capable of start car,Yes
528,finding information has a subevent of hire secretary,Yes
529,table cloth is usually located at table,Yes
530,knowable is the opposite of unknowable,Yes
531,bullet is usually used for projectile,Yes
532,get money from has a subevent of thank,Yes
533,science is usually used for learn more about nature,Yes
534,main entrance is usually located at buildings,Yes
535,room is usually located at use,Yes
536,lisbon is part of portugal,Yes
537,runway is usually used for landing airplanes,Yes
538,frozen vegetables is usually located at freezer,Yes
539,lanes is usually located at bowling alley,Yes
540,cocaine has a property of addictive,Yes
541,mayonnaise is usually located at refrigerator,Yes
542,circulatory system is part of body,Yes
543,flirt has a subevent of make eye contact,Yes
544,university is part of academia,Yes
545,read book is motivated by a goal of read,Yes
546,deck is part of ship,Yes
547,going for walk is usually used for excersice,Yes
548,kill is motivated by a goal of money,Yes
549,being sad usually causes cry,Yes
550,book is usually located at classroom,Yes
551,getting job is usually used for earning money,Yes
552,byzantium is part of byzantine empire,Yes
553,apple tree is usually located at washington state,Yes
554,pay by check has a last subevent of sign name,Yes
555,fayetteville is part of north carolina,Yes
556,squirrels is capable of gather acorns,Yes
557,lusaka is part of zambia,Yes
558,dairen is part of luda,Yes
559,examination table has a property of hard,Yes
560,going for run is usually used for getting fresh air,Yes
561,lip is usually used for expressing feeling,Yes
562,thief is capable of case joint,Yes
563,bed is usually used for have sex,Yes
564,basinet is part of body armor,Yes
565,go to bed has a subevent of make sweet love,Yes
566,satan is defined as prince of lies,Yes
567,fighting enemy has a subevent of death,Yes
568,tack has a property of sharp,Yes
569,bathing usually causes become clean,Yes
570,gulf of antalya is part of mediterranean,Yes
571,person is capable of holding,Yes
572,bustle entails rush,Yes
573,feature is part of magazine,Yes
574,supercharger is part of internal combustion engine,Yes
575,waiting for has a prerequisite of time,Yes
576,ocean is usually located at earth,Yes
577,abwatt is part of milliwatt,Yes
578,planning vacation is usually used for making vacation worthwhile,Yes
579,stand in line has a subevent of conversation,Yes
580,cottage is usually located at village,Yes
581,brahmaputra is part of bangladesh,Yes
582,pray has a subevent of cut out distractions,Yes
583,find information has a prerequisite of look up,Yes
584,addis ababa is part of ethiopia,Yes
585,crystal is part of crystal detector,Yes
586,boat is usually used for rowing,Yes
587,bullet is usually used for shooting,Yes
588,amnion is part of fetal membrane,Yes
589,inflexible is the opposite of flexible,Yes
590,marijuana is usually used for getting high,Yes
591,archaeology is usually used for learning about past,Yes
592,katowice is part of poland,Yes
593,chatting with friends is usually used for gossiping,Yes
594,telephone is usually located at hotel,Yes
595,federal protective service is part of general services administration,Yes
596,policeman is capable of stop traffic,Yes
597,kill has a subevent of or dies,Yes
598,person desires able to read,Yes
599,shelf is part of chest of drawers,Yes
600,driving to work has a prerequisite of petrol,Yes
601,checking vital signs has a subevent of take temperature,Yes
602,seeing idea become reality usually causes fulfillment,Yes
603,politicians is capable of field questions,Yes
604,going to bed is usually used for taking nap,Yes
605,predictive is the opposite of reactive,Yes
606,computer is usually located at jet airliner,Yes
607,traveling has a subevent of driving on strange roads,Yes
608,dryer is usually located at basement,Yes
609,start flame or fire is motivated by a goal of create warmth,Yes
610,bhagavad gita is part of mahabharata,Yes
611,check entails move,Yes
612,folded clothes is usually located at suitcase,Yes
613,canoe is usually located at water,Yes
614,exporter is the opposite of importer,Yes
615,bratislava is part of slovakia,Yes
616,limp dick is the opposite of priapism,Yes
617,revolutionary calendar month is part of revolutionary calendar,Yes
618,instrument is capable of make music,Yes
619,mirror is usually used for light reflection,Yes
620,play baseball has a subevent of sweat,Yes
621,hang glide entails glide,Yes
622,deltoid is part of rotator cuff,Yes
623,passageway is usually used for walk,Yes
624,weisshorn is part of alps,Yes
625,going to sleep is usually used for relaxing,Yes
626,crime causes desire of pass sentence,Yes
627,death valley is part of nevada,Yes
628,caucasus is part of caucasia,Yes
629,diving has a prerequisite of skill in swimming,Yes
630,carpal tunnel is part of wrist,Yes
631,laughing at joke has a subevent of choke,Yes
632,person desires egg sandwich,Yes
633,write story has a prerequisite of think of plot,Yes
634,food is usually located at cupboard,Yes
635,sumatra is part of indonesia,Yes
636,transit ticket is usually located at pocket,Yes
637,floorboard is part of car,Yes
638,stump is part of limb,Yes
639,bus is usually located at city,Yes
640,colic artery is part of abdomen,Yes
641,competing has a subevent of lose,Yes
642,human is usually located at workplace,Yes
643,chatting with friends has a subevent of gossip,Yes
644,cook meal has a prerequisite of buy food,Yes
645,redding is part of california,Yes
646,folding shower door is usually located at bathroom,Yes
647,children's playhouses is usually located at lawn,Yes
648,tower of babel is part of babylon,Yes
649,watching tv show has a subevent of falling asleep,Yes
650,screw thread is part of screw,Yes
651,stand in queue is motivated by a goal of reach end of,Yes
652,buying has a subevent of make quality choices,Yes
653,bullet is usually located at magazine,Yes
654,drug enforcement administration is part of department of justice,Yes
655,giving plug is usually used for promoting book,Yes
656,take oath is motivated by a goal of dedicate allegiance,Yes
657,sitka is part of alaska,Yes
658,earth is part of solar system,Yes
659,democracy usually recieves an action of found in america,Yes
660,radio studio is usually used for record music,Yes
661,computers is capable of do work,Yes
662,each person has two lips,Yes
663,south carolina is part of carolina,Yes
664,listening to music is usually used for partying,Yes
665,opening bag of chips usually causes spill,Yes
666,champagne is part of france,Yes
667,living usually causes sometimes bad,Yes
668,mover is capable of box belongings,Yes
669,sleeping has a subevent of dreaming,Yes
670,being nervous causes desire of fiddle,Yes
671,buying food has a prerequisite of money,Yes
672,kinshasa is part of congo,Yes
673,parent is capable of dress child,Yes
674,sell new book is motivated by a goal of money,Yes
675,people is capable of visit places,Yes
676,waiting has a subevent of read,Yes
677,taking walk usually causes increased heart rate,Yes
678,sail is part of sailing vessel,Yes
679,rest has a prerequisite of lay down,Yes
680,jeans is usually located at thrift store,Yes
681,going see film usually causes enjoyment,Yes
682,hearing testimony usually causes verdict,Yes
683,secondary coil is part of transformer,Yes
684,cellar is usually used for storing wine,Yes
685,pretend has a prerequisite of act,Yes
686,austria hungary is part of europe,Yes
687,wash car has a prerequisite of have car,Yes
688,vacation causes desire of have fun,Yes
689,having fun usually causes laughter,Yes
690,propose to woman has a prerequisite of get on knees,Yes
691,molise is part of italy,Yes
692,taking examination has a subevent of write,Yes
693,great indian desert is part of pakistan,Yes
694,colorado is part of united states,Yes
695,do housework has a prerequisite of vacuum floor,Yes
696,person is capable of hold breath,Yes
697,actor is capable of act badly,Yes
698,wax usually recieves an action of melted,Yes
699,hunger has a property of painful,Yes
700,makeup is usually used for enhance,Yes
701,ojos del salado is part of argentina,Yes
702,refrigerator is usually used for keeping food from spoiling,Yes
703,needing hardcopy causes desire of print on printer,Yes
704,masturbation usually causes orgasm,Yes
705,testing car usually causes buying car,Yes
706,plain is distinct from fancy,Yes
707,urinate has a subevent of bladder emptied,Yes
708,prosthesis is usually used for practical uses,Yes
709,guitar is usually used for music,Yes
710,people is capable of captain ships,Yes
711,get warm is motivated by a goal of comfortable,Yes
712,catabolism is part of metabolism,Yes
713,go to pub has a prerequisite of bring id,Yes
714,fan is usually used for cooling air,Yes
715,eyepiece is part of optical telescope,Yes
716,shebat is part of jewish calendar,Yes
717,conquering nation has a prerequisite of big army,Yes
718,maintaining muscle strength is usually used for maintaining health,Yes
719,get has a prerequisite of reach for,Yes
720,score home run has a prerequisite of baseball player,Yes
721,finder is part of gunsight,Yes
722,go on vacation has a subevent of pack stuff,Yes
723,judges is capable of settle disputes,Yes
724,getting up early has a prerequisite of setting alarm clock,Yes
725,shopping has a subevent of spend money,Yes
726,logic is defined as bane of irrational people,Yes
727,somalia is part of somali peninsula,Yes
728,weeding garden usually causes remove weeds,Yes
729,oligocene is part of tertiary,Yes
730,handle is part of mug,Yes
731,window is part of building,Yes
732,samaria is part of palestine,Yes
733,emptying bladder usually causes satisfying,Yes
734,scaffold is part of scaffolding,Yes
735,attribute is usually used for describe,Yes
736,fan is capable of cool room,Yes
737,chocolate is capable of melt,Yes
738,passing sentence has a prerequisite of judgement,Yes
739,large ships is usually located at sea,Yes
740,barricade is usually located at roadblock,Yes
