,question,label
254,A elephant has hair.,No
255,Does a elephant have a tail?,Yes
256,A elephant has a tail.,Yes
257,Does a elephant have two legs?,No
258,A elephant has two legs.,No
259,Does a elephant have legs?,Yes
260,A elephant has legs.,Yes
261,A elephant doesn't have legs.,No
262,Can a elephant fly?,No
263,A elephant can fly.,No
264,Does a elephant have four legs?,Yes
265,A elephant have four legs.,Yes
266,Can a elephant climb?,No
267,A elephant climb.,No
268,A elephant can be found on a tree.,No
269,Does a elephant have bones?,Yes
270,A elephant has bones.,Yes
271,Does a elephant have a beak?,No
272,A beak is a body part of a elephant.,No
273,Is a beak a body part of a elephant?,No
274,Does a elephant have teeth?,Yes
275,A elephant has teeth.,Yes
276,Does a elephant have feathers?,No
277,A elephant has feathers.,No
278,Does a elephant have horns?,No
279,A elephant has horns.,No
280,Horns is a body part of a elephant.,No
281,Does a elephant have hooves?,No
282,A elephant has hooves.,No
283,Does a elephant have claws?,No
284,A elephant has claws.,No
285,Does a bat live underwater?,No
286,A bat lives underwater.,No
287,A bat lives in the water.,No
288,Does a bat can breathe underwater?,No
289,A bat can breathe underwater.,No
290,A bat can breathe in the water.,No
291,Does a bat have wings?,Yes
292,A bat has wings.,Yes
293,A bat has at least one wing.,Yes
294,Does a bat have at least one wing?,Yes
295,Does a bat drink water?,Yes
296,A bat drinks water.,Yes
297,Water is part of a bat's diet.,Yes
298,Does a bat drink coffee?,No
299,A bat drinks coffee.,No
300,Coffee is part of a bat's diet.,No
301,Does a bat eat meat?,No
302,A bat eats meat.,No
303,Meat is part of a bat's diet.,No
304,Does a bat have fins?,No
305,A bat has fins.,No
306,Does a bat have scales?,No
307,A bat has scales.,No
308,Does a bat have fur?,Yes
309,A bat has fur.,Yes
310,Does a bat have hair?,Yes
311,A bat has hair.,Yes
312,Does a bat have a tail?,Yes
313,A bat has a tail.,Yes
314,Does a bat have two legs?,No
315,A bat has two legs.,No
316,Does a bat have legs?,Yes
317,A bat has legs.,Yes
318,A bat doesn't have legs.,No
319,Can a bat fly?,Yes
320,A bat can fly.,Yes
321,Does a bat have four legs?,No
322,A bat have four legs.,No
323,Can a bat climb?,Yes
324,A bat climb.,Yes
325,A bat can be found on a tree.,Yes
326,Does a bat have bones?,Yes
327,A bat has bones.,Yes
328,Does a bat have a beak?,No
329,A beak is a body part of a bat.,No
330,Is a beak a body part of a bat?,No
331,Does a bat have teeth?,Yes
332,A bat has teeth.,Yes
333,Does a bat have feathers?,No
334,A bat has feathers.,No
335,Does a bat have horns?,Yes
336,A bat has horns.,Yes
337,Horns is a body part of a bat.,Yes
338,Does a bat have hooves?,No
339,A bat has hooves.,No
340,Does a bat have claws?,Yes
341,A bat has claws.,Yes
342,Does a bear live underwater?,No
343,A bear lives underwater.,No
344,A bear lives in the water.,No
345,Does a bear can breathe underwater?,No
346,A bear can breathe underwater.,No
347,A bear can breathe in the water.,No
348,Does a bear have wings?,No
349,A bear has wings.,No
350,A bear has at least one wing.,No
351,Does a bear have at least one wing?,No
352,Does a bear drink water?,Yes
353,A bear drinks water.,Yes
354,Water is part of a bear's diet.,Yes
355,Does a bear drink coffee?,No
356,A bear drinks coffee.,No
357,Coffee is part of a bear's diet.,No
358,Does a bear eat meat?,Yes
359,A bear eats meat.,Yes
360,Meat is part of a bear's diet.,Yes
361,Does a bear have fins?,No
362,A bear has fins.,No
363,Does a bear have scales?,No
364,A bear has scales.,No
365,Does a bear have fur?,Yes
366,A bear has fur.,Yes
367,Does a bear have hair?,Yes
368,A bear has hair.,Yes
369,Does a bear have a tail?,Yes
370,A bear has a tail.,Yes
371,Does a bear have two legs?,No
372,A bear has two legs.,No
373,Does a bear have legs?,Yes
374,A bear has legs.,Yes
375,A bear doesn't have legs.,No
376,Can a bear fly?,No
377,A bear can fly.,No
378,Does a bear have four legs?,Yes
379,A bear have four legs.,Yes
380,Can a bear climb?,Yes
381,A bear climb.,Yes
382,A bear can be found on a tree.,Yes
383,Does a bear have bones?,Yes
384,A bear has bones.,Yes
385,Does a bear have a beak?,No
386,A beak is a body part of a bear.,No
387,Is a beak a body part of a bear?,No
388,Does a bear have teeth?,Yes
389,A bear has teeth.,Yes
390,Does a bear have feathers?,No
391,A bear has feathers.,No
392,Does a bear have horns?,No
393,A bear has horns.,No
394,Horns is a body part of a bear.,No
395,Does a bear have hooves?,No
396,A bear has hooves.,No
397,Does a bear have claws?,Yes
398,A bear has claws.,Yes
399,Does a bird live underwater?,No
400,A bird lives underwater.,No
401,A bird lives in the water.,No
402,Does a bird can breathe underwater?,No
403,A bird can breathe underwater.,No
404,A bird can breathe in the water.,No
405,Does a bird have wings?,Yes
406,A bird has wings.,Yes
407,A bird has at least one wing.,Yes
408,Does a bird have at least one wing?,Yes
409,Does a bird drink water?,Yes
410,A bird drinks water.,Yes
411,Water is part of a bird's diet.,Yes
412,Does a bird drink coffee?,No
413,A bird drinks coffee.,No
414,Coffee is part of a bird's diet.,No
415,Does a bird eat meat?,No
416,A bird eats meat.,No
417,Meat is part of a bird's diet.,No
418,Does a bird have fins?,No
419,A bird has fins.,No
420,Does a bird have scales?,No
421,A bird has scales.,No
422,Does a bird have fur?,No
423,A bird has fur.,No
424,Does a bird have hair?,No
425,A bird has hair.,No
426,Does a bird have a tail?,Yes
427,A bird has a tail.,Yes
428,Does a bird have two legs?,Yes
429,A bird has two legs.,Yes
430,Does a bird have legs?,Yes
431,A bird has legs.,Yes
432,A bird doesn't have legs.,No
433,Can a bird fly?,Yes
434,A bird can fly.,Yes
435,Does a bird have four legs?,No
436,A bird have four legs.,No
437,Can a bird climb?,Yes
438,A bird climb.,Yes
439,A bird can be found on a tree.,Yes
440,Does a bird have bones?,Yes
441,A bird has bones.,Yes
442,Does a bird have a beak?,Yes
443,A beak is a body part of a bird.,Yes
444,Is a beak a body part of a bird?,Yes
445,Does a bird have teeth?,No
446,A bird has teeth.,No
447,Does a bird have feathers?,Yes
448,A bird has feathers.,Yes
449,Does a bird have horns?,No
450,A bird has horns.,No
451,Horns is a body part of a bird.,No
452,Does a bird have hooves?,No
453,A bird has hooves.,No
454,Does a bird have claws?,Yes
455,A bird has claws.,Yes
456,Does a camel live underwater?,No
457,A camel lives underwater.,No
458,A camel lives in the water.,No
459,Does a camel can breathe underwater?,No
460,A camel can breathe underwater.,No
461,A camel can breathe in the water.,No
462,Does a camel have wings?,No
463,A camel has wings.,No
464,A camel has at least one wing.,No
465,Does a camel have at least one wing?,No
466,Does a camel drink water?,Yes
467,A camel drinks water.,Yes
468,Water is part of a camel's diet.,Yes
469,Does a camel drink coffee?,No
470,A camel drinks coffee.,No
471,Coffee is part of a camel's diet.,No
472,Does a camel eat meat?,No
473,A camel eats meat.,No
474,Meat is part of a camel's diet.,No
475,Does a camel have fins?,No
476,A camel has fins.,No
477,Does a camel have scales?,No
478,A camel has scales.,No
479,Does a camel have fur?,Yes
480,A camel has fur.,Yes
481,Does a camel have hair?,Yes
482,A camel has hair.,Yes
483,Does a camel have a tail?,Yes
484,A camel has a tail.,Yes
485,Does a camel have two legs?,No
486,A camel has two legs.,No
487,Does a camel have legs?,Yes
488,A camel has legs.,Yes
489,A camel doesn't have legs.,No
490,Can a camel fly?,No
491,A camel can fly.,No
492,Does a camel have four legs?,Yes
493,A camel have four legs.,Yes
494,Can a camel climb?,No
495,A camel climb.,No
496,A camel can be found on a tree.,No
497,Does a camel have bones?,Yes
498,A camel has bones.,Yes
499,Does a camel have a beak?,No
500,A beak is a body part of a camel.,No
501,Is a beak a body part of a camel?,No
502,Does a camel have teeth?,Yes
503,A camel has teeth.,Yes
504,Does a camel have feathers?,No
505,A camel has feathers.,No
506,Does a camel have horns?,No
507,A camel has horns.,No
508,Horns is a body part of a camel.,No
509,Does a camel have hooves?,Yes
510,A camel has hooves.,Yes
511,Does a camel have claws?,No
512,A camel has claws.,No
513,Does a cow live underwater?,No
514,A cow lives underwater.,No
515,A cow lives in the water.,No
516,Does a cow can breathe underwater?,No
517,A cow can breathe underwater.,No
518,A cow can breathe in the water.,No
519,Does a cow have wings?,No
520,A cow has wings.,No
521,A cow has at least one wing.,No
522,Does a cow have at least one wing?,No
523,Does a cow drink water?,Yes
524,A cow drinks water.,Yes
525,Water is part of a cow's diet.,Yes
526,Does a cow drink coffee?,No
527,A cow drinks coffee.,No
528,Coffee is part of a cow's diet.,No
529,Does a cow eat meat?,No
530,A cow eats meat.,No
531,Meat is part of a cow's diet.,No
532,Does a cow have fins?,No
533,A cow has fins.,No
534,Does a cow have scales?,No
535,A cow has scales.,No
536,Does a cow have fur?,Yes
537,A cow has fur.,Yes
538,Does a cow have hair?,Yes
539,A cow has hair.,Yes
540,Does a cow have a tail?,Yes
541,A cow has a tail.,Yes
542,Does a cow have two legs?,No
543,A cow has two legs.,No
544,Does a cow have legs?,Yes
545,A cow has legs.,Yes
546,A cow doesn't have legs.,No
547,Can a cow fly?,No
548,A cow can fly.,No
549,Does a cow have four legs?,Yes
550,A cow have four legs.,Yes
551,Can a cow climb?,No
552,A cow climb.,No
553,A cow can be found on a tree.,No
554,Does a cow have bones?,Yes
555,A cow has bones.,Yes
556,Does a cow have a beak?,No
557,A beak is a body part of a cow.,No
558,Is a beak a body part of a cow?,No
559,Does a cow have teeth?,Yes
560,A cow has teeth.,Yes
561,Does a cow have feathers?,No
562,A cow has feathers.,No
563,Does a cow have horns?,Yes
564,A cow has horns.,Yes
565,Horns is a body part of a cow.,Yes
566,Does a cow have hooves?,No
567,A cow has hooves.,No
568,Does a cow have claws?,Yes
569,A cow has claws.,Yes
570,Does a crab live underwater?,Yes
571,A crab lives underwater.,Yes
572,A crab lives in the water.,Yes
573,Does a crab can breathe underwater?,Yes
574,A crab can breathe underwater.,Yes
575,A crab can breathe in the water.,Yes
576,Does a crab have wings?,No
577,A crab has wings.,No
578,A crab has at least one wing.,No
579,Does a crab have at least one wing?,No
580,Does a crab drink water?,Yes
581,A crab drinks water.,Yes
582,Water is part of a crab's diet.,Yes
583,Does a crab drink coffee?,No
584,A crab drinks coffee.,No
585,Coffee is part of a crab's diet.,No
586,Does a crab eat meat?,No
587,A crab eats meat.,No
588,Meat is part of a crab's diet.,No
589,Does a crab have fins?,No
590,A crab has fins.,No
591,Does a crab have scales?,No
592,A crab has scales.,No
593,Does a crab have fur?,No
594,A crab has fur.,No
595,Does a crab have hair?,No
596,A crab has hair.,No
597,Does a crab have a tail?,No
598,A crab has a tail.,No
599,Does a crab have two legs?,No
600,A crab has two legs.,No
601,Does a crab have legs?,Yes
602,A crab has legs.,Yes
603,A crab doesn't have legs.,No
604,Can a crab fly?,No
605,A crab can fly.,No
606,Does a crab have four legs?,No
607,A crab have four legs.,No
608,Can a crab climb?,Yes
609,A crab climb.,Yes
610,A crab can be found on a tree.,Yes
611,Does a crab have bones?,No
612,A crab has bones.,No
613,Does a crab have a beak?,No
614,A beak is a body part of a crab.,No
615,Is a beak a body part of a crab?,No
616,Does a crab have teeth?,Yes
617,A crab has teeth.,Yes
618,Does a crab have feathers?,No
619,A crab has feathers.,No
620,Does a crab have horns?,No
621,A crab has horns.,No
622,Horns is a body part of a crab.,No
623,Does a crab have hooves?,No
624,A crab has hooves.,No
625,Does a crab have claws?,No
626,A crab has claws.,No
627,Does a deer live underwater?,No
628,A deer lives underwater.,No
629,A deer lives in the water.,No
630,Does a deer can breathe underwater?,No
631,A deer can breathe underwater.,No
632,A deer can breathe in the water.,No
633,Does a deer have wings?,No
634,A deer has wings.,No
635,A deer has at least one wing.,No
636,Does a deer have at least one wing?,No
637,Does a deer drink water?,Yes
638,A deer drinks water.,Yes
639,Water is part of a deer's diet.,Yes
640,Does a deer drink coffee?,No
641,A deer drinks coffee.,No
642,Coffee is part of a deer's diet.,No
643,Does a deer eat meat?,No
644,A deer eats meat.,No
645,Meat is part of a deer's diet.,No
646,Does a deer have fins?,No
647,A deer has fins.,No
648,Does a deer have scales?,No
649,A deer has scales.,No
650,Does a deer have fur?,Yes
651,A deer has fur.,Yes
652,Does a deer have hair?,Yes
653,A deer has hair.,Yes
654,Does a deer have a tail?,Yes
655,A deer has a tail.,Yes
656,Does a deer have two legs?,No
657,A deer has two legs.,No
658,Does a deer have legs?,Yes
659,A deer has legs.,Yes
660,A deer doesn't have legs.,No
661,Can a deer fly?,No
662,A deer can fly.,No
663,Does a deer have four legs?,Yes
664,A deer have four legs.,Yes
665,Can a deer climb?,No
666,A deer climb.,No
667,A deer can be found on a tree.,No
668,Does a deer have bones?,Yes
669,A deer has bones.,Yes
670,Does a deer have a beak?,No
671,A beak is a body part of a deer.,No
672,Is a beak a body part of a deer?,No
673,Does a deer have teeth?,Yes
674,A deer has teeth.,Yes
675,Does a deer have feathers?,No
676,A deer has feathers.,No
677,Does a deer have horns?,Yes
678,A deer has horns.,Yes
679,Horns is a body part of a deer.,Yes
680,Does a deer have hooves?,Yes
681,A deer has hooves.,Yes
682,Does a deer have claws?,No
683,A deer has claws.,No
684,Does a dolphin live underwater?,Yes
685,A dolphin lives underwater.,Yes
686,A dolphin lives in the water.,Yes
687,Does a dolphin can breathe underwater?,Yes
688,A dolphin can breathe underwater.,Yes
689,A dolphin can breathe in the water.,Yes
690,Does a dolphin have wings?,No
691,A dolphin has wings.,No
692,A dolphin has at least one wing.,No
693,Does a dolphin have at least one wing?,No
694,Does a dolphin drink water?,No
695,A dolphin drinks water.,No
696,Water is part of a dolphin's diet.,No
697,Does a dolphin drink coffee?,No
698,A dolphin drinks coffee.,No
699,Coffee is part of a dolphin's diet.,No
700,Does a dolphin eat meat?,Yes
701,A dolphin eats meat.,Yes
702,Meat is part of a dolphin's diet.,Yes
703,Does a dolphin have fins?,Yes
704,A dolphin has fins.,Yes
705,Does a dolphin have scales?,No
706,A dolphin has scales.,No
707,Does a dolphin have fur?,No
708,A dolphin has fur.,No
709,Does a dolphin have hair?,No
710,A dolphin has hair.,No
711,Does a dolphin have a tail?,Yes
712,A dolphin has a tail.,Yes
713,Does a dolphin have two legs?,No
714,A dolphin has two legs.,No
715,Does a dolphin have legs?,No
716,A dolphin has legs.,No
717,A dolphin doesn't have legs.,Yes
718,Can a dolphin fly?,No
719,A dolphin can fly.,No
720,Does a dolphin have four legs?,No
721,A dolphin have four legs.,No
722,Can a dolphin climb?,No
723,A dolphin climb.,No
724,A dolphin can be found on a tree.,No
725,Does a dolphin have bones?,Yes
726,A dolphin has bones.,Yes
727,Does a dolphin have a beak?,No
728,A beak is a body part of a dolphin.,No
729,Is a beak a body part of a dolphin?,No
730,Does a dolphin have teeth?,Yes
731,A dolphin has teeth.,Yes
732,Does a dolphin have feathers?,No
733,A dolphin has feathers.,No
734,Does a dolphin have horns?,No
735,A dolphin has horns.,No
736,Horns is a body part of a dolphin.,No
737,Does a dolphin have hooves?,No
738,A dolphin has hooves.,No
739,Does a dolphin have claws?,No
740,A dolphin has claws.,No
741,Does a duck live underwater?,No
742,A duck lives underwater.,No
743,A duck lives in the water.,No
744,Does a duck can breathe underwater?,No
745,A duck can breathe underwater.,No
746,A duck can breathe in the water.,No
747,Does a duck have wings?,Yes
748,A duck has wings.,Yes
749,A duck has at least one wing.,Yes
750,Does a duck have at least one wing?,Yes
751,Does a duck drink water?,Yes
752,A duck drinks water.,Yes
753,Water is part of a duck's diet.,Yes
754,Does a duck drink coffee?,No
755,A duck drinks coffee.,No
756,Coffee is part of a duck's diet.,No
757,Does a duck eat meat?,No
758,A duck eats meat.,No
759,Meat is part of a duck's diet.,No
760,Does a duck have fins?,No
761,A duck has fins.,No
762,Does a duck have scales?,No
763,A duck has scales.,No
764,Does a duck have fur?,No
765,A duck has fur.,No
766,Does a duck have hair?,No
767,A duck has hair.,No
768,Does a duck have a tail?,Yes
769,A duck has a tail.,Yes
770,Does a duck have two legs?,Yes
771,A duck has two legs.,Yes
772,Does a duck have legs?,Yes
773,A duck has legs.,Yes
774,A duck doesn't have legs.,No
775,Can a duck fly?,No
776,A duck can fly.,No
777,Does a duck have four legs?,No
778,A duck have four legs.,No
779,Can a duck climb?,No
780,A duck climb.,No
781,A duck can be found on a tree.,No
782,Does a duck have bones?,Yes
783,A duck has bones.,Yes
784,Does a duck have a beak?,Yes
785,A beak is a body part of a duck.,Yes
786,Is a beak a body part of a duck?,Yes
787,Does a duck have teeth?,No
788,A duck has teeth.,No
789,Does a duck have feathers?,Yes
790,A duck has feathers.,Yes
791,Does a duck have horns?,No
792,A duck has horns.,No
793,Horns is a body part of a duck.,No
794,Does a duck have hooves?,No
795,A duck has hooves.,No
796,Does a duck have claws?,Yes
797,A duck has claws.,Yes
798,Does a eagle live underwater?,No
799,A eagle lives underwater.,No
800,A eagle lives in the water.,No
801,Does a eagle can breathe underwater?,No
802,A eagle can breathe underwater.,No
803,A eagle can breathe in the water.,No
804,Does a eagle have wings?,Yes
805,A eagle has wings.,Yes
806,A eagle has at least one wing.,Yes
807,Does a eagle have at least one wing?,Yes
808,Does a eagle drink water?,Yes
809,A eagle drinks water.,Yes
810,Water is part of a eagle's diet.,Yes
811,Does a eagle drink coffee?,No
812,A eagle drinks coffee.,No
813,Coffee is part of a eagle's diet.,No
814,Does a eagle eat meat?,Yes
815,A eagle eats meat.,Yes
816,Meat is part of a eagle's diet.,Yes
817,Does a eagle have fins?,No
818,A eagle has fins.,No
819,Does a eagle have scales?,No
820,A eagle has scales.,No
821,Does a eagle have fur?,No
822,A eagle has fur.,No
823,Does a eagle have hair?,No
824,A eagle has hair.,No
825,Does a eagle have a tail?,Yes
826,A eagle has a tail.,Yes
827,Does a eagle have two legs?,Yes
828,A eagle has two legs.,Yes
829,Does a eagle have legs?,Yes
830,A eagle has legs.,Yes
831,A eagle doesn't have legs.,No
832,Can a eagle fly?,Yes
833,A eagle can fly.,Yes
834,Does a eagle have four legs?,No
835,A eagle have four legs.,No
836,Can a eagle climb?,Yes
837,A eagle climb.,Yes
838,A eagle can be found on a tree.,Yes
839,Does a eagle have bones?,Yes
840,A eagle has bones.,Yes
841,Does a eagle have a beak?,Yes
842,A beak is a body part of a eagle.,Yes
843,Is a beak a body part of a eagle?,Yes
844,Does a eagle have teeth?,No
845,A eagle has teeth.,No
846,Does a eagle have feathers?,Yes
847,A eagle has feathers.,Yes
848,Does a eagle have horns?,No
849,A eagle has horns.,No
850,Horns is a body part of a eagle.,No
851,Does a eagle have hooves?,No
852,A eagle has hooves.,No
853,Does a eagle have claws?,Yes
854,A eagle has claws.,Yes
855,Does a eel live underwater?,Yes
856,A eel lives underwater.,Yes
857,A eel lives in the water.,Yes
858,Does a eel can breathe underwater?,Yes
859,A eel can breathe underwater.,Yes
860,A eel can breathe in the water.,Yes
861,Does a eel have wings?,No
862,A eel has wings.,No
863,A eel has at least one wing.,No
864,Does a eel have at least one wing?,No
865,Does a eel drink water?,No
866,A eel drinks water.,No
867,Water is part of a eel's diet.,No
868,Does a eel drink coffee?,No
869,A eel drinks coffee.,No
870,Coffee is part of a eel's diet.,No
871,Does a eel eat meat?,Yes
872,A eel eats meat.,Yes
873,Meat is part of a eel's diet.,Yes
874,Does a eel have fins?,Yes
875,A eel has fins.,Yes
876,Does a eel have scales?,Yes
877,A eel has scales.,Yes
878,Does a eel have fur?,No
879,A eel has fur.,No
880,Does a eel have hair?,No
881,A eel has hair.,No
882,Does a eel have a tail?,Yes
883,A eel has a tail.,Yes
884,Does a eel have two legs?,No
885,A eel has two legs.,No
886,Does a eel have legs?,No
887,A eel has legs.,No
888,A eel doesn't have legs.,Yes
889,Can a eel fly?,No
890,A eel can fly.,No
891,Does a eel have four legs?,No
892,A eel have four legs.,No
893,Can a eel climb?,No
894,A eel climb.,No
895,A eel can be found on a tree.,No
896,Does a eel have bones?,Yes
897,A eel has bones.,Yes
898,Does a eel have a beak?,No
899,A beak is a body part of a eel.,No
900,Is a beak a body part of a eel?,No
901,Does a eel have teeth?,Yes
902,A eel has teeth.,Yes
903,Does a eel have feathers?,No
904,A eel has feathers.,No
905,Does a eel have horns?,No
906,A eel has horns.,No
907,Horns is a body part of a eel.,No
