,question,label
229,prince is usually located at cabinet,No
230,is illustration small,Yes
231,psalm is part of old testament,Yes
232,is moon alive,No
233,ring bearer is usually located at freezer,No
234,clinch river is part of canada,No
235,losing weight has a subevent of diet,Yes
236,is ripcord manmade,Yes
237,is chopstick in a classroom,No
238,is medallion a place i can walk into,No
239,green grass is usually located at park,Yes
240,is fingernail a profession,No
241,is orphanage used indoors,No
242,is esophagi a sound,No
243,coffee is usually located at coffee shop,Yes
244,broom is usually located at closet,Yes
245,is park a place where people work,Yes
246,catch mumps has a last subevent of pay for,No
247,chatting with friends is usually used for living in,No
248,chopping firewood usually causes muscle growth,No
249,use computer has a subevent of type on keyboard,Yes
250,truck is usually located at garage,Yes
251,furniture is usually located at room,Yes
252,is planet a plant,No
253,motor neuron is part of motor nerve,Yes
254,is kwanza a feeling,No
255,volcanic crater is part of volcano,Yes
256,question desires answers to universe,No
257,compete against has a prerequisite of in competition,Yes
258,hairline is part of portugal,No
259,power strip is usually located at desk,Yes
260,malls has escalators,Yes
261,getting onto web is usually used for relaxing,Yes
262,does hummer use electricity,Yes
263,is hitchhiker a parent,Yes
264,taxiway is part of garment,No
265,vertical stabilizer is part of poland,No
266,is stickers a fluid,No
267,do people have court in their cars,No
268,playing tennis has a subevent of miss ball,Yes
269,boat whistle is part of illinois,No
270,does burrow have restrooms,No
271,does road come in packaging,No
272,is bellhop a profession ,Yes
273,atoms has a property of water,No
274,people who scuba dive is usually located at library,No
275,fruits has a property of sour,Yes
276,acting in play usually causes sex,No
277,is spoon metal,Yes
278,cabinets is usually located at fridge,No
279,does fountain play music,Yes
280,standing in line usually causes death and destruction,No
281,gobi is part of aircraft,No
282,is calipers cold,Yes
283,soldiers is capable of battle in war,Yes
284,montenegro is part of balkan peninsula,Yes
285,help has a prerequisite of lend hand,Yes
286,drawers is usually located at refrigerator,Yes
287,is turd electronic,No
288,is bread meat,No
289,does rewriter cost money,Yes
290,is toddler heavy for its size,Yes
291,australasia is part of pacific,Yes
292,is little liquid,No
293,is barometer made of metal,Yes
294,is hotdog edible,Yes
295,histiocyte is part of grave,No
296,is clavicle a concept,No
297,waking up in morning has a subevent of adjust temperature,Yes
298,sew has a prerequisite of buy needle and thread,Yes
299,is comma bigger than a back pack,No
300,prudhoe bay is part of tibet,No
301,go to restaurant has a prerequisite of take off,No
302,metopion is part of male genitalia,No
303,watching movie usually causes laugh,Yes
304,is fireproofing related to government,No
305,kitten is usually located at at hotel,No
306,is tree in nature,Yes
307,is fire hydrant used for traffic,No
308,is licorice an idea,No
309,does storybook have medicinal properties,No
310,cube has a property of opening early,No
311,south dakota is part of fluidounce,No
312,is shifter something bounded by law,No
313,is coleslaw a fruit,No
314,germans is capable of speak german,Yes
315,is pontoon an object you can carry in your hand,No
316,is reptile a reptile,Yes
317,eat breakfast has a prerequisite of stop taking meds,No
318,is dead dead,Yes
319,paint house has a subevent of fall of ladder,Yes
320,is sequencer a place,No
321,buying shirt has a subevent of get eye of listeners,No
322,is java something we use daily,Yes
323,does computer usually remain outdoors,No
324,food can is usually located at basement,No
325,megabit is part of palestine,No
326,going to party is usually used for celebrating,Yes
327,pizza is usually located at plate,Yes
328,do you buy device at the store,Yes
329,is flowers on the highways or streets,Yes
330,stopping bicycle is usually used for competition,No
331,is scratcher used with food,No
332,linin is part of nucleus,Yes
333,is jacket electronic,No
334,would i carry gun to school or work,No
335,is codeine used for cooking,No
336,is system a liquid,No
337,fine print is part of contract,Yes
338,chef is capable of settle disputes,No
339,do you buy documentation from a store,No
340,lateen rig is part of borneo,No
341,bowl is usually used for unlock,No
342,is tree a tree,Yes
343,is brick living,No
344,knife is usually used for getting job,No
345,runway is usually used for plane to takeoff from,Yes
346,record somethign is motivated by a goal of keep,Yes
347,is taco a person,No
348,plain is distinct from expected,No
349,variety in fruit has a property of healthy,Yes
350,clarinet is usually used for make music,Yes
351,five and dime is usually located at movie,No
352,mechanical pencil is usually located at county,No
353,shell is part of southeast asia,No
354,is flask an object,Yes
355,punish is motivated by a goal of die,No
356,is lawyer an occupation ,Yes
357,does construction require work,Yes
358,is crabmeat valuable,Yes
359,bhadon is part of hindu calendar,Yes
360,president is capable of govern nation,Yes
361,tacoma narrows bridge is part of harpoon,No
362,check out entails buy,Yes
363,does firewood come in many colors,No
364,barricade is usually located at roadblock,Yes
365,daniel is part of congo,No
366,nacimiento is part of argentina,Yes
367,is pianist in the medical field,No
368,cinchona bark is part of cinchona,Yes
369,is keyboard human,No
370,barber shop is usually used for having beer,No
371,is knives found in the kitchen,Yes
372,is metal mostly used on the stove top,No
373,can i find sediment in a beach,Yes
374,is subsoil an object,Yes
375,does mountain have rock in it,Yes
376,border is capable of think critically,No
377,eating breakfast in bed has a subevent of watch tv,Yes
378,do you use beer everyday,No
379,is chairman a object,No
380,is root worn on your body,No
381,watching movie has a subevent of improved relations,No
382,is deli normally found in nature,No
383,open gift has a prerequisite of enroll,No
384,is policewoman alive,Yes
385,toothpaste is usually located at medicine cabinet,Yes
386,is fruit a body part,No
387,does pawnshop make life easier,Yes
388,is sodium a mineral,Yes
389,luxor is part of egypt,Yes
390,striking match usually causes getting tips,No
391,gardener is capable of give speech,No
392,does tissue need seasoning,No
393,wight is part of english channel,Yes
394,winemaker is capable of plan party,No
395,does moneybag plug in,No
396,skirts usually recieves an action of made out of paper,No
397,upper paleolithic is part of paleolithic age,Yes
398,is judge more of a male role,Yes
399,does bucket hold other things,Yes
400,become scuba diver has a prerequisite of study equipment,Yes
401,do second take long,No
402,hall is usually located at water,No
403,is shampoo used on a pet,Yes
404,is birthmark common,Yes
405,is supervisor edible,No
406,see story has a prerequisite of go to movie,Yes
407,is wallpaper a decor,Yes
408,radio is usually used for listen to news,Yes
409,is chair  night,No
410,can you buy contract at wal mart,No
411,stall is usually located at barn,Yes
412,see artifacts has a prerequisite of wear comfortable clothing,No
413,take bus is motivated by a goal of like music,No
414,would you consider backdrop man made ,Yes
415,card catalog is usually used for nerds,No
416,first class airline seat is usually used for keeping excess weight off,No
417,people is capable of ship cargo,No
418,going to mall usually causes buying things,Yes
419,is hill water,No
420,is slice multicolored,No
421,rule is usually located at classroom,Yes
422,veggie dip is usually located at dinner,No
423,going for run has a subevent of checking pulse,Yes
424,going to movie has a prerequisite of wash first,No
425,seaport is part of bolivia,No
426,designs has a property of floral,Yes
427,gel is usually used for toothpaste,Yes
428,plataea is part of england,No
429,faith causes desire of chat with friends,No
430,writing program usually causes getting to top,No
431,lithosphere is part of oil refinery,No
432,well i mean you said collection is large so size isnt irrelevant is collection heavy,Yes
433,is showstopper seen on tv,Yes
434,cheddar cheese has a property of strange,No
435,government is usually located at beach,No
436,nails is usually located at cabinet,Yes
437,does laptop run on gas,No
438,is table decorative,Yes
439,is pen a place or building,No
440,is napkin expensive,No
441,return to work is motivated by a goal of money,Yes
442,person does not desire not see clearly,Yes
443,chat with friends has a subevent of riding through haunted house,No
444,is icebox heavy,Yes
445,is eyeball tangible,Yes
446,have nots is the opposite of unindexable,No
447,determining truth usually causes falling asleep,No
448,meeting girls has a subevent of flirt,Yes
449,is footstool edible ,No
450,see old things has a subevent of act,No
451,baking cake usually causes deception,No
452,is toys more for adults than children,No
453,is coffeepot an appliance,Yes
454,ufo is usually located at space,Yes
455,bathroom is usually used for taking bath,Yes
456,shank is part of bit,Yes
457,attend class has a prerequisite of enroll,Yes
458,is flavor a physical object,No
459,jumping on trampoline has a subevent of getting in wreck,No
460,spit is usually located at bus station,No
461,buying for loved one has a subevent of using credit card,Yes
462,creating idea usually causes new invention to made,Yes
463,people use school every day,Yes
464,changtzu is part of tibet,Yes
465,tickling has a subevent of interruptions,No
466,filing folders is usually used for cleanliness,No
467,is bread used in a drink,No
468,take phone call has a prerequisite of get fishing pole,No
469,is barber related to medical care,No
470,is nutcracker used to clean,No
471,watch musician perform has a prerequisite of buy ticket,Yes
472,go on stage has a first subevent of light match,No
473,sky is capable of appear blue,Yes
474,design software has a subevent of making profit,Yes
475,is moors used at industries,No
476,each person has pilot lights,No
477,is butcher a person,Yes
478,is credit a body organ,No
479,libraries usually recieves an action of found at beach,No
480,is mousetrap wood,Yes
481,is canola an emotion,No
482,visual signal is part of visual communication,Yes
483,is minivan something we see often,Yes
484,eraser is usually located at pencil box,Yes
485,fight enemy has a prerequisite of press brakes,No
486,pray has a prerequisite of have talent,No
487,is rear music,No
488,attending classical concert usually causes orgasm,No
489,pretend has a prerequisite of have imagination,Yes
490,go to bed has a first subevent of pack,No
491,is chocolate something healthy for you,Yes
492,is  method handheld,No
493,is rack food,No
494,do exercises is motivated by a goal of get into shape,Yes
495,connecticut is part of new england,Yes
496,is breadbox cheap ,Yes
497,sink is usually used for preserving food,No
498,drive is the opposite of benefactor,No
499,is cauldron used in a profession,No
500,nuptse is part of nepal,Yes
501,does granola come in a bag ,Yes
502,does cart have to do with beauty,No
503,is fairground a person,No
504,coat is usually used for keeping warm in winter,Yes
505,is foreigner alive,Yes
506,cheese is capable of buy car,No
507,opening business is usually used for making money,Yes
508,is invoice alive,No
509,have rest is motivated by a goal of youre in love,No
510,is flowers used for landscaping,Yes
511,does nape connect to the arm,No
512,is plum green,No
513,sunny days has a property of scary,No
514,piaster is part of french polynesia,No
515,paintings is usually located at gallery opening,Yes
516,is bust a statue,Yes
517,break room is usually located at work,Yes
518,believer is usually located at church,Yes
519,isotropy is the opposite of acyclic,No
520,is monogram something that exists in nature,No
521,is robot alive,No
522,is swarm a decoration,No
523,beach towel is usually used for drying yourself,Yes
524,pencil sharpener is usually used for sharpening pencils,Yes
525,does harpsichord have fabric,No
526,have shower has a subevent of making friends,No
527,tell story has a subevent of tweak curiosity,Yes
528,is slaveship bigger than a house,Yes
529,does swindler involve money laundering,Yes
530,nucleolus is part of nucleus,Yes
531,tower of london is part of london,Yes
532,going to play usually causes team to win,No
533,snoring has a prerequisite of have electricity,No
534,read to children has a first subevent of choose book,Yes
535,sofa is usually used for enjoyment,No
536,is hardcover exercise,No
537,enjoying company of friends has a subevent of making sweater,No
538,is programmer a pet,No
539,sailing has a property of fun,Yes
540,is clock made of metal,Yes
541,is slobber a bodily function,Yes
542,penni is part of markka,Yes
543,does stocks involve the stock market,Yes
544,does grandstand involve live enterainment,Yes
545,run twenty six miles has a prerequisite of go to exhibition,No
546,is compact a small thing,Yes
547,program computer has a prerequisite of talk to union leaders,No
548,is card a toy,Yes
549,is drug bad for health,Yes
550,butter has a property of guilty,No
551,electric motor is part of electric toothbrush,Yes
552,cleaning clothes has a prerequisite of stress,No
553,meet interesting people has a subevent of take pulse,No
554,plovdiv is part of leptomeninges,No
555,is bacteria alive,Yes
556,is trench a building,No
557,is loudspeaker a building,No
558,is brain a pet,No
559,can you find couch in most homes,Yes
560,library has lots of books,Yes
561,vertebrates has a property of animals,Yes
562,does steward require a degree,No
563,is baseball bigger than a bowling ball,No
564,person desires wellness,Yes
565,is rattlesnake smaller than a chair,Yes
566,is car used for transportation ,Yes
567,does homeowner move,Yes
568,is houses a specific type of building,Yes
569,pork butcher is usually located at plate,No
570,does caravan have doors,Yes
571,is rice furniture,No
572,is coaster a living thing,No
573,routine is part of brush,No
574,is mafia poison,No
575,is companion an occupation,No
576,is webmaster clear,No
577,is gasoline a fuel,Yes
578,is squeaker human,No
579,is jug electrical,No
580,is tailpipe in the country,Yes
581,eat has a prerequisite of get money,No
582,djibouti is part of somali peninsula,Yes
583,is toymaker found inside the home,No
584,is rug sold globally,Yes
585,kleenex is usually located at pocket,Yes
586,go to sleep has a prerequisite of going outside,No
587,medical center is part of canada,No
588,is freezer usually outdoors,No
589,mosquitos is capable of spread disease,Yes
590,is understudy a profession,Yes
591,stop car has a prerequisite of press brakes,Yes
592,luda is part of china,Yes
593,projectile is usually used for store food,No
594,lack is distinct from have,Yes
595,house is usually located at refridgerator,No
596,is pastrami physical,No
597,loft is usually used for sleeping,Yes
598,meeting friend has a subevent of shaking hands,Yes
599,aeroplane is capable of thin seedlings,No
600,is fingernail a building,No
601,on street is usually located at street corner,Yes
602,melanesia is part of czech republic,No
603,make bread has a prerequisite of disrobe,No
604,is agriculture a concept,Yes
605,is sickle expensive,Yes
606,can i hold stamp in my hands,Yes
607,brooklyn bridge is part of audio system,No
608,reaching tentative agreement has a subevent of establish positions on issue,Yes
609,eat breakfast has a prerequisite of cook oatmeal,Yes
610,selkirk mountains is part of british columbia,Yes
611,is saliva white,No
612,is waste used by humans,No
613,is housetops found outside,Yes
614,hammer is usually used for holding music,No
615,is scrubwoman a type of person,Yes
616,heart attack usually causes dying,Yes
617,indonesian borneo is part of borneo,Yes
618,is locksmith involved with food,No
619,is voter alive,Yes
620,usher is capable of control rivers,No
621,perform has a subevent of pouring coffee,No
622,cafe is usually located at building,Yes
623,is pheromone imaginary,No
624,is salt living,No
625,is sundeck a natural part of earth,No
626,is pantyhose a type of food,No
627,make shopping list has a prerequisite of buy cd,No
628,does finger make noise,No
629,is shoeshine a part of you,No
630,is sixpence a weapon,No
631,is throne made of metal,Yes
632,do you stick clasp in your mouth,No
633,beer is usually located at grocer shop,No
634,is child the title of a persons employement,No
635,is sextuplet alive,Yes
636,staying healthy usually causes laughter,No
637,is tree smaller than a basketball,No
638,is computer made of wood,No
639,sex has a property of great fun,Yes
640,does letter have writting on it,Yes
641,is launderer a job ,Yes
642,is spy a categorygrouping of humans,Yes
643,spirit is usually located at graveyard,Yes
644,learn about subject has a prerequisite of read books,Yes
645,does tax transport goods,No
646,prospector is capable of attempt escape,No
647,is copperhead an occupation,No
648,is lotion sold at wal mart,Yes
649,ebb tide is the opposite of flood tide,Yes
650,north carolina is part of south,Yes
651,compete has a prerequisite of train,Yes
652,is braces metal,Yes
653,can you hold bagpipe in your hand,Yes
654,gigabyte is part of terabyte,Yes
655,is telegrapher man made,Yes
656,bridge is usually located at river,Yes
657,esophagus is part of adulthood,No
658,server side is the opposite of recto,No
659,going to performance has a prerequisite of leaving house,Yes
660,display cabinet is usually located at bedroom,No
661,harp entails pluck,Yes
662,trunk lid is part of trunk,Yes
663,is uranium solid,Yes
664,become inebriated has a subevent of slur speech,Yes
665,is group a real thing,Yes
666,submarine is usually located at ocean,Yes
667,is foxhole normally found in nature,Yes
668,pay bill has a subevent of write out check,Yes
669,is cauldron larger than a chair,Yes
670,is record made of metal,No
671,is boat expensive to purchase,Yes
672,paintings is usually located at drawer,No
673,is starch consumed as a food,Yes
674,listening to music has a subevent of sing along,Yes
675,provo is part of utah,Yes
676,future is distinct from present,Yes
677,is diamonds prestigious,Yes
678,jesus is capable of prove cases,No
679,peace is the opposite of classless,No
680,lawn mower is usually located at cafe,No
681,traffic lights is usually located at corner of two streets,Yes
682,driving car has a subevent of crash,Yes
683,is racer a job title ,Yes
684,is drug something edible,Yes
685,adding up numbers is usually used for open lock,No
686,mosquito is capable of suck blood,Yes
687,game is usually located at casino,Yes
688,large food store is usually located at garage,No
689,handle is part of ladle,Yes
690,does gingerroot need to be refrigerated,Yes
691,prolonge knot is part of buttock,No
692,is rock a relative,No
693,does playwright need any special skills,Yes
694,instructions has a property of recyclable,No
695,is blade a frig,No
696,falling usually causes other people learn,No
697,is shepherd an idea,No
698,find lost item has a first subevent of open eyes,No
699,fender is part of asia,No
700,is nobleman alive,Yes
701,sleep is motivated by a goal of rest,Yes
702,is mother a adult,Yes
703,does weeds have thorns,Yes
704,wondering causes desire of find information,Yes
705,is doctor related to humans,Yes
706,colorado plateau is part of arizona,Yes
707,is table a job,No
708,can you build things with pancreas ,No
709,honolulu is part of ontario,No
710,is bachelorette usually someone old,No
711,howl with laughter has a prerequisite of enter competition,No
712,people is capable of dance waltz,Yes
713,go fishing has a prerequisite of buy computer,No
714,does serum require electricity,No
715,creating idea usually causes criminal goes free,No
716,burlap is usually used for making bags,Yes
717,is board attached to the ground,Yes
718,eat vegetables has a prerequisite of asking for,No
719,mesosphere is part of dwelling,No
720,can you buy vase in walmart,Yes
721,wait tables has a prerequisite of waiter,Yes
722,bee is usually located at wine,No
723,does voicing create a barrier,No
724,leftovers is usually located at cobblers shop,No
725,is mars a woman,No
726,taste sweet has a first subevent of read menu,No
727,cimarron is part of new mexico,Yes
728,is slaw used at ktichen,Yes
729,cloud is capable of block sun,Yes
730,clothes is usually located at city,No
731,sun is capable of shine all day,Yes
732,book is usually used for learn from,Yes
733,is club related to social,Yes
734,impatience causes desire of leave line,Yes
735,neckwear is usually located at beauty salon,No
736,zimbabwe is part of endoskeleton,No
737,go on vacation has a subevent of riding unicycle,No
738,is midsection part of our bodies,Yes
739,is sink used to eat,No
740,does gymnasium have to with science,No
741,can you buy harpsichord at the store,Yes
742,hammer is usually located at tool box,Yes
743,is whore something you use alone,Yes
744,dice has six sides,Yes
745,can air be purchased,Yes
746,signpost is usually located at reptile house,No
747,is scrubber man made,Yes
748,is doornail a liquid,No
749,go for swim has a prerequisite of go to water,Yes
750,is hornpipe man made,Yes
751,belgrade is part of yugoslavia,Yes
752,walk is motivated by a goal of exercise,Yes
753,craving causes desire of look through telescope,No
754,is crotch a kinsman,No
755,solar plexus is part of sympathetic nervous system,Yes
756,kitten is usually located at bottom of sea,No
757,is streamer a decoration,Yes
758,criminals is capable of case joint,Yes
759,boston is part of massachusetts,Yes
760,is cut an object,No
761,does surgeon require a college education,Yes
762,is businessman a person,Yes
763,does blackbird breathe,Yes
764,is tree found in nature,Yes
765,machine is usually used for verify checks,Yes
766,dark matter is usually located at universe,Yes
767,is bordello made out of plastic,No
768,playing piano has a prerequisite of get idea,No
769,late is the opposite of overstatement,No
770,does hand like to eat vanilla ice cream with chocolate sauce and sprinkles on hand ,No
771,have conversation has a prerequisite of talk to another person,Yes
772,is professor related to machines,Yes
773,gyrus is part of pakistan,No
774,does sandwich have a shape,Yes
775,cild is capable of bicycle to work,No
776,crutch is usually used for patient,Yes
777,coffin usually causes death,Yes
778,lens is usually used for going to bathroom,No
779,chain is usually used for fasten,Yes
780,need to relax causes desire of empty bladder,No
781,does bomb use electricity,No
782,playing sports is usually used for heat,No
783,missouri is part of united states,Yes
784,limeira is part of pakistan,No
785,does sleep have arms,No
786,is worker a specific construction title,Yes
787,is streetlamp used in the home,No
788,is wood carved,Yes
789,prove physical endurance has a prerequisite of hire hitman,No
790,peristome is part of belarus,No
791,venae renis is part of kidney,Yes
792,is university a school,Yes
793,is checker made of plastic,Yes
794,petrol is capable of pick lock,No
795,vetluga river is part of south africa,No
796,crime causes desire of conduct trial,Yes
797,is cannabis a plant,Yes
798,waterwheel is part of water mill,Yes
799,is pipette larger than a car,No
800,is globe something people can touch,Yes
801,mauritania is part of africa,Yes
802,grass and trees is usually located at train station,No
803,going to film has a prerequisite of find keys,No
804,is shoehorn made of metal,Yes
805,cartoons is usually located at neighborhood,No
806,is rose plant,Yes
807,is flower in nature,Yes
808,socially responsible investment has a property of abbreviated to sri,Yes
809,eat meal is usually used for nutrition,Yes
810,lots of cars is usually located at office supply store,No
811,tread is part of step,Yes
812,postpone is the opposite of interior,No
813,is bayonet manmade,Yes
814,kill has a last subevent of date contract,No
815,armoire is usually located at town,No
816,does anorexia move,No
817,is matchmaker something you choose to be,Yes
818,is marmalade cold,Yes
819,is thumbscrew bigger than a car,No
820,is bonsai naturally occuring,Yes
821,bosporus is part of throat,No
822,sajama is part of maryland,No
823,whiskey is usually located at liquor store,Yes
824,nucleus is part of wrap,No
825,exercise has a subevent of increase metabolism,Yes
826,smile is distinct from frown,Yes
827,winnipeg is part of peru,No
828,does bread breathe,No
829,paddle box is part of libya,No
830,does walls breathe,No
831,brook is usually located at country,Yes
832,oh boy alright does conjunctivitis have to do with outer space,No
833,is mime a friend,Yes
834,would i use pan to cook,Yes
835,playing basketball has a prerequisite of ticket,No
836,watching film usually causes crying,Yes
837,drugs is usually located at theater,No
838,roll of toilet paper is usually located at fast food restaurant,No
839,is things a body part,No
840,many is the opposite of proper noun,No
841,letter is usually located at mail box,Yes
842,county is usually located at hole in ground,No
843,pillars of hercules is part of chess,No
844,resting usually causes rejuvination,Yes
845,play chess has a first subevent of attack enemy,No
846,pulse generator is part of north carolina,No
847,polysemy is the opposite of winter,No
848,reading to children has a prerequisite of cook food,No
849,is grandmother a specific type of child,No
850,dish is usually used for having fun,No
851,cuisse is part of japan,No
852,maximum is the opposite of minimum,Yes
853,racism has a property of bad,Yes
854,dime store is capable of sells variety of candy,Yes
855,kilohertz is part of oxford,No
