,question,label
393,radius is part of diameter,Yes
394,stranger is not capable of know,Yes
395,instituting civil action usually causes court case,Yes
396,chew food has a prerequisite of bite down,Yes
397,is toy something a child would play with,Yes
398,elton john is capable of perform concert,Yes
399,bride and groom is usually located at wedding,Yes
400,go on vacation has a prerequisite of perform maintenance on car,Yes
401,mortify entails abstain,Yes
402,forgive has a prerequisite of sincere,Yes
403,carpathians is part of ukraine,Yes
404,driving car usually causes arriving at destination,Yes
405,ball is usually located at toybox,Yes
406,can smartphone be held,Yes
407,does windchimes make noise,Yes
408,number is usually used for represent order,Yes
409,convicting suspect for crime has a subevent of investigate,Yes
410,tape television show is motivated by a goal of see again,Yes
411,oslo is part of norway,Yes
412,is pillow for a bedroom,Yes
413,jogging has a subevent of speeding up metabolism,Yes
414,is pole made of steel,Yes
415,machine is usually used for answer phone,Yes
416,appraisers is capable of value antiques,Yes
417,does adventurer require binoculars,Yes
418,sur is part of lebanon,Yes
419,proofread entails read,Yes
420,baffin island is part of arctic ocean,Yes
421,is structure used for storage,Yes
422,is racquetball round,Yes
423,is herdsman friendly,Yes
424,is geographer living,Yes
425,flame up usually causes ignite,Yes
426,can a person easily pick trombone up,Yes
427,head is usually used for go to bathroom,Yes
428,paraph is part of signature,Yes
429,is tanning used at home,Yes
430,deck is part of ship,Yes
431,would you give beggar money,Yes
432,levity is the opposite of gravity,Yes
433,is cotton soft,Yes
434,is uniform work related,Yes
435,do i find alarm in my house,Yes
436,breathing has a subevent of oxygenate blood,Yes
437,is bag useable ,Yes
438,week is part of calendar month,Yes
439,is cleaner something youd have in the kitchen,Yes
440,is kneepad used by children,Yes
441,copy machines is usually located at office,Yes
442,can you plug charger in,Yes
443,is chateau larger than a car,Yes
444,is women a specific person,Yes
445,driving has a property of deadly,Yes
446,fukuoka is part of japan,Yes
447,rod is part of retina,Yes
448,lawyer is capable of present case to court,Yes
449,is swine a mammal,Yes
450,get job has a subevent of find out hours,Yes
451,is hood something you wear,Yes
452,saucepan is usually used for heat food,Yes
453,people is capable of bite,Yes
454,is reward an object,Yes
455,socialising usually causes have fun,Yes
456,is puck related to sports,Yes
457,does freezer require electricity,Yes
458,mug is usually used for drinking tea,Yes
459,is shelter made of wood,Yes
460,tierra del fuego is part of chile,Yes
461,judge is capable of fine lawyer,Yes
462,is ground common,Yes
463,is geologist a human,Yes
464,leaves has a property of green in colour,Yes
465,do you use schoolbook at all,Yes
466,maid is capable of cleaning house,Yes
467,minnesota is part of midwest,Yes
468,is melancholy a feeling,Yes
469,is gopher a natural thing then,Yes
470,watch tv show has a subevent of could laugh,Yes
471,fitting room is usually used for try clothes,Yes
472,is bellboy alive,Yes
473,eyeglasses case is usually used for holding eyeglasses,Yes
474,is townhall a place,Yes
475,washingtons birthday is part of february,Yes
476,is levers made of metal,Yes
477,flask is usually used for drinking,Yes
478,working usually causes getting paid,Yes
479,is denims a fabric,Yes
480,is thinking a state of mind,Yes
481,bristles has a property of stiff,Yes
482,is customer living,Yes
483,judges is capable of fine lawyers,Yes
484,can clubwoman be picked up,Yes
485,government is usually located at canada,Yes
486,is money an object,Yes
487,meet girls has a subevent of talking,Yes
488,see art has a prerequisite of go to museum,Yes
489,is shoeshiner a human,Yes
490,is dummy tangible,Yes
491,is facsimile something i can hold,Yes
492,ithaca is part of greece,Yes
493,person is capable of reply to question,Yes
494,is octagon a physical object,Yes
495,is coaster made of plastic,Yes
496,does kitchenware hold food,Yes
497,nucleus is usually located at atom,Yes
498,sweaters usually recieves an action of made out of yarn,Yes
499,is vegetarian a human,Yes
500,is tulip plant,Yes
501,going for swim has a subevent of drowning,Yes
502,traveling has a subevent of exploring new sights,Yes
503,learning new has a prerequisite of open mind,Yes
504,use vcr has a prerequisite of buy vcr,Yes
505,kitchen is usually located at friends house,Yes
506,is telescope an object,Yes
507,does bellhop involve caring for others ,Yes
508,can i lift wood by myself,Yes
509,is ejaculation a specific color,Yes
510,design software has a prerequisite of learn programming language,Yes
511,washing clothes usually causes clothes to become clean,Yes
512,cod is part of atlantic cod,Yes
513,is phone something that needs to charge,Yes
514,is edition used by kids,Yes
515,digest entails consume,Yes
516,is pentagon an office building ,Yes
517,lock is part of gate,Yes
518,piece of information is usually used for learning,Yes
519,gulf of saint lawrence is part of atlantic,Yes
520,paint picture is motivated by a goal of artist,Yes
521,is instrument an object,Yes
522,watching evening news usually causes learning about current events,Yes
523,presents is capable of delight children,Yes
524,is milk edible,Yes
525,towel is capable of dry body,Yes
526,is lodgings a building,Yes
527,alcohol is usually located at beer,Yes
528,is glass transparent,Yes
529,petabit is part of exabit,Yes
530,bill of rights is part of united states constitution,Yes
531,is guard small,Yes
532,is shed expensive,Yes
533,is border larger than a car,Yes
534,going to zoo is usually used for having fun,Yes
535,swimming usually causes get wet,Yes
536,lobe is part of radiation pattern,Yes
537,is baker alive,Yes
538,see people play game has a prerequisite of go to park,Yes
539,program has a subevent of write code,Yes
540,can retailer be a profession,Yes
541,is stake metal,Yes
542,demineralization is part of osteomalacia,Yes
543,enjoying company of friends has a subevent of talk,Yes
544,glass fronted cupboard is usually located at dining room,Yes
545,is scrubber used to clean,Yes
546,scorpius is part of zodiac,Yes
547,rook is usually used for protecting king,Yes
548,glue is usually located at desk drawer,Yes
549,comptroller of currency is part of department of treasury,Yes
550,runway is usually used for landing airplanes,Yes
551,egadi islands is part of mediterranean,Yes
552,saint vincent and grenadines is part of windward islands,Yes
553,acid is capable of burn skin,Yes
554,great australian bight is part of australia,Yes
555,is calculator possible to lose it,Yes
556,tell many people about has a prerequisite of send email,Yes
557,opera glasses is usually used for see farther,Yes
558,receptionist is capable of page guest,Yes
559,does soda come in a can,Yes
560,return ticket is usually used for get home,Yes
561,read letter has a subevent of turn on light,Yes
562,is sterling tangible,Yes
563,is smartwatch technology related,Yes
564,watching evening news usually causes disgust,Yes
565,is modem connected to the internet,Yes
566,is underclassman alive,Yes
567,child is capable of mind parents,Yes
568,making patchwork quilt is usually used for passing time,Yes
569,noon whistle causes desire of have lunch,Yes
570,is carafe a physical object,Yes
571,is photocopy making something,Yes
572,is chiffon found in homes,Yes
573,liquor glass is usually used for holding liquid,Yes
574,buy house has a subevent of lose money,Yes
575,lady is usually located at supermarket,Yes
576,is trophy hard,Yes
577,andes is part of colombia,Yes
578,fiber optic cable is part of fiber optic transmission system,Yes
579,kitchen is usually used for cooking food,Yes
580,does money go in a wallet,Yes
581,kyrgyzstan is part of asia,Yes
582,is linoleum an object,Yes
583,can you buy mirror at a store like walmart,Yes
584,principal is part of loan,Yes
585,does supervisor have to do with a job title,Yes
586,have shower has a last subevent of dry,Yes
587,is attendant alive,Yes
588,is merchant alive,Yes
589,does underwriter involve math,Yes
590,is scotch an object,Yes
591,is earth physical object,Yes
592,does firefighter fight fires,Yes
593,love has a property of painful,Yes
594,wanting to get on causes desire of maintain muscle strength,Yes
595,december is part of gregorian calendar,Yes
596,mayors is capable of govern towns,Yes
597,doing housework is usually used for exercise,Yes
598,minor term is part of conclusion,Yes
599,electricity is capable of kill person,Yes
600,arkansas is part of kansas,Yes
601,apply for job has a prerequisite of schedule interview,Yes
602,waking up in morning has a subevent of getting up,Yes
603,is futon furniture,Yes
604,race cars is usually located at race track,Yes
605,study has a subevent of enlightenment,Yes
606,is topcoat a solid object,Yes
607,zebibyte is part of yottabyte,Yes
608,is skyscraper a skyscraper,Yes
609,apophysis is part of vertebra,Yes
610,anyone is capable of voice opinion,Yes
611,is mixer common,Yes
612,cent is part of rand,Yes
613,stoma is part of tracheostomy,Yes
614,is depressor related to doctors,Yes
615,is whirlpool bigger than a breadbox,Yes
616,playing ball has a subevent of catch,Yes
617,cashier is usually located at market,Yes
618,drinking too much is capable of cause headache,Yes
619,durban is part of south africa,Yes
620,do school help you learn,Yes
621,osaka bay is part of japan,Yes
622,ticket window is usually located at train station,Yes
623,zettabit is part of yottabit,Yes
624,lifeguard is usually located at swimming pool,Yes
625,leather is usually located at stable,Yes
626,wait on tables has a prerequisite of waitress,Yes
627,speaker is usually located at conference,Yes
628,matches is usually used for light fire,Yes
629,discover truth has a prerequisite of ask questions,Yes
630,can you buy locker at the store,Yes
631,is person found outdoors,Yes
632,hammer is usually used for driving nails,Yes
633,is computer used in business,Yes
634,does bumblebee communicate,Yes
635,can smidgen be thrown,Yes
636,is workbox used for a specific purpose,Yes
637,is gear visible,Yes
638,does firewood have a shape,Yes
639,stale popcorn is usually located at theatre,Yes
640,glass bakers is usually located at laboratory,Yes
641,creating idea has a prerequisite of imagination,Yes
642,can golfing be done on the floor,Yes
643,does chandelier hang from the ceiling,Yes
644,etruria is part of italy,Yes
645,is boots worn on the feet,Yes
646,sumatra is part of indonesia,Yes
647,andes is part of peru,Yes
648,most men has jobs,Yes
649,is slob alive,Yes
650,is caption related to civlization,Yes
651,does engineer require more than a high school diploma,Yes
652,is lake a lake,Yes
653,nisan is part of jewish calendar,Yes
654,hot faucet is usually located at kitchen,Yes
655,is polyethylene found in a house,Yes
656,reach advantage is motivated by a goal of win,Yes
657,western sahara is part of morocco,Yes
658,blowfish is part of puffer,Yes
659,does participant have to do with relationships,Yes
660,is technician an engineer,Yes
661,coins is usually located at desk,Yes
662,hard packed snow has a property of slippery,Yes
663,does striper pay well,Yes
664,bride and groom is usually located at friends wedding,Yes
665,can vial be touched,Yes
666,is jigsaw bigger than a bread box,Yes
667,can food fit in my car ,Yes
668,mound is part of baseball diamond,Yes
669,can star be found in space,Yes
670,is redfish red,Yes
671,is bartender old,Yes
672,does a forklift have wheels,Yes
673,tell story has a subevent of speak from script,Yes
674,is cellblock on earth,Yes
675,person does not desire screwed up,Yes
676,is lightbulb in a solid state,Yes
677,is cricket a bug,Yes
678,misers is capable of count money,Yes
679,mine entails dig,Yes
680,destroy enemy has a subevent of dies,Yes
681,engine usually causes energy,Yes
682,light match has a subevent of fire,Yes
683,go see film has a subevent of buy ticket,Yes
684,on off switch is capable of change states,Yes
685,kingdom is usually used for government,Yes
686,does tablet require electricity,Yes
687,does robot require a human hand to work,Yes
688,getting drunk has a subevent of make fool of yourself,Yes
689,is tribeswoman human,Yes
690,weasel is usually located at forrest,Yes
691,instrument triangle is usually used for making music,Yes
692,playing chess has a subevent of checkmate,Yes
693,getting in shape is usually used for having more energy,Yes
694,is periscope an item that you use,Yes
695,tickling has a subevent of laughter,Yes
696,denim is usually used for make jeans,Yes
697,would dope be found in a humans home,Yes
698,tell story has a subevent of enunciate clearly,Yes
699,bicycle has chain,Yes
700,cleveland is part of ohio,Yes
701,does strings have a distinct shape,Yes
702,comforting friend has a subevent of hug,Yes
703,tress is usually located at forest,Yes
704,getting divorce usually causes freedom,Yes
705,person does not desire punched in mouth,Yes
706,knit entails sew,Yes
707,pays de la loire is part of france,Yes
708,is bayou something physical,Yes
709,sage is part of common sage,Yes
710,is birdwatching done in nature,Yes
711,rubbermaid products is usually located at supermarket,Yes
712,muscle is usually used for constricting,Yes
713,does watermelon grow by having roots in soil,Yes
714,animals is capable of procreate,Yes
715,tickle has a last subevent of run away fast,Yes
716,is decongestant applied to the human body,Yes
717,does sword help humans,Yes
718,is glacier related to water,Yes
719,mississippi is part of gulf states,Yes
720,luff is part of fore and aft sail,Yes
721,person desires read interesting books,Yes
722,is sphere tangible ,Yes
723,article in magazine is usually used for read,Yes
724,is newsman alive,Yes
725,develop usually causes grow,Yes
726,is playground a structure designed for children,Yes
727,can you buy burger in a store,Yes
728,is pantyhose found inside a house,Yes
729,grandmother is usually located at relatives house,Yes
730,is doctor a profession,Yes
731,have party has a prerequisite of call friends,Yes
732,designing computer chip has a prerequisite of logical thinking,Yes
733,shad roe is part of common american shad,Yes
734,syrian desert is part of iraq,Yes
735,volt is part of kilovolt,Yes
736,is decongestant usually a liquid,Yes
737,is brewery a franchise,Yes
738,is librarian alive,Yes
739,is jewelery silver,Yes
740,is xray used in the medical field,Yes
741,is slacks an object,Yes
742,get warm has a prerequisite of put on clothes,Yes
743,is baby human,Yes
744,returned mail is usually located at desk,Yes
745,mirror is usually used for light reflection,Yes
746,urinary bladder is part of urogenital system,Yes
747,is playwright some kind of job,Yes
748,is jockey high paying,Yes
749,is planet large,Yes
750,lying is usually used for deception,Yes
751,does a tram have wheels,Yes
752,is dirt part of nature,Yes
753,person desires have safe home,Yes
754,does river have animals near it,Yes
755,is mist the sky,Yes
756,is raincoat a physical object ,Yes
757,disk is usually located at cd player,Yes
758,is juice sweet,Yes
759,is chambermaid alive,Yes
760,is port man made,Yes
761,submarines is capable of dive,Yes
762,bathing is usually used for relaxing,Yes
763,is chair found in a house,Yes
764,bus is usually located at bus station,Yes
765,is mug has colors,Yes
766,is swatch tangible,Yes
767,drill hole has a first subevent of use vise,Yes
768,keystone is part of arch,Yes
769,is neighbor a type of person,Yes
770,house is usually located at surface of earth,Yes
771,is glove worn on your hands,Yes
772,alberta is part of canada,Yes
773,is department positive,Yes
774,solleret is part of body armor,Yes
775,is sleuth a person place or thing,Yes
776,gather energy for tomorrow has a prerequisite of rest,Yes
777,do you find flashlight in homes,Yes
778,reading to children is usually used for educating,Yes
779,huascaran is part of andes,Yes
780,arc is part of sector,Yes
781,sheet of paper is usually located at office,Yes
782,is bulldozer an object,Yes
783,human body usually recieves an action of covered by skin,Yes
784,iceland is part of europe,Yes
785,is pen made of metal,Yes
786,is memory part of a brain,Yes
787,coconuts usually recieves an action of eaten,Yes
788,having physical exam is usually used for checking health,Yes
789,entertaining has a subevent of take for drive,Yes
790,smoke has a prerequisite of buy cigarettes and lighter,Yes
791,yorktown is part of virginia,Yes
792,table is usually located at conference,Yes
793,person is capable of pay bill,Yes
794,is juror long,Yes
795,juror is capable of serve on jury,Yes
796,admiralty islands is part of bismarck archipelago,Yes
797,bowl is usually used for hold ice cream,Yes
798,wait tables has a subevent of serve food,Yes
799,is windows found in ones home,Yes
800,do humans use cream with their hands,Yes
801,is flute an instrument ,Yes
802,is henna man made,Yes
803,working box office usually causes selling tickets,Yes
804,does rain come from the sky,Yes
805,humans is capable of run,Yes
806,is manager a person,Yes
807,hanging out at bar usually causes getting picked up,Yes
808,mutable is the opposite of immutable,Yes
809,kissing usually causes sex,Yes
810,miss entails repent,Yes
811,waiting on line usually causes anger,Yes
